"ctmax_1h","z_1h","r_squared_1h","ctmax_1m","z_1m","r_squared_1m","valid_fit","issues","unique_sample","response_type"
44.4862267356101,-11.0718342185128,0.979192101684054,64.173622595299,-11.0718342185128,0.979192101684054,TRUE,NA,1,"fvfm_if"
45.5830272520619,-10.2892037079642,0.973984714090063,63.8787876908305,-10.2892037079642,0.973984714090063,TRUE,NA,2,"fvfm_if"
44.4444658490303,-11.4858464517085,0.947858972141752,64.8680380788503,-11.4858464517085,0.947858972141752,TRUE,NA,3,"fvfm_if"
40.5159039898565,-14.2462504163037,0.947920035158902,65.8478919808854,-14.2462504163037,0.947920035158902,TRUE,NA,4,"fvfm_if"
41.7324932182402,-15.0339665535639,0.943975791080129,68.4651596436857,-15.0339665535639,0.943975791080129,TRUE,NA,5,"fvfm_if"
