"Time","T90","T90_sd","unique_sample"
5,49.4360762851163,1.96832846166053,1
15,46.7751898086702,1.27438755629293,1
30,45.7341742385719,1.45719186671977,1
60,44.741970408255,1.82330656559958,1
5,50.1769731276812,2.1200915922587,2
15,47.1649382329739,1.20962792913181,2
30,45.9091021159492,1.46769664998608,2
60,44.7776250695311,1.50939594405511,2
5,54.7405008119814,3.31718050166792,3
15,47.9247368401234,1.51040247862088,3
30,45.8412431597041,1.31897591129886,3
60,44.0810038803028,1.08972131266132,3
5,49.5828183304583,2.21160136003894,4
15,46.5922248552906,0.999960058815638,4
30,44.77032667725,1.10634414262294,4
60,43.5353570747619,0.892651283673726,4
5,54.7859874826054,2.94994412707221,5
15,48.9321394356805,1.35300988184565,5
30,46.4990688401124,1.13392478477573,5
60,44.2353218908407,0.960536569320835,5
