"ctmax_1h","z_1h","r_squared_1h","ctmax_1m","z_1m","r_squared_1m","valid_fit","issues","unique_sample","response_type"
40.3236383224181,-4.43819402807115,0.9973463134689,48.215418582878,-4.43819402807116,0.9973463134689,TRUE,NA,1,"fvfm_absolute"
40.0366978378778,-5.11149812366888,0.996333985931661,49.1257146178133,-5.11149812366888,0.996333985931661,TRUE,NA,2,"fvfm_absolute"
38.5985087434906,-8.25245389589112,0.972050221403386,53.2726199572027,-8.25245389589112,0.972050221403386,TRUE,NA,3,"fvfm_absolute"
38.3484862400389,-6.42054524581275,0.992625890325419,49.7651867970256,-6.42054524581275,0.99262589032542,TRUE,NA,4,"fvfm_absolute"
38.6548719865546,-9.55761813210241,0.97944994690408,55.6497626188419,-9.55761813210241,0.97944994690408,TRUE,NA,5,"fvfm_absolute"
