"AOI","Light","Temp","Time","Cell","Species","final","initial","post"
"6","N","52","15","B1","Bean","0.065","0.822","0.385"
"6","L","58","5","B1","Bean","0","0.819","0.064"
"6","L","54","15","B1","Bean","0","0.808","0"
"6","H","54","5","B1","Bean","0","0.799","0.189"
"6","M","48","15","B1","Bean","0","0.823","0.251"
"6","N","52","5","B1","Bean","0.603","0.836","0.651"
"6","M","44","5","B1","Bean","0.543","0.827","0.496"
"6","M","44","15","B1","Bean","0.123","0.822","0.266"
"6","L","30","15","B1","Bean","0.828","0.804","0.785"
"6","M","30","30","B1","Bean","0.836","0.808","0.823"
"6","L","52","5","B1","Bean","0","0.817","0.526"
"6","L","52","15","B1","Bean","0","0.822","0.121"
"6","M","58","5","B1","Bean","0","0.813","0"
"6","M","30","60","B1","Bean","0.819","0.793","0.762"
"6","M","54","15","B1","Bean","0","0.828","0"
"6","L","48","15","B1","Bean","0","0.86","0.303"
"6","N","52","60","B1","Bean","0","0.824","0.221"
"6","N","52","30","B1","Bean","0","0.837","0.06"
"6","N","42","30","B1","Bean","0.707","0.855","0.709"
"6","N","30","15","B1","Bean","0.804","0.823","0.838"
"6","M","54","5","B1","Bean","0","0.801","0.193"
"6","M","30","15","B1","Bean","0.852","0.79","0.819"
"6","L","30","30","B1","Bean","0.82","0.793","0.79"
"6","H","58","5","B1","Bean","0","0.813","0"
"6","M","44","60","B1","Bean","0.074","0.85","0.367"
"6","M","44","30","B1","Bean","0.482","0.817","0.457"
"6","M","40","60","B1","Bean","0.331","0.83","0.328"
"6","M","30","5","B1","Bean","0.814","0.825","0.806"
"6","L","54","5","B1","Bean","0","0.814","0.423"
"6","L","52","60","B1","Bean","0","0.825","0"
"6","L","48","30","B1","Bean","0","0.843","0"
"6","M","48","30","B1","Bean","0","0.816","0"
"6","L","52","30","B1","Bean","0","0.835","0"
"6","N","54","15","B1","Bean","0","0.809","0.121"
"6","L","30","5","B1","Bean","0.804","0.824","0.79"
"6","H","30","15","B1","Bean","0.823","0.812","0.807"
"6","L","40","60","B1","Bean","0.63","0.816","0.473"
"6","M","48","5","B1","Bean","0.324","0.811","0.463"
"6","L","44","15","B1","Bean","0.219","0.798","0.361"
"6","H","52","30","B1","Bean","0","0.792","0"
"6","H","48","30","B1","Bean","0","0.852","0"
"6","N","54","5","B1","Bean","0.329","0.787","0.562"
"6","L","42","30","B1","Bean","0.551","0.835","0.379"
"6","L","48","5","B1","Bean","0.37","0.836","0.473"
"6","H","48","60","B1","Bean","0","0.777","0"
"6","H","44","60","B1","Bean","0.162","0.849","0.184"
"6","H","48","5","B1","Bean","0.215","0.844","0.392"
"6","L","42","15","B1","Bean","0.625","0.771",NA
"6","L","30","60","B1","Bean","0.792","0.809","0.754"
"6","M","52","30","B1","Bean","0","0.821","0"
"6","M","48","60","B1","Bean","0","0.794","0"
"6","H","30","30","B1","Bean","0.787","0.802","0.769"
"6","M","52","5","B1","Bean","0","0.802","0.198"
"6","H","52","5","B1","Bean","0","0.801","0.207"
"6","H","52","15","B1","Bean","0","0.801","0"
"6","H","48","15","B1","Bean","0","0.852","0.223"
"6","M","52","60","B1","Bean","0","0.822","0"
"6","M","52","15","B1","Bean","0","0.793","0.114"
"6","L","44","30","B1","Bean","0.413","0.811","0.322"
"6","L","48","60","B1","Bean","0","0.837","0"
"6","N","58","5","B1","Bean","0","0.785","0.11"
"6","H","44","30","B1","Bean","0.354","0.813","0.297"
"6","H","44","5","B1","Bean","0.428","0.852","0.514"
"6","H","42","30","B1","Bean","0.345","0.809","0.224"
"6","H","30","5","B1","Bean","0.856","0.81","0.791"
"6","H","44","15","B1","Bean","0.324","0.785","0.258"
"6","L","44","60","B1","Bean","0.049","0.793","0.097"
"6","H","40","60","B1","Bean","0.123","0.821","0.389"
"6","L","44","5","B1","Bean","0.65","0.786","0.476"
"6","H","42","15","B1","Bean","0.582","0.781","0.302"
"6","H","30","60","B1","Bean","0.812","0.819","0.76"
"7","N","44","15","B2","Poplar","0.847","0.815","0.782"
"7","H","52","60","B2","Poplar","0","0.858","0"
"7","M","42","15","B2","Poplar","0.798","0.867","0.668"
"7","H","48","5","B2","Poplar","0.411","0.871","0.378"
"7","H","54","15","B2","Poplar","0","0.829","0"
"7","M","42","30","B2","Poplar","0.834","0.841","0.665"
"7","H","48","30","B2","Poplar","0.168","0.877","0.32"
"7","M","44","15","B2","Poplar","0.686","0.856","0.605"
"7","M","44","30","B2","Poplar","0.849","0.858","0.58"
"7","L","30","5","B2","Poplar","0.836","0.854","0.816"
"7","N","48","5","B2","Poplar","0.798","0.834","0.764"
"7","H","48","60","B2","Poplar","0.173","0.822","0.087"
"7","N","44","30","B2","Poplar","0.812","0.852","0.78"
"7","N","48","60","B2","Poplar","0.586","0.849","0.423"
"7","N","52","15","B2","Poplar","0.11","0.864","0.614"
"7","L","30","60","B2","Poplar","0.843","0.842","0.786"
"7","M","44","5","B2","Poplar","0.779","0.864","0.669"
"7","L","40","60","B2","Poplar","0.839","0.858","0.689"
"7","M","30","30","B2","Poplar","0.869","0.841","0.854"
"7","H","54","5","B2","Poplar","0.356","0.845","0.259"
"7","N","44","5","B2","Poplar","0.854","0.856","0.831"
"7","L","58","5","B2","Poplar","0","0.85","0.067"
"7","L","30","15","B2","Poplar","0.858","0.827","0.803"
"7","M","30","60","B2","Poplar","0.839","0.824","0.763"
"7","N","30","60","B2","Poplar","0.855","0.846","0.823"
"7","H","30","15","B2","Poplar","0.841","0.837","0.82"
"7","M","48","15","B2","Poplar","0.433","0.859","0.349"
"7","L","42","15","B2","Poplar","0.81","0.815",NA
"7","N","52","30","B2","Poplar","0.373","0.873","0.636"
"7","H","44","30","B2","Poplar","0.7","0.842","0.563"
"7","H","44","5","B2","Poplar","0.756","0.877","0.62"
"7","M","30","5","B2","Poplar","0.835","0.849","0.843"
"7","N","30","30","B2","Poplar","0.837","0.861","0.828"
"7","N","44","60","B2","Poplar","0.807","0.845","0.615"
"7","H","52","15","B2","Poplar","0.055","0.847","0.285"
"7","N","40","60","B2","Poplar","0.8","0.828","0.747"
"7","M","40","60","B2","Poplar","0.66","0.86","0.507"
"7","L","42","30","B2","Poplar","0.837","0.865","0.688"
"7","M","30","15","B2","Poplar","0.857","0.795","0.799"
"7","L","30","30","B2","Poplar","0.871","0.826","0.824"
"7","H","58","5","B2","Poplar","0","0.841","0.127"
"7","H","30","30","B2","Poplar","0.837","0.846","0.799"
"7","M","48","30","B2","Poplar","0.389","0.847","0.283"
"7","M","44","60","B2","Poplar","0.465","0.88","0.382"
"7","N","30","5","B2","Poplar","0.876","0.877","0.833"
"7","N","48","15","B2","Poplar","0.754","0.857","0.754"
"7","H","44","60","B2","Poplar","0.495","0.874","0.336"
"7","N","52","5","B2","Poplar","0.744","0.86","0.694"
"7","H","30","5","B2","Poplar","0.868","0.825","0.801"
"7","M","48","5","B2","Poplar","0.543","0.84","0.347"
"7","H","52","30","B2","Poplar","0.109","0.843","0"
"7","N","42","15","B2","Poplar","0.857","0.847","0.81"
"7","L","44","15","B2","Poplar","0.76","0.832","0.628"
"7","L","54","15","B2","Poplar","0.3","0.826","0.26"
"7","N","52","60","B2","Poplar","0.233","0.844","0.189"
"7","L","52","5","B2","Poplar","0.545","0.853","0.542"
"7","M","58","5","B2","Poplar","0","0.828","0"
"7","L","48","15","B2","Poplar","0.439","0.88","0.54"
"7","H","40","60","B2","Poplar","0.567","0.85","0"
"7","N","30","15","B2","Poplar","0.848","0.848","0.866"
"7","M","54","5","B2","Poplar","0.375","0.839","0.342"
"7","N","48","30","B2","Poplar","0.675","0.846","0.606"
"7","M","48","60","B2","Poplar","0.159","0.835","0.141"
"7","H","52","5","B2","Poplar","0.186","0.841","0.227"
"7","N","42","30","B2","Poplar","0.841","0.875","0.829"
"7","H","48","15","B2","Poplar","0.271","0.871","0.316"
"7","L","44","30","B2","Poplar","0.811","0.839","0.548"
"7","H","30","60","B2","Poplar","0.819","0.839","0.727"
"7","L","52","60","B2","Poplar","0","0.874","0"
"7","M","54","15","B2","Poplar","0","0.851","0"
"7","L","48","30","B2","Poplar","0.497","0.869","0.438"
"7","L","54","5","B2","Poplar","0.472","0.846","0.37"
"7","N","54","15","B2","Poplar","0.539","0.841","0.619"
"7","H","42","15","B2","Poplar","0.826","0.836","0.536"
"7","M","52","15","B2","Poplar","0.357","0.841","0.216"
"7","M","52","5","B2","Poplar","0.395","0.847","0.245"
"7","L","44","5","B2","Poplar","0.868","0.841","0.754"
"7","H","42","30","B2","Poplar","0.765","0.844","0.413"
"7","H","44","15","B2","Poplar","0.731","0.827","0.528"
"7","M","52","60","B2","Poplar","0","0.85","0"
"7","L","48","5","B2","Poplar","0.752","0.858","0.625"
"7","M","52","30","B2","Poplar","0.129","0.837","0.08"
"7","L","52","15","B2","Poplar","0.444","0.852","0.282"
"7","N","54","5","B2","Poplar","0.65","0.843","0.644"
"7","L","48","60","B2","Poplar","0.302","0.867","0.232"
"7","L","52","30","B2","Poplar","0.118","0.861","0.125"
"7","L","44","60","B2","Poplar","0.524","0.837","0.463"
"7","N","58","5","B2","Poplar","0","0.83","0.456"
"8","N","52","15","B3","Poplar","0.214","0.865","0.574"
"8","N","44","15","B3","Poplar","0.847","0.834","0.788"
"8","N","48","5","B3","Poplar","0.797","0.831","0.734"
"8","N","52","5","B3","Poplar","0.697","0.86","0.687"
"8","N","52","60","B3","Poplar","0","0.825","0.218"
"8","N","44","60","B3","Poplar","0.828","0.854","0.785"
"8","N","44","30","B3","Poplar","0.807","0.847","0.779"
"8","N","52","30","B3","Poplar","0.449","0.866","0.635"
"8","N","48","60","B3","Poplar","0.54","0.847","0.308"
"8","N","44","5","B3","Poplar","0.842","0.846","0.819"
"8","N","48","30","B3","Poplar","0.671","0.843","0.561"
"8","N","48","15","B3","Poplar","0.735","0.845","0.715"
"8","L","40","60","B3","Poplar","0.826","0.846","0.654"
"8","N","54","15","B3","Poplar","0.323","0.848","0.645"
"8","L","58","5","B3","Poplar","0","0.853","0"
"8","M","48","15","B3","Poplar","0.488","0.861","0.444"
"8","M","30","60","B3","Poplar","0.823","0.819","0.743"
"8","L","30","5","B3","Poplar","0.841","0.851","0.813"
"8","M","44","5","B3","Poplar","0.785","0.869","0.659"
"8","M","44","15","B3","Poplar","0.757","0.869","0.58"
"8","M","42","15","B3","Poplar","0.793","0.863","0.639"
"8","H","52","60","B3","Poplar","0","0.855","0"
"8","M","30","30","B3","Poplar","0.865","0.852","0.838"
"8","H","30","15","B3","Poplar","0.836","0.831","0.807"
"8","N","30","60","B3","Poplar","0.848","0.847","0.821"
"8","N","40","60","B3","Poplar","0.812","0.838","0.78"
"8","H","54","15","B3","Poplar","0","0.839","0"
"8","L","42","15","B3","Poplar","0.809","0.818",NA
"8","L","30","60","B3","Poplar","0.827","0.83","0.78"
"8","M","44","60","B3","Poplar","0.506","0.885","0.311"
"8","N","54","5","B3","Poplar","0.716","0.834","0.709"
"8","M","42","30","B3","Poplar","0.787","0.85","0.498"
"8","H","30","30","B3","Poplar","0.811","0.818","0.734"
"8","M","40","60","B3","Poplar","0.779","0.865","0.574"
"8","M","30","5","B3","Poplar","0.843","0.833","0.833"
"8","M","30","15","B3","Poplar","0.858","0.822","0.836"
"8","M","48","30","B3","Poplar","0.343","0.844","0.289"
"8","M","44","30","B3","Poplar","0.83","0.849","0.519"
"8","L","42","30","B3","Poplar","0.842","0.866","0.667"
"8","N","58","5","B3","Poplar","0.456","0.821","0.562"
"8","H","54","5","B3","Poplar","0.272","0.854","0.23"
"8","N","42","15","B3","Poplar","0.862","0.858","0.821"
"8","M","48","5","B3","Poplar","0.426","0.834","0.368"
"8","L","44","15","B3","Poplar","0.749","0.831","0.669"
"8","H","52","30","B3","Poplar","0.135","0.84","0.062"
"8","H","30","5","B3","Poplar","0.854","0.828","0.76"
"8","H","44","5","B3","Poplar","0.702","0.866","0.509"
"8","L","30","15","B3","Poplar","0.846","0.818","0.794"
"8","L","52","5","B3","Poplar","0.583","0.847","0.567"
"8","H","44","60","B3","Poplar","0.458","0.883","0.283"
"8","M","54","15","B3","Poplar","0","0.854","0"
"8","L","48","15","B3","Poplar","0.435","0.882","0.547"
"8","H","48","15","B3","Poplar","0.284","0.867","0.343"
"8","L","44","30","B3","Poplar","0.774","0.834","0.626"
"8","M","54","5","B3","Poplar","0.296","0.839","0.344"
"8","L","54","15","B3","Poplar","0.254","0.833","0.238"
"8","H","58","5","B3","Poplar","0","0.831","0"
"8","M","48","60","B3","Poplar","0.249","0.836","0.165"
"8","H","44","30","B3","Poplar","0.575","0.84","0.523"
"8","N","42","30","B3","Poplar","0.844","0.866","0.832"
"8","H","40","60","B3","Poplar","0.664","0.851","0.392"
"8","L","30","30","B3","Poplar","0.852","0.82","0.81"
"8","H","30","60","B3","Poplar","0.815","0.836","0.652"
"8","L","52","60","B3","Poplar","0","0.875","0"
"8","H","52","5","B3","Poplar","0.186","0.837","0.296"
"8","M","52","15","B3","Poplar","0.368","0.837","0.227"
"8","H","42","15","B3","Poplar","0.782","0.824","0.5"
"8","L","54","5","B3","Poplar","0.574","0.836","0.447"
"8","H","48","30","B3","Poplar","0.123","0.879","0.259"
"8","L","48","30","B3","Poplar","0.535","0.869","0.42"
"8","L","44","5","B3","Poplar","0.87","0.846","0.706"
"8","M","52","5","B3","Poplar","0.422","0.852","0.385"
"8","H","44","15","B3","Poplar","0.708","0.821","0.538"
"8","H","48","60","B3","Poplar","0.184","0.826","0.068"
"8","M","58","5","B3","Poplar","0","0.828","0"
"8","H","42","30","B3","Poplar","0.547","0.843","0.392"
"8","H","52","15","B3","Poplar","0","0.849","0.3"
"8","L","48","60","B3","Poplar","0.273","0.856","0.214"
"8","M","52","60","B3","Poplar","0","0.846","0"
"8","M","52","30","B3","Poplar","0.078","0.838","0"
"8","N","30","30","B3","Poplar","0.846","0.862","0.828"
"8","H","48","5","B3","Poplar","0.337","0.864","0.359"
"8","L","48","5","B3","Poplar","0.721","0.854","0.63"
"8","N","30","15","B3","Poplar","0.852","0.859","0.871"
"8","N","30","5","B3","Poplar","0.88","0.878","0.844"
"8","L","52","15","B3","Poplar","0.351","0.863","0.398"
"8","L","44","60","B3","Poplar","0.544","0.837","0.489"
"8","L","52","30","B3","Poplar","0.082","0.866","0.093"
"9","N","52","15","B4","Euc","0.18","0.853","0.475"
"9","M","48","15","B4","Euc","0.432","0.83","0.216"
"9","N","48","5","B4","Euc","0.787","0.808","0.7"
"9","N","44","30","B4","Euc","0.818","0.836","0.766"
"9","M","30","60","B4","Euc","0.814","0.82","0.753"
"9","N","44","15","B4","Euc","0.852","0.819","0.765"
"9","N","52","30","B4","Euc","0.274","0.869","0.193"
"9","N","44","60","B4","Euc","0.767","0.843","0.707"
"9","N","48","15","B4","Euc","0.676","0.846","0.637"
"9","M","48","30","B4","Euc","0.214","0.829","0"
"9","N","44","5","B4","Euc","0.823","0.828","0.803"
"9","M","40","60","B4","Euc","0.781","0.851","0.583"
"9","L","40","60","B4","Euc","0.841","0.828","0.594"
"9","L","30","5","B4","Euc","0.834","0.835","0.801"
"9","M","30","30","B4","Euc","0.854","0.861","0.852"
"9","L","58","5","B4","Euc","0","0.826","0.117"
"9","N","48","60","B4","Euc","0.609","0.814","0.476"
"9","H","30","15","B4","Euc","0.824","0.8","0.792"
"9","N","52","5","B4","Euc","0.636","0.852","0.634"
"9","H","52","60","B4","Euc","0.095","0.828","0"
"9","L","42","15","B4","Euc","0.8","0.815",NA
"9","L","30","60","B4","Euc","0.832","0.83","0.777"
"9","H","54","15","B4","Euc","0.116","0.822","0"
"9","M","42","15","B4","Euc","0.808","0.867","0.654"
"9","N","52","60","B4","Euc","0.231","0.854","0.283"
"9","M","30","5","B4","Euc","0.811","0.83","0.82"
"9","M","30","15","B4","Euc","0.842","0.816","0.846"
"9","M","44","15","B4","Euc","0.736","0.853","0.579"
"9","H","30","30","B4","Euc","0.795","0.831","0.785"
"9","M","48","5","B4","Euc","0.542","0.82","0.409"
"9","M","42","30","B4","Euc","0.773","0.835","0.517"
"9","L","42","30","B4","Euc","0.842","0.862","0.645"
"9","N","48","30","B4","Euc","0.688","0.834","0.594"
"9","M","44","30","B4","Euc","0.769","0.85","0.559"
"9","M","48","60","B4","Euc","0.151","0.819","0"
"9","H","54","5","B4","Euc","0.326","0.83","0.183"
"9","N","54","15","B4","Euc","0.175","0.825","0.154"
"9","M","52","15","B4","Euc","0.209","0.817","0.279"
"9","H","30","5","B4","Euc","0.848","0.818","0.779"
"9","M","44","5","B4","Euc","0.788","0.859","0.561"
"9","L","30","15","B4","Euc","0.854","0.817","0.798"
"9","N","42","15","B4","Euc","0.841","0.838","0.797"
"9","L","48","15","B4","Euc","0.507","0.88","0.474"
"9","L","44","15","B4","Euc","0.705","0.805","0.569"
"9","N","30","60","B4","Euc","0.842","0.838","0.815"
"9","L","52","5","B4","Euc","0.529","0.841","0.349"
"9","H","58","5","B4","Euc","0","0.831","0"
"9","L","48","5","B4","Euc","0.674","0.862","0.611"
"9","N","42","30","B4","Euc","0.812","0.85","0.817"
"9","M","52","5","B4","Euc","0.436","0.846","0.365"
"9","N","54","5","B4","Euc","0.558","0.828","0.565"
"9","L","52","15","B4","Euc","0.393","0.843","0.069"
"9","L","54","15","B4","Euc","0.233","0.827","0"
"9","L","30","30","B4","Euc","0.839","0.803","0.783"
"9","H","30","60","B4","Euc","0.845","0.843","0.763"
"9","L","48","60","B4","Euc","0.337","0.864","0.153"
"9","N","40","60","B4","Euc","0.808","0.812","0.791"
"9","L","44","30","B4","Euc","0.805","0.817","0.625"
"9","M","52","30","B4","Euc","0.105","0.83","0.055"
"9","L","52","60","B4","Euc","0.124","0.873","0"
"9","L","48","30","B4","Euc","0.478","0.858","0.291"
"9","M","44","60","B4","Euc","0.401","0.884","0.302"
"9","L","52","30","B4","Euc","0.08","0.857","0.123"
"9","L","54","5","B4","Euc","0.482","0.83","0.344"
"9","N","58","5","B4","Euc","0.445","0.804","0.551"
"9","M","52","60","B4","Euc","0.11","0.842","0"
"9","H","40","60","B4","Euc","0.598","0.836","0"
"9","H","42","30","B4","Euc","0.588","0.818","0"
"9","H","48","60","B4","Euc","0.173","0.81","0"
"9","H","44","15","B4","Euc","0.679","0.827","0.522"
"9","L","44","5","B4","Euc","0.867","0.824","0.595"
"9","H","44","30","B4","Euc","0.788","0.845","0.689"
"9","H","52","15","B4","Euc","0.059","0.822","0.121"
"9","M","54","15","B4","Euc","0.066","0.833","0"
"9","H","52","30","B4","Euc","0.136","0.823","0.06"
"9","H","44","5","B4","Euc","0.738","0.872","0.558"
"9","H","42","15","B4","Euc","0.782","0.82","0.416"
"9","N","30","30","B4","Euc","0.819","0.854","0.812"
"9","H","52","5","B4","Euc","0.283","0.828","0.429"
"9","N","30","15","B4","Euc","0.829","0.842","0.859"
"9","M","54","5","B4","Euc","0.335","0.822","0.367"
"9","M","58","5","B4","Euc","0","0.815","0"
"9","N","30","5","B4","Euc","0.862","0.867","0.809"
"9","H","44","60","B4","Euc","0.577","0.879","0.333"
"9","L","44","60","B4","Euc","0.564","0.829","0.463"
"9","H","48","30","B4","Euc","0.12","0.872","0.224"
"9","H","48","15","B4","Euc","0.359","0.857","0.235"
"9","H","48","5","B4","Euc","0.475","0.864","0.395"
