"AOI","Light","Temp","Time","Cell","Species","final","initial","post"
"14","L","30","30","C4","Bean","0.822","0.777","0.772"
"14","H","58","5","C4","Bean","0","0.812","0"
"14","N","44","60","C4","Bean","0.431","0.79","0.11"
"14","M","30","5","C4","Bean","0.839","0.851","0.854"
"14","M","44","60","C4","Bean","0","0.861","0.637"
"14","M","40","60","C4","Bean","0.284","0.828","0.353"
"14","N","40","60","C4","Bean","0.715","0.81","0.724"
"14","H","30","60","C4","Bean","0.815","0.81","0.682"
"14","M","48","60","C4","Bean","0","0.782","0"
"14","N","54","15","C4","Bean","0","0.812","0.133"
"14","L","44","30","C4","Bean","0.392","0.802","0.275"
"14","H","44","60","C4","Bean","0.258","0.857","0.134"
"14","N","48","15","C4","Bean","0.457","0.827","0.511"
"14","H","52","30","C4","Bean","0","0.788","0"
"14","N","42","15","C4","Bean","0.775","0.814","0.692"
"14","H","40","60","C4","Bean","0.202","0.802","0.291"
"14","M","52","15","C4","Bean","0","0.778","0"
"14","H","52","60","C4","Bean","0","0.802","0"
"14","L","58","5","C4","Bean","0","0.819","0"
"14","L","44","5","C4","Bean","0.68","0.807","0.474"
"14","M","58","5","C4","Bean","0","0.779","0"
"14","M","54","15","C4","Bean","0","0.817","0"
"14","L","48","15","C4","Bean","0.284","0.868","0.294"
"14","N","54","5","C4","Bean","0","0.818","0.66"
"14","N","30","15","C4","Bean","0.818","0.819","0.838"
"14","M","54","5","C4","Bean","0","0.805","0.145"
"14","L","54","15","C4","Bean","0","0.777","0"
"14","L","52","5","C4","Bean","0.299","0.813","0.538"
"14","H","54","15","C4","Bean","0","0.803","0"
"14","H","52","5","C4","Bean","0.083","0.805","0.253"
"14","N","42","30","C4","Bean","0.648","0.853","0.681"
"14","H","48","15","C4","Bean","0","0.836","0.111"
"14","H","42","15","C4","Bean","0.545","0.775","0.306"
"14","N","48","30","C4","Bean","0.472","0.779","0.502"
"14","L","48","30","C4","Bean","0","0.844","0.126"
"14","L","44","60","C4","Bean","0.175","0.806","0"
"14","M","30","15","C4","Bean","0.859","0.82","0.843"
"14","M","52","30","C4","Bean","0","0.814","0"
"14","L","52","60","C4","Bean","0","0.841","0"
"14","L","54","5","C4","Bean","0","0.795","0.363"
"14","N","58","5","C4","Bean","0","0.79","0.214"
"14","N","30","30","C4","Bean","0.783","0.815","0.774"
"14","N","44","15","C4","Bean","0.652","0.79","0.567"
"14","H","48","30","C4","Bean","0","0.858","0"
"14","H","42","30","C4","Bean","0.317","0.8","0.189"
"14","M","52","5","C4","Bean","0.307","0.796","0.472"
"14","H","48","5","C4","Bean","0.242","0.841","0.444"
"14","M","52","60","C4","Bean","0","0.808","0"
"14","N","30","5","C4","Bean","0.82","0.841","0.781"
"14","L","48","5","C4","Bean","0.436","0.834","0.533"
"14","L","52","15","C4","Bean","0","0.824","0"
"14","H","44","15","C4","Bean","0.268","0.798","0.233"
"14","N","44","30","C4","Bean","0.508","0.828","0.365"
"14","L","48","60","C4","Bean","0","0.839","0"
"14","L","52","30","C4","Bean","0","0.8","0"
"15","N","48","5","C5","Lomandra","0.795","0.783","0.764"
"15","N","52","30","C5","Lomandra","0.659","0.843","0.623"
"15","N","48","60","C5","Lomandra","0.811","0.794","0.623"
"15","N","52","15","C5","Lomandra","0.666","0.805","0.677"
"15","N","52","60","C5","Lomandra","0.515","0.834","0.477"
"15","N","52","5","C5","Lomandra","0.772","0.799","0.736"
"15","M","48","30","C5","Lomandra","0.781","0.816","0.507"
"15","M","48","5","C5","Lomandra","0.789","0.796","0.651"
"15","N","54","15","C5","Lomandra","0.342","0.802","0.485"
"15","M","48","15","C5","Lomandra","0.745","0.767","0.526"
"15","L","30","5","C5","Lomandra","0.808","0.818","0.776"
"15","N","48","15","C5","Lomandra","0.786","0.774","0.688"
"15","N","44","5","C5","Lomandra","0.793","0.788","0.746"
"15","N","48","30","C5","Lomandra","0.832","0.763","0.567"
"15","M","44","15","C5","Lomandra","0.739","0.794","0.659"
"15","M","52","5","C5","Lomandra","0.709","0.805","0.614"
"15","M","52","15","C5","Lomandra","0.522","0.703","0.34"
"15","H","30","15","C5","Lomandra","0.774","0.758","0.75"
"15","L","42","30","C5","Lomandra","0.802","0.811","0.608"
"15","N","30","60","C5","Lomandra","0.824","0.82","0.785"
"15","L","30","60","C5","Lomandra","0.793","0.797","0.751"
"15","N","44","60","C5","Lomandra","0.84","0.799","0.756"
"15","L","44","15","C5","Lomandra","0.77","0.793","0.751"
"15","L","40","60","C5","Lomandra","0.794","0.809","0.614"
"15","N","40","60","C5","Lomandra","0.776","0.788","0.782"
"15","M","44","30","C5","Lomandra","0.798","0.786","0.545"
"15","N","54","5","C5","Lomandra","0.433","0.766","0.53"
"15","N","44","15","C5","Lomandra","0.803","0.758","0.696"
"15","L","42","15","C5","Lomandra","0.771","0.782",NA
"15","M","52","60","C5","Lomandra","0.199","0.787","0.059"
"15","M","52","30","C5","Lomandra","0.472","0.798","0.364"
"15","M","48","60","C5","Lomandra","0.739","0.764","0.482"
"15","N","44","30","C5","Lomandra","0.821","0.813","0.764"
"15","N","42","30","C5","Lomandra","0.792","0.838","0.799"
"15","N","42","15","C5","Lomandra","0.834","0.828","0.791"
"15","H","30","30","C5","Lomandra","0.799","0.792","0.749"
"15","L","44","30","C5","Lomandra","0.807","0.759","0.681"
"15","N","58","5","C5","Lomandra","0.436","0.772","0.608"
"15","M","54","15","C5","Lomandra","0.14","0.813","0.059"
"15","M","44","5","C5","Lomandra","0.766","0.828","0.673"
"15","H","30","5","C5","Lomandra","0.824","0.769","0.73"
"15","M","42","15","C5","Lomandra","0.767","0.832","0.741"
"15","M","30","60","C5","Lomandra","0.796","0.79","0.701"
"15","H","48","60","C5","Lomandra","0.746","0.783","0.451"
"15","L","44","5","C5","Lomandra","0.838","0.745","0.689"
"15","M","58","5","C5","Lomandra","0.192","0.778","0.179"
"15","L","30","15","C5","Lomandra","0.844","0.796","0.779"
"15","H","54","5","C5","Lomandra","0.589","0.807","0.337"
"15","N","30","15","C5","Lomandra","0.787","0.804","0.819"
"15","M","30","30","C5","Lomandra","0.819","0.827","0.81"
"15","L","58","5","C5","Lomandra","0.088","0.786","0.2"
"15","L","54","15","C5","Lomandra","0.191","0.774","0.062"
"15","L","52","5","C5","Lomandra","0.686","0.796","0.645"
"15","L","48","5","C5","Lomandra","0.819","0.823","0.72"
"15","L","48","15","C5","Lomandra","0.792","0.846","0.672"
"15","H","40","60","C5","Lomandra","0.707","0.788","0.636"
"15","M","42","30","C5","Lomandra","0.771","0.799","0.57"
"15","M","54","5","C5","Lomandra","0.543","0.706","0.382"
"15","L","30","30","C5","Lomandra","0.829","0.786","0.765"
"15","H","58","5","C5","Lomandra","0.089","0.79","0.155"
"15","M","44","60","C5","Lomandra","0.706","0.846","0.411"
"15","L","44","60","C5","Lomandra","0.735","0.784","0.721"
"15","M","40","60","C5","Lomandra","0.662","0.831","0.592"
"15","M","30","5","C5","Lomandra","0.803","0.817","0.824"
"15","H","52","15","C5","Lomandra","0.503","0.771","0.404"
"15","H","42","15","C5","Lomandra","0.779","0.761","0.666"
"15","H","30","60","C5","Lomandra","0.795","0.796","0.681"
"15","L","52","60","C5","Lomandra","0.32","0.838","0.128"
"15","L","48","60","C5","Lomandra","0.763","0.82","0.506"
"15","L","48","30","C5","Lomandra","0","0","0"
"15","M","30","15","C5","Lomandra","0.821","0.77","0.796"
"15","L","54","5","C5","Lomandra","0.692","0.802","0.452"
"15","N","30","30","C5","Lomandra","0.788","0.81","0.762"
"15","H","52","30","C5","Lomandra","0.439","0.794","0.303"
"15","H","42","30","C5","Lomandra","0.725","0.793","0.58"
"15","H","44","30","C5","Lomandra","0.82","0.818","0.741"
"15","L","52","15","C5","Lomandra","0.643","0.828","0.56"
"15","H","44","15","C5","Lomandra","0.799","0.792","0.748"
"15","H","44","60","C5","Lomandra","0.746","0.809","0.593"
"15","N","30","5","C5","Lomandra","0.843","0.844","0.788"
"15","H","52","60","C5","Lomandra","0.182","0.812","0.132"
"15","H","48","30","C5","Lomandra","0.704","0.848","0.526"
"15","H","44","5","C5","Lomandra","0.751","0.842","0.602"
"15","H","48","15","C5","Lomandra","0.743","0.829","0.571"
"15","H","48","5","C5","Lomandra","0.784","0.829","0.623"
"15","H","54","15","C5","Lomandra","0.303","0.789","0.158"
"15","H","52","5","C5","Lomandra","0.501","0.795","0.417"
"15","L","52","30","C5","Lomandra","0.301","0.811","0.259"
"16","N","52","60","D1","Poplar","0.206","0.859","0.162"
"16","N","48","60","D1","Poplar","0.571","0.84","0.349"
"16","N","48","5","D1","Poplar","0.789","0.833","0.737"
"16","M","48","5","D1","Poplar","0.647","0.838","0.534"
"16","N","54","15","D1","Poplar","0.367","0.843","0.646"
"16","M","48","30","D1","Poplar","0.411","0.842","0.354"
"16","N","48","15","D1","Poplar","0.748","0.841","0.715"
"16","N","44","5","D1","Poplar","0.827","0.842","0.807"
"16","L","58","5","D1","Poplar","0","0.846","0.145"
"16","N","52","5","D1","Poplar","0.632","0.86","0.726"
"16","H","30","15","D1","Poplar","0.831","0.815","0.791"
"16","M","44","15","D1","Poplar","0.612","0.856","0.469"
"16","M","52","15","D1","Poplar","0.153","0.836","0.269"
"16","N","48","30","D1","Poplar","0.753","0.835","0.59"
"16","N","44","60","D1","Poplar","0.791","0.832","0.609"
"16","N","52","15","D1","Poplar","0.15","0.853","0.568"
"16","M","48","15","D1","Poplar","0.515","0.851","0.503"
"16","L","48","15","D1","Poplar","0.496","0.881","0.605"
"16","N","54","5","D1","Poplar","0.587","0.849","0.695"
"16","N","30","60","D1","Poplar","0.845","0.84","0.821"
"16","M","52","30","D1","Poplar","0","0.836","0.061"
"16","M","48","60","D1","Poplar","0.184","0.838","0.206"
"16","N","40","60","D1","Poplar","0.782","0.83","0.73"
"16","M","44","30","D1","Poplar","0.672","0.848","0.579"
"16","M","44","5","D1","Poplar","0.818","0.863","0.692"
"16","M","30","15","D1","Poplar","0.856","0.827","0.849"
"16","H","30","30","D1","Poplar","0.835","0.844","0.801"
"16","M","44","60","D1","Poplar","0.458","0.881","0.584"
"16","L","48","30","D1","Poplar","0.454","0.866","0.344"
"16","N","52","30","D1","Poplar","0.272","0.874","0.582"
"16","N","42","15","D1","Poplar","0.855","0.848","0.809"
"16","N","58","5","D1","Poplar","0.407","0.818","0.584"
"16","N","42","30","D1","Poplar","0.84","0.864","0.813"
"16","M","52","5","D1","Poplar","0.378","0.844","0.371"
"16","H","30","5","D1","Poplar","0.86","0.827","0.791"
"16","L","44","30","D1","Poplar","0.803","0.83","0.657"
"16","L","40","60","D1","Poplar","0.818","0.844","0.637"
"16","L","30","5","D1","Poplar","0.836","0.848","0.807"
"16","N","44","15","D1","Poplar","0.844","0.829","0.777"
"16","M","30","30","D1","Poplar","0.862","0.839","0.837"
"16","H","42","30","D1","Poplar","0.824","0.845","0.642"
"16","L","30","15","D1","Poplar","0.856","0.823","0.814"
"16","H","54","5","D1","Poplar","0.244","0.812","0.155"
"16","L","42","30","D1","Poplar","0.859","0.859","0.772"
"16","L","48","5","D1","Poplar","0.676","0.865","0.635"
"16","H","48","60","D1","Poplar","0.2","0.823","0.1"
"16","L","54","15","D1","Poplar","0.395","0.831","0.265"
"16","L","52","5","D1","Poplar","0.553","0.833","0.417"
"16","L","44","5","D1","Poplar","0.845","0.834","0.734"
"16","L","44","15","D1","Poplar","0.732","0.832","0.698"
"16","H","52","15","D1","Poplar","0.102","0.843","0.179"
"16","H","40","60","D1","Poplar","0.746","0.84","0.618"
"16","M","30","60","D1","Poplar","0.853","0.828","0.795"
"16","L","30","60","D1","Poplar","0.826","0.844","0.804"
"16","H","44","15","D1","Poplar","0.742","0.822","0.595"
"16","L","30","30","D1","Poplar","0.865","0.828","0.822"
"16","H","58","5","D1","Poplar","0","0.835","0.171"
"16","M","54","15","D1","Poplar","0.096","0.844","0.166"
"16","L","42","15","D1","Poplar","0.814","0.812",NA
"16","M","52","60","D1","Poplar","0","0.841","0"
"16","H","42","15","D1","Poplar","0.818","0.83","0.517"
"16","H","30","60","D1","Poplar","0.833","0.843","0.752"
"16","N","44","30","D1","Poplar","0.804","0.846","0.768"
"16","M","54","5","D1","Poplar","0.473","0.832","0.221"
"16","M","30","5","D1","Poplar","0.844","0.852","0.842"
"16","L","54","5","D1","Poplar","0.563","0.835","0.433"
"16","L","52","60","D1","Poplar","0","0.877","0"
"16","L","48","60","D1","Poplar","0.256","0.869","0.2"
"16","M","40","60","D1","Poplar","0.827","0.853","0.744"
"16","L","44","60","D1","Poplar","0.539","0.827","0.402"
"16","H","52","30","D1","Poplar","0","0.839","0.084"
"16","H","44","30","D1","Poplar","0.767","0.847","0.569"
"16","L","52","15","D1","Poplar","0.441","0.856","0.403"
"16","M","58","5","D1","Poplar","0","0.815","0"
"16","M","42","15","D1","Poplar","0.796","0.864","0.624"
"16","H","52","60","D1","Poplar","0","0.843","0"
"16","N","30","5","D1","Poplar","0.867","0.862","0.826"
"16","N","30","15","D1","Poplar","0.831","0.851","0.853"
"16","H","52","5","D1","Poplar","0.191","0.842","0.324"
"16","H","54","15","D1","Poplar","0.093","0.831","0.115"
"16","M","42","30","D1","Poplar","0.775","0.844","0.528"
"16","H","44","5","D1","Poplar","0.793","0.857","0.568"
"16","N","30","30","D1","Poplar","0.835","0.861","0.826"
"16","H","48","15","D1","Poplar","0.282","0.865","0.336"
"16","L","52","30","D1","Poplar","0.112","0.852","0.149"
"16","H","44","60","D1","Poplar","0.455","0.865","0.304"
"16","H","48","30","D1","Poplar","0.171","0.873","0.271"
"16","H","48","5","D1","Poplar","0.251","0.864","0.232"
"17","N","48","60","D2","Lomandra","0.745","0.789","0.637"
"17","N","48","5","D2","Lomandra","0.802","0.767","0.737"
"17","N","48","15","D2","Lomandra","0.812","0.809","0.746"
"17","M","48","15","D2","Lomandra","0.787","0.821","0.692"
"17","H","30","15","D2","Lomandra","0.799","0.774","0.749"
"17","N","52","15","D2","Lomandra","0.64","0.755","0.556"
"17","N","48","30","D2","Lomandra","0.826","0.786","0.734"
"17","M","44","5","D2","Lomandra","0.787","0.837","0.73"
"17","N","44","5","D2","Lomandra","0.821","0.811","0.789"
"17","N","52","5","D2","Lomandra","0.772","0.821","0.767"
"17","M","52","15","D2","Lomandra","0.516","0.783","0.42"
"17","N","30","60","D2","Lomandra","0.808","0.809","0.778"
"17","H","48","60","D2","Lomandra","0.438","0.773","0"
"17","M","52","30","D2","Lomandra","0.515","0.767","0.365"
"17","N","44","60","D2","Lomandra","0.8","0.766","0.686"
"17","M","52","5","D2","Lomandra","0.593","0.763","0.473"
"17","H","52","15","D2","Lomandra","0.227","0.769","0.226"
"17","M","48","5","D2","Lomandra","0.754","0.786","0.653"
"17","N","52","30","D2","Lomandra","0.514","0.835","0.462"
"17","M","48","60","D2","Lomandra","0.342","0.791","0.338"
"17","M","48","30","D2","Lomandra","0.677","0.786","0.351"
"17","H","30","30","D2","Lomandra","0.796","0.798","0.751"
"17","M","54","15","D2","Lomandra","0.163","0.819","0.084"
"17","N","40","60","D2","Lomandra","0.74","0.755","0.747"
"17","M","44","60","D2","Lomandra","0.731","0.839","0"
"17","N","52","60","D2","Lomandra","0.442","0.798","0.583"
"17","M","54","5","D2","Lomandra","0.567","0.766","0.407"
"17","M","52","60","D2","Lomandra","0.204","0.799","0.063"
"17","H","30","5","D2","Lomandra","0.828","0.793","0.743"
"17","N","42","15","D2","Lomandra","0.822","0.822","0.789"
"17","H","52","30","D2","Lomandra","0.137","0.793","0.071"
"17","N","54","15","D2","Lomandra","0.508","0.795","0.461"
"17","L","40","60","D2","Lomandra","0.821","0.825","0.665"
"17","M","44","15","D2","Lomandra","0.687","0.801","0.597"
"17","L","30","15","D2","Lomandra","0.767","0.691","0.67"
"17","L","44","30","D2","Lomandra","0.822","0.782","0.738"
"17","L","42","30","D2","Lomandra","0.813","0.826","0.745"
"17","M","30","30","D2","Lomandra","0.816","0.812","0.796"
"17","M","58","5","D2","Lomandra","0.09","0.778","0.119"
"17","L","44","15","D2","Lomandra","0.753","0.779","0.733"
"17","L","48","5","D2","Lomandra","0.802","0.824","0.75"
"17","L","48","15","D2","Lomandra","0.767","0.852","0.684"
"17","H","40","60","D2","Lomandra","0.648","0.781","0.534"
"17","L","42","15","D2","Lomandra","0.786","0.792",NA
"17","L","30","30","D2","Lomandra","0.84","0.781","0.781"
"17","L","52","15","D2","Lomandra","0.652","0.796","0.521"
"17","H","52","5","D2","Lomandra","0.378","0.763","0.304"
"17","H","54","15","D2","Lomandra","0.145","0.781","0.049"
"17","N","44","15","D2","Lomandra","0.823","0.768","0.748"
"17","M","30","5","D2","Lomandra","0.792","0.781","0.782"
"17","H","42","15","D2","Lomandra","0.763","0.772","0.58"
"17","H","58","5","D2","Lomandra","0.135","0.802","0.179"
"17","L","44","5","D2","Lomandra","0.836","0.785","0.726"
"17","N","42","30","D2","Lomandra","0.811","0.846","0.814"
"17","M","44","30","D2","Lomandra","0.822","0.816","0.699"
"17","N","54","5","D2","Lomandra","0.717","0.78","0.641"
"17","H","30","60","D2","Lomandra","0.769","0.774","0.618"
"17","L","52","30","D2","Lomandra","0.329","0.807","0.302"
"17","L","48","60","D2","Lomandra","0.786","0.839","0.491"
"17","L","48","30","D2","Lomandra","0.769","0.811","0.533"
"17","H","54","5","D2","Lomandra","0.565","0.798","0.43"
"17","N","30","15","D2","Lomandra","0.783","0.81","0.819"
"17","N","44","30","D2","Lomandra","0.803","0.789","0.713"
"17","L","44","60","D2","Lomandra","0.743","0.785","0.653"
"17","H","52","60","D2","Lomandra","0.21","0.801","0.164"
"17","L","30","5","D2","Lomandra","0.79","0.807","0.747"
"17","L","52","5","D2","Lomandra","0.729","0.789","0.665"
"17","N","58","5","D2","Lomandra","0.452","0.73","0.541"
"17","N","30","30","D2","Lomandra","0.787","0.81","0.772"
"17","M","30","60","D2","Lomandra","0.726","0.709","0.571"
"17","H","42","30","D2","Lomandra","0.729","0.778","0.592"
"17","N","30","5","D2","Lomandra","0.84","0.836","0.793"
"17","H","44","60","D2","Lomandra","0.777","0.854","0.523"
"17","H","44","30","D2","Lomandra","0.765","0.812","0.61"
"17","M","30","15","D2","Lomandra","0.813","0.77","0.791"
"17","L","30","60","D2","Lomandra","0.781","0.778","0.708"
"17","M","42","30","D2","Lomandra","0.778","0.82","0.618"
"17","H","48","15","D2","Lomandra","0.702","0.819","0.432"
"17","H","44","5","D2","Lomandra","0.738","0.836","0.708"
"17","L","58","5","D2","Lomandra","0.04","0.794","0.302"
"17","L","52","60","D2","Lomandra","0.356","0.841","0.153"
"17","H","44","15","D2","Lomandra","0.777","0.783","0.685"
"17","M","40","60","D2","Lomandra","0.744","0.809","0.64"
"17","M","42","15","D2","Lomandra","0.767","0.82","0.614"
"17","H","48","30","D2","Lomandra","0.614","0.84","0.461"
"17","H","48","5","D2","Lomandra","0.647","0.825","0.568"
"17","L","54","15","D2","Lomandra","0.279","0.772","0.195"
"17","L","54","5","D2","Lomandra","0.625","0.768","0.494"
"18","N","40","60","D3","Bean","0.678","0.785","0.694"
"18","N","30","60","D3","Bean","0.801","0.806","0.778"
"18","N","44","5","D3","Bean","0.707","0.794","0.664"
"18","M","48","30","D3","Bean","0","0.807","0"
"18","N","52","5","D3","Bean","0.479","0.823","0.618"
"18","N","42","15","D3","Bean","0.751","0.813","0.669"
"18","M","48","15","D3","Bean","0","0.838","0.255"
"18","N","52","15","D3","Bean","0","0.815","0.427"
"18","N","44","60","D3","Bean","0.562","0.815","0.419"
"18","M","48","5","D3","Bean","0.288","0.812","0.327"
"18","N","52","60","D3","Bean","0","0.82","0.268"
"18","N","48","5","D3","Bean","0.561","0.8","0.581"
"18","N","48","15","D3","Bean","0.512","0.828","0.496"
"18","N","52","30","D3","Bean","0","0.83","0"
"18","M","30","30","D3","Bean","0.829","0.815","0.826"
"18","N","48","30","D3","Bean","0.586","0.798","0.585"
"18","M","48","60","D3","Bean","0","0.771","0"
"18","M","52","5","D3","Bean","0","0.799","0.327"
"18","M","52","15","D3","Bean","0","0.79","0"
"18","M","52","30","D3","Bean","0","0.809","0"
"18","N","42","30","D3","Bean","0.682","0.85","0.66"
"18","N","48","60","D3","Bean","0","0.802","0.142"
"18","M","52","60","D3","Bean","0","0.805","0"
"18","N","54","15","D3","Bean","0","0.777","0.035"
"18","M","54","15","D3","Bean","0","0.827","0"
"18","M","44","5","D3","Bean","0.635","0.853","0.515"
"18","M","44","15","D3","Bean","0.116","0.795","0.152"
"18","M","30","5","D3","Bean","0.814","0.814","0.816"
"18","H","52","30","D3","Bean","0.229","0.796","0"
"18","H","48","60","D3","Bean","0","0.789","0"
"18","M","30","60","D3","Bean","0.821","0.788","0.73"
"18","L","40","60","D3","Bean","0.606","0.812","0.407"
"18","L","48","5","D3","Bean","0.369","0.843","0.413"
"18","L","48","15","D3","Bean","0.276","0.867","0.259"
"18","L","30","15","D3","Bean","0.835","0.802","0.785"
"18","N","44","15","D3","Bean","0.649","0.767","0.512"
"18","L","42","15","D3","Bean","0.611","0.769",NA
"18","L","44","15","D3","Bean","0.176","0.799","0.302"
"18","H","44","30","D3","Bean","0.249","0.821","0.181"
"18","H","52","5","D3","Bean","0","0.816","0.215"
"18","H","52","15","D3","Bean","0","0.815","0"
"18","H","40","60","D3","Bean","0.22","0.807","0.286"
"18","H","30","15","D3","Bean","0.8","0.769","0.756"
"18","L","42","30","D3","Bean","0.513","0.823","0.369"
"18","H","44","5","D3","Bean","0.328","0.848","0.447"
"18","L","30","30","D3","Bean","0.824","0.789","0.765"
"18","M","44","60","D3","Bean","0.074","0.861","0"
"18","M","44","30","D3","Bean","0.218","0.805","0.037"
"18","N","54","5","D3","Bean","0","0.797","0.581"
"18","M","40","60","D3","Bean","0.271","0.821","0.288"
"18","H","42","15","D3","Bean","0.529","0.803","0.234"
"18","M","58","5","D3","Bean","0","0.763","0"
"18","L","48","60","D3","Bean","0","0.833","0"
"18","L","48","30","D3","Bean","0","0.84","0.136"
"18","M","54","5","D3","Bean","0","0.799","0.133"
"18","L","44","30","D3","Bean","0.248","0.796","0.236"
"18","H","30","30","D3","Bean","0.787","0.792","0.752"
"18","N","30","15","D3","Bean","0.805","0.804","0.82"
"18","N","44","30","D3","Bean","0.517","0.827","0.401"
"18","H","52","60","D3","Bean","0","0.812","0"
"18","N","58","5","D3","Bean","0","0.804","0.196"
"18","H","44","60","D3","Bean","0.198","0.864","0.166"
"18","H","30","5","D3","Bean","0.833","0.782","0.767"
"18","L","52","15","D3","Bean","0","0.826","0.097"
"18","L","30","5","D3","Bean","0.789","0.803","0.769"
"18","N","30","30","D3","Bean","0.817","0.844","0.804"
"18","M","42","15","D3","Bean","0.437","0.836","0.316"
"18","H","42","30","D3","Bean","0.279","0.789","0.166"
"18","L","44","5","D3","Bean","0.728","0.788","0.458"
"18","M","42","30","D3","Bean","0.277","0.802","0.141"
"18","L","58","5","D3","Bean","0","0.815","0"
"18","H","54","5","D3","Bean","0","0.806","0.134"
"18","H","48","15","D3","Bean","0","0.848","0"
"18","L","52","30","D3","Bean","0","0.829","0"
"18","L","52","5","D3","Bean","0","0.807","0.499"
"18","H","54","15","D3","Bean","0.044","0.8","0"
"18","L","30","60","D3","Bean","0.788","0.788","0.755"
"18","M","30","15","D3","Bean","0.831","0.78","0.808"
"18","H","58","5","D3","Bean","0","0.81","0"
"18","H","44","15","D3","Bean","0.217","0.793","0.159"
"18","N","30","5","D3","Bean","0.853","0.857","0.805"
"18","L","44","60","D3","Bean","0.049","0.794","0.11"
"18","H","48","30","D3","Bean","0","0.855","0"
"18","H","30","60","D3","Bean","0.824","0.82","0.752"
"18","L","52","60","D3","Bean","0","0.851","0"
"18","H","48","5","D3","Bean","0.146","0.852","0.313"
"18","L","54","5","D3","Bean","0","0.788","0.388"
"18","L","54","15","D3","Bean","0","0.78","0"
"19","M","44","15","D4","Euc","0.733","0.854","0.571"
"19","N","30","60","D4","Euc","0.84","0.844","0.811"
"19","N","40","60","D4","Euc","0.797","0.816","0.803"
"19","L","48","15","D4","Euc","0.542","0.876","0.441"
"19","M","48","15","D4","Euc","0.475","0.86","0.297"
"19","N","42","15","D4","Euc","0.834","0.841","0.798"
"19","N","52","30","D4","Euc","0.17","0.861","0.097"
"19","N","52","15","D4","Euc","0.264","0.843","0.477"
"19","M","44","30","D4","Euc","0.527","0.853","0.437"
"19","N","52","5","D4","Euc","0.619","0.861","0.627"
"19","M","54","5","D4","Euc","0.292","0.835","0.456"
"19","N","52","60","D4","Euc","0.163","0.849","0.466"
"19","M","44","5","D4","Euc","0.797","0.877","0.672"
"19","M","54","15","D4","Euc","0.051","0.822","0"
"19","L","48","30","D4","Euc","0.439","0.867","0.208"
"19","M","48","30","D4","Euc","0.306","0.828","0.109"
"19","N","42","30","D4","Euc","0.836","0.874","0.816"
"19","L","48","5","D4","Euc","0.704","0.85","0.64"
"19","M","58","5","D4","Euc","0","0.806","0"
"19","L","44","15","D4","Euc","0.756","0.814","0.665"
"19","N","48","5","D4","Euc","0.786","0.818","0.707"
"19","N","44","15","D4","Euc","0.847","0.807","0.698"
"19","H","30","15","D4","Euc","0.822","0.812","0.783"
"19","H","52","30","D4","Euc","0","0.82","0.103"
"19","H","48","60","D4","Euc","0.216","0.823","0.093"
"19","N","54","15","D4","Euc","0.231","0.828","0.422"
"19","L","52","15","D4","Euc","0.343","0.85","0.476"
"19","M","52","5","D4","Euc","0.361","0.82","0.316"
"19","M","48","5","D4","Euc","0.564","0.809","0.372"
"19","H","52","60","D4","Euc","0.05","0.832","0"
"19","N","48","60","D4","Euc","0.553","0.829","0.385"
"19","H","54","15","D4","Euc","0.052","0.807","0"
"19","H","52","5","D4","Euc","0.26","0.825","0.111"
"19","H","52","15","D4","Euc","0.125","0.822","0"
"19","M","52","15","D4","Euc","0.091","0.814","0.058"
"19","N","44","5","D4","Euc","0.845","0.832","0.788"
"19","M","52","60","D4","Euc","0.084","0.824","0"
"19","N","48","30","D4","Euc","0.677","0.813","0.516"
"19","N","30","30","D4","Euc","0.824","0.841","0.795"
"19","H","30","30","D4","Euc","0.797","0.818","0.715"
"19","M","44","60","D4","Euc","0.453","0.875","0"
"19","N","54","5","D4","Euc","0.531","0.819","0.477"
"19","N","30","15","D4","Euc","0.819","0.839","0.844"
"19","M","52","30","D4","Euc","0.115","0.824","0.138"
"19","N","44","60","D4","Euc","0.81","0.832","0.715"
"19","L","52","30","D4","Euc","0.093","0.86","0.135"
"19","L","48","60","D4","Euc","0.354","0.869","0.183"
"19","N","48","15","D4","Euc","0.696","0.829","0.651"
"19","N","30","5","D4","Euc","0.844","0.872","0.824"
"19","N","44","30","D4","Euc","0.825","0.828","0.756"
"19","L","44","30","D4","Euc","0.794","0.811","0.541"
"19","M","48","60","D4","Euc","0.2","0.83","0"
"19","N","58","5","D4","Euc","0.112","0.799","0.407"
"19","H","54","5","D4","Euc","0.372","0.825","0.151"
"19","H","30","5","D4","Euc","0.87","0.819","0.788"
"19","L","42","30","D4","Euc","0.848","0.857","0.692"
"19","L","52","5","D4","Euc","0.494","0.85","0.351"
"19","L","44","5","D4","Euc","0.851","0.822","0.674"
"19","H","44","60","D4","Euc","0.474","0.878","0.277"
"19","L","40","60","D4","Euc","0.784","0.831","0.58"
"19","M","30","30","D4","Euc","0.849","0.851","0.839"
"19","L","30","5","D4","Euc","0.815","0.827","0.786"
"19","L","30","15","D4","Euc","0.858","0.804","0.802"
"19","M","42","15","D4","Euc","0.74","0.854","0.565"
"19","M","30","60","D4","Euc","0.84","0.826","0.782"
"19","M","30","5","D4","Euc","0.842","0.854","0.842"
"19","L","58","5","D4","Euc","0.137","0.837","0.368"
"19","L","54","15","D4","Euc","0.305","0.823","0.198"
