"","AOI","Temp","Time","Cell","Species","Recovery","Day","final","initial","post"
"398","28","52","5","A4","Poplar","Dark",1,"0.2","0.844","0.491"
"399","28","52","15","A4","Poplar","Dark",1,"0","0.828","0.215"
"400","29","40","30","A5","Poplar","Dark",1,"0.807","0.814","0.769"
"401","29","40","120","A5","Poplar","Dark",1,"0.73","0.812","0.559"
"402","29","30","60","A5","Poplar","Dark",1,"0.824","0.853","0.788"
"403","29","52","15","A5","Poplar","Dark",1,"0.076","0.843","0.457"
"404","29","44","15","A5","Poplar","Dark",1,"0.604","0.825","0.564"
"405","29","44","5","A5","Poplar","Dark",1,"0.688","0.816","0.676"
"406","29","40","15","A5","Poplar","Dark",1,"0.782","0.842","0.744"
"407","29","48","5","A5","Poplar","Dark",1,"0.526","0.841",NA
"408","29","52","30","A5","Poplar","Dark",1,"0","0.812","0"
"409","29","35","120","A5","Poplar","Dark",1,"0.797","0.842","0.779"
"410","29","44","120","A5","Poplar","Dark",1,"0.298","0.824","0.194"
"411","29","35","30","A5","Poplar","Dark",1,"0.828","0.834","0.811"
"412","29","44","30","A5","Poplar","Dark",1,"0.548","0.826","0.49"
"413","29","48","60","A5","Poplar","Dark",1,"0.179","0.807","0.098"
"414","29","40","60","A5","Poplar","Dark",1,"0.732","0.853","0.803"
"415","29","35","60","A5","Poplar","Dark",1,"0.804","0.813","0.82"
"416","29","48","30","A5","Poplar","Dark",1,"0.193","0.837","0.239"
"417","29","44","60","A5","Poplar","Dark",1,"0.509","0.83","0.369"
"418","29","52","5","A5","Poplar","Dark",1,"0.314","0.85","0.392"
"419","3","40","60","A3","Poplar","Light",1,"0.773","0.852","0.811"
"420","3","44","60","A3","Poplar","Light",1,"0.46","0.832","0"
"421","3","40","30","A3","Poplar","Light",1,"0.795","0.828","0.73"
"422","3","44","120","A3","Poplar","Light",1,"0.349","0.833","0"
"423","3","40","15","A3","Poplar","Light",1,"0.807","0.858","0.772"
"424","3","52","15","A3","Poplar","Light",1,"0","0.825","0.094"
"425","3","48","60","A3","Poplar","Light",1,"0.189","0.812","0.09"
"426","3","48","5","A3","Poplar","Light",1,"0.498","0.839",NA
"427","3","48","30","A3","Poplar","Light",1,"0.338","0.83","0.303"
"428","3","44","5","A3","Poplar","Light",1,"0.735","0.823","0.584"
"429","3","44","15","A3","Poplar","Light",1,"0.586","0.822","0.458"
"430","3","44","30","A3","Poplar","Light",1,"0.656","0.819","0.503"
"431","3","52","5","A3","Poplar","Light",1,"0.052","0.848","0.053"
"432","3","30","60","A3","Poplar","Light",1,"0.801","0.847","0.666"
"433","3","52","30","A3","Poplar","Light",1,"0","0.809","0"
"434","3","35","60","A3","Poplar","Light",1,"0.774","0.819","0.754"
"435","3","40","120","A3","Poplar","Light",1,"0.752","0.837","0.606"
"436","3","35","30","A3","Poplar","Light",1,"0.813","0.843","0.79"
"437","3","35","120","A3","Poplar","Light",1,"0.808","0.852","0.789"
"438","30","30","60","A6","Lomandra","Dark",1,"0.723","0.801","0.732"
"439","30","52","30","A6","Lomandra","Dark",1,"0.193","0.734","0.274"
"440","30","52","15","A6","Lomandra","Dark",1,"0","0.791","0"
"441","30","35","120","A6","Lomandra","Dark",1,"0.712","0.792","0.697"
"442","30","44","5","A6","Lomandra","Dark",1,"0.743","0.77","0.734"
"443","30","40","120","A6","Lomandra","Dark",1,"0.701","0.797","0.639"
"444","30","44","30","A6","Lomandra","Dark",1,"0.746","0.785","0.75"
"445","30","40","30","A6","Lomandra","Dark",1,"0.75","0.765","0.734"
"446","30","44","15","A6","Lomandra","Dark",1,"0.761","0.776","0.73"
"447","30","35","60","A6","Lomandra","Dark",1,"0.723","0.715","0.734"
"448","30","48","30","A6","Lomandra","Dark",1,"0.567","0.789","0.538"
"449","30","35","30","A6","Lomandra","Dark",1,"0.793","0.805","0.789"
"450","30","44","120","A6","Lomandra","Dark",1,"0.639","0.793","0.51"
"451","30","40","60","A6","Lomandra","Dark",1,"0.756","0.825","0.847"
"452","30","48","5","A6","Lomandra","Dark",1,"0.674","0.793",NA
"453","30","52","5","A6","Lomandra","Dark",1,"0.599","0.846","0.592"
"454","30","48","60","A6","Lomandra","Dark",1,"0.516","0.769","0.572"
"455","30","40","15","A6","Lomandra","Dark",1,"0.738","0.761","0.713"
"456","30","44","60","A6","Lomandra","Dark",1,"0.736","0.784","0.66"
"457","31","44","5","B1","Lomandra","Dark",1,"0.784","0.784","0.766"
"458","31","44","120","B1","Lomandra","Dark",1,"0.749","0.77","0.663"
"459","31","40","30","B1","Lomandra","Dark",1,"0.756","0.771","0.725"
"460","31","40","60","B1","Lomandra","Dark",1,"0.73","0.804","0.844"
"461","31","52","15","B1","Lomandra","Dark",1,"0.217","0.742","0.358"
"462","31","48","30","B1","Lomandra","Dark",1,"0.63","0.788","0.502"
"463","31","52","30","B1","Lomandra","Dark",1,"0.276","0.713","0.194"
"464","31","44","60","B1","Lomandra","Dark",1,"0.771","0.781","0.734"
"465","31","44","15","B1","Lomandra","Dark",1,"0.776","0.795","0.752"
"466","31","40","120","B1","Lomandra","Dark",1,"0.717","0.759","0.691"
"467","31","30","60","B1","Lomandra","Dark",1,"0.795","0.804","0.748"
"468","31","48","5","B1","Lomandra","Dark",1,"0.763","0.789",NA
"469","31","35","120","B1","Lomandra","Dark",1,"0.773","0.818","0.747"
"470","31","35","30","B1","Lomandra","Dark",1,"0.747","0.761","0.725"
"471","31","52","5","B1","Lomandra","Dark",1,"0.638","0.806","0.653"
"472","31","40","15","B1","Lomandra","Dark",1,"0.75","0.801","0.726"
"473","31","35","60","B1","Lomandra","Dark",1,"0.751","0.762","0.739"
"474","31","48","60","B1","Lomandra","Dark",1,"0.393","0.766","0.27"
"475","31","44","30","B1","Lomandra","Dark",1,"0.743","0.766","0.709"
"476","32","44","5","B2","Euc","Dark",1,"0.79","0.806","0.629"
"477","32","30","60","B2","Euc","Dark",1,"0.771","0.807","0.707"
"478","32","40","15","B2","Euc","Dark",1,"0.764","0.827","0.744"
"479","32","40","30","B2","Euc","Dark",1,"0.751","0.807","0.625"
"480","32","35","60","B2","Euc","Dark",1,"0.769","0.8","0.777"
"481","32","44","120","B2","Euc","Dark",1,"0.393","0.815","0"
"482","32","48","60","B2","Euc","Dark",1,"0.145","0.805","0"
"483","32","35","120","B2","Euc","Dark",1,"0.767","0.84","0.758"
"484","32","35","30","B2","Euc","Dark",1,"0.802","0.824","0.795"
"485","32","44","15","B2","Euc","Dark",1,"0.654","0.811","0.576"
"486","32","52","15","B2","Euc","Dark",1,"0","0.819","0.033"
"487","32","52","30","B2","Euc","Dark",1,"0","0.808","0"
"488","32","40","120","B2","Euc","Dark",1,"0.702","0.806","0.721"
"489","32","44","60","B2","Euc","Dark",1,"0.459","0.81","0.337"
"490","32","48","30","B2","Euc","Dark",1,"0.225","0.811","0.25"
"491","32","40","60","B2","Euc","Dark",1,"0.769","0.842","0.802"
"492","32","44","30","B2","Euc","Dark",1,"0.72","0.812","0.548"
"493","32","48","5","B2","Euc","Dark",1,"0.613","0.818",NA
"494","32","52","5","B2","Euc","Dark",1,"0.169","0.816","0.185"
"495","33","48","60","B3","Bean","Dark",1,"0","0.776","0"
"496","33","52","15","B3","Bean","Dark",1,"0","0.815","0"
"497","33","44","30","B3","Bean","Dark",1,"0.098","0.789","0.243"
"498","33","40","15","B3","Bean","Dark",1,"0.657","0.825","0.556"
"499","33","44","15","B3","Bean","Dark",1,"0.089","0.788","0.142"
"500","33","52","30","B3","Bean","Dark",1,"0","0.793","0"
"501","33","30","60","B3","Bean","Dark",1,"0.811","0.834","0.795"
"502","33","44","60","B3","Bean","Dark",1,"0","0.796","0.1"
"503","33","48","5","B3","Bean","Dark",1,"0.049","0.812",NA
"504","33","44","5","B3","Bean","Dark",1,"0.456","0.812","0.46"
"505","33","48","30","B3","Bean","Dark",1,"0","0.799","0"
"506","33","52","5","B3","Bean","Dark",1,"0","0.81","0"
"507","33","35","30","B3","Bean","Dark",1,"0.772","0.807","0.775"
"508","33","40","30","B3","Bean","Dark",1,"0.749","0.811","0.593"
"509","33","44","120","B3","Bean","Dark",1,"0","0.785","0"
"510","33","35","120","B3","Bean","Dark",1,"0.739","0.822","0.702"
"511","33","40","60","B3","Bean","Dark",1,"0.457","0.829","0.714"
"512","33","35","60","B3","Bean","Dark",1,"0.75","0.788","0.771"
"513","33","40","120","B3","Bean","Dark",1,"0.255","0.797","0.283"
"514","34","48","30","B4","Lomandra","Dark",1,"0.531","0.796","0.407"
"515","34","44","15","B4","Lomandra","Dark",1,"0.754","0.784","0.691"
"516","34","44","5","B4","Lomandra","Dark",1,"0.783","0.788","0.766"
"517","34","30","60","B4","Lomandra","Dark",1,"0.802","0.814","0.74"
"518","34","40","60","B4","Lomandra","Dark",1,"0.739","0.807","0.84"
"519","34","52","5","B4","Lomandra","Dark",1,"0.4","0.762","0.45"
"520","34","44","60","B4","Lomandra","Dark",1,"0.793","0.788","0.723"
"521","34","44","120","B4","Lomandra","Dark",1,"0.73","0.769","0.567"
"522","34","40","15","B4","Lomandra","Dark",1,"0.773","0.822","0.745"
"523","34","48","60","B4","Lomandra","Dark",1,"0.376","0.767","0"
"524","34","48","5","B4","Lomandra","Dark",1,"0.708","0.79",NA
"525","34","40","120","B4","Lomandra","Dark",1,"0.69","0.747","0.619"
"526","34","35","60","B4","Lomandra","Dark",1,"0.737","0.728","0.741"
"527","34","35","30","B4","Lomandra","Dark",1,"0.775","0.791","0.756"
"528","34","35","120","B4","Lomandra","Dark",1,"0.75","0.815","0.722"
"529","34","44","30","B4","Lomandra","Dark",1,"0.736","0.779","0.718"
"530","34","52","30","B4","Lomandra","Dark",1,"0.079","0.778","0.107"
"531","34","40","30","B4","Lomandra","Dark",1,"0.766","0.765","0.736"
"532","34","52","15","B4","Lomandra","Dark",1,"0.322","0.808","0.446"
"533","35","40","120","B5","Bean","Dark",1,"0.273","0.824","0.286"
"534","35","44","15","B5","Bean","Dark",1,"0.139","0.786","0.112"
"535","35","30","60","B5","Bean","Dark",1,"0.813","0.835","0.791"
"536","35","52","30","B5","Bean","Dark",1,"0","0.79","0"
"537","35","48","60","B5","Bean","Dark",1,"0","0.802","0"
"538","35","48","5","B5","Bean","Dark",1,"0.117","0.839",NA
"539","35","52","15","B5","Bean","Dark",1,"0","0.804","0"
"540","35","40","60","B5","Bean","Dark",1,"0.491","0.835","0.669"
"541","35","44","5","B5","Bean","Dark",1,"0.434","0.815","0.466"
"542","35","52","5","B5","Bean","Dark",1,"0","0.832","0.268"
"543","35","44","30","B5","Bean","Dark",1,"0.171","0.797","0.197"
"544","35","35","30","B5","Bean","Dark",1,"0.778","0.801","0.758"
"545","35","40","15","B5","Bean","Dark",1,"0.68","0.818","0.555"
"546","35","48","30","B5","Bean","Dark",1,"0","0.823","0"
"547","35","44","60","B5","Bean","Dark",1,"0.261","0.808","0.186"
"548","35","44","120","B5","Bean","Dark",1,"0","0.808","0"
"549","35","35","120","B5","Bean","Dark",1,"0.728","0.813","0.687"
"550","35","40","30","B5","Bean","Dark",1,"0.754","0.807","0.649"
"551","35","35","60","B5","Bean","Dark",1,"0.754","0.781","0.782"
"552","36","30","60","B6","Bean","Dark",1,"0.799","0.828","0.774"
"553","36","40","60","B6","Bean","Dark",1,"0.597","0.825","0.751"
"554","36","48","60","B6","Bean","Dark",1,"0","0.809","0"
"555","36","44","5","B6","Bean","Dark",1,"0.475","0.786","0.517"
"556","36","44","15","B6","Bean","Dark",1,"0.213","0.789","0.303"
"557","36","44","30","B6","Bean","Dark",1,"0.09","0.816","0.245"
"558","36","48","5","B6","Bean","Dark",1,"0.209","0.835",NA
"559","36","44","120","B6","Bean","Dark",1,"0","0.804","0"
"560","36","44","60","B6","Bean","Dark",1,"0.236","0.805","0"
"561","36","48","30","B6","Bean","Dark",1,"0","0.823","0"
"562","36","52","30","B6","Bean","Dark",1,"0","0.797","0"
"563","36","40","15","B6","Bean","Dark",1,"0.69","0.776","0.564"
"564","36","52","15","B6","Bean","Dark",1,"0","0.812","0"
"565","36","35","30","B6","Bean","Dark",1,"0.786","0.808","0.768"
"566","36","40","30","B6","Bean","Dark",1,"0.775","0.809","0.629"
"567","36","52","5","B6","Bean","Dark",1,"0","0.84","0"
"568","36","35","120","B6","Bean","Dark",1,"0.715","0.815","0.667"
"569","36","40","120","B6","Bean","Dark",1,"0.323","0.822","0.35"
"570","36","35","60","B6","Bean","Dark",1,"0.75","0.8","0.787"
"571","37","30","60","C1","Poplar","Dark",1,"0.847","0.845","0.831"
"572","37","40","30","C1","Poplar","Dark",1,"0.749","0.803","0.653"
"573","37","48","5","C1","Poplar","Dark",1,"0.706","0.836",NA
"574","37","44","5","C1","Poplar","Dark",1,"0.811","0.823","0.777"
"575","37","44","15","C1","Poplar","Dark",1,"0.711","0.823","0.535"
"576","37","52","15","C1","Poplar","Dark",1,"0.067","0.835","0.291"
"577","37","35","120","C1","Poplar","Dark",1,"0.813","0.857","0.819"
"578","37","40","15","C1","Poplar","Dark",1,"0.817","0.857","0.801"
"579","37","44","30","C1","Poplar","Dark",1,"0.598","0.821","0.57"
"580","37","40","120","C1","Poplar","Dark",1,"0.793","0.836","0.764"
"581","37","40","60","C1","Poplar","Dark",1,"0.79","0.84","0.845"
"582","37","35","30","C1","Poplar","Dark",1,"0.828","0.837","0.816"
"583","37","48","60","C1","Poplar","Dark",1,"0.156","0.822","0.097"
"584","37","35","60","C1","Poplar","Dark",1,"0.798","0.823","0.806"
"585","37","48","30","C1","Poplar","Dark",1,"0.381","0.834","0.359"
"586","37","52","30","C1","Poplar","Dark",1,"0","0.8","0"
"587","37","44","60","C1","Poplar","Dark",1,"0.635","0.824","0.476"
"588","37","44","120","C1","Poplar","Dark",1,"0.497","0.836","0.367"
"589","37","52","5","C1","Poplar","Dark",1,"0.387","0.847","0.493"
"590","38","44","5","C2","Euc","Dark",1,"0.77","0.798","0.726"
"591","38","52","15","C2","Euc","Dark",1,"0.089","0.815","0.273"
"592","38","40","120","C2","Euc","Dark",1,"0.68","0.803","0.715"
"593","38","35","60","C2","Euc","Dark",1,"0.78","0.803","0.783"
"594","38","30","60","C2","Euc","Dark",1,"0.821","0.835","0.764"
"595","38","35","120","C2","Euc","Dark",1,"0.73","0.835","0.761"
"596","38","40","30","C2","Euc","Dark",1,"0.772","0.811","0.703"
"597","38","52","30","C2","Euc","Dark",1,"0","0.803","0"
"598","38","48","30","C2","Euc","Dark",1,"0.161","0.819","0.118"
"599","38","48","60","C2","Euc","Dark",1,"0.094","0.783","0"
"600","38","44","120","C2","Euc","Dark",1,"0.663","0.805","0.455"
"601","38","44","30","C2","Euc","Dark",1,"0.504","0.791","0.291"
"602","38","44","15","C2","Euc","Dark",1,"0.663","0.797","0.563"
"603","38","40","60","C2","Euc","Dark",1,"0.705","0.834","0.71"
"604","38","44","60","C2","Euc","Dark",1,"0.543","0.802","0.313"
"605","38","48","5","C2","Euc","Dark",1,"0.638","0.813",NA
"606","38","52","5","C2","Euc","Dark",1,"0.252","0.831","0.255"
"607","38","35","30","C2","Euc","Dark",1,"0.733","0.817","0.786"
"608","38","40","15","C2","Euc","Dark",1,"0.735","0.83","0.765"
"609","39","30","60","C3","Lomandra","Dark",1,"0.767","0.797","0.74"
"610","39","48","30","C3","Lomandra","Dark",1,"0.711","0.767","0.578"
"611","39","40","30","C3","Lomandra","Dark",1,"0.758","0.746","0.739"
"612","39","44","5","C3","Lomandra","Dark",1,"0.77","0.77","0.756"
"613","39","35","120","C3","Lomandra","Dark",1,"0.722","0.771","0.709"
"614","39","48","5","C3","Lomandra","Dark",1,"0.763","0.813",NA
"615","39","44","15","C3","Lomandra","Dark",1,"0.756","0.787","0.718"
"616","39","44","60","C3","Lomandra","Dark",1,"0.755","0.752","0.632"
"617","39","52","15","C3","Lomandra","Dark",1,"0.191","0.789","0.334"
"618","39","40","60","C3","Lomandra","Dark",1,"0.757","0.828","0.858"
"619","39","52","30","C3","Lomandra","Dark",1,"0.101","0.772","0.13"
"620","39","40","15","C3","Lomandra","Dark",1,"0.77","0.826","0.741"
"621","39","35","60","C3","Lomandra","Dark",1,"0.749","0.765","0.767"
"622","39","40","120","C3","Lomandra","Dark",1,"0.731","0.797","0.709"
"623","39","44","120","C3","Lomandra","Dark",1,"0.726","0.775","0.587"
"624","39","44","30","C3","Lomandra","Dark",1,"0.736","0.778","0.717"
"625","39","48","60","C3","Lomandra","Dark",1,"0.547","0.75","0.37"
"626","39","35","30","C3","Lomandra","Dark",1,"0.777","0.794","0.769"
"627","39","52","5","C3","Lomandra","Dark",1,"0.523","0.816","0.566"
"628","4","40","15","A4","Poplar","Light",1,"0.814","0.857","0.784"
"629","4","40","120","A4","Poplar","Light",1,"0.668","0.829","0.523"
"630","4","30","60","A4","Poplar","Light",1,"0.801","0.847","0.731"
"631","4","48","5","A4","Poplar","Light",1,"0.39","0.834",NA
"632","4","44","5","A4","Poplar","Light",1,"0.709","0.825","0.541"
"633","4","52","5","A4","Poplar","Light",1,"0.053","0.844","0"
"634","4","48","60","A4","Poplar","Light",1,"0.141","0.824","0.121"
"635","4","40","30","A4","Poplar","Light",1,"0.778","0.82","0.677"
"636","4","44","15","A4","Poplar","Light",1,"0.556","0.817","0.466"
"637","4","35","120","A4","Poplar","Light",1,"0.801","0.847","0.773"
"638","4","44","30","A4","Poplar","Light",1,"0.686","0.824","0.471"
"639","4","52","15","A4","Poplar","Light",1,"0","0.817","0.124"
"640","4","44","120","A4","Poplar","Light",1,"0.325","0.833","0"
"641","4","35","30","A4","Poplar","Light",1,"0.81","0.841","0.79"
"642","4","48","30","A4","Poplar","Light",1,"0.25","0.838","0.188"
"643","4","52","30","A4","Poplar","Light",1,"0","0.817","0"
"644","4","44","60","A4","Poplar","Light",1,"0.416","0.828","0"
"645","4","40","60","A4","Poplar","Light",1,"0.62","0.834","0.718"
"646","4","35","60","A4","Poplar","Light",1,"0.768","0.804","0.739"
"647","40","40","15","C4","Lomandra","Dark",1,"0.764","0.82","0.741"
"648","40","30","60","C4","Lomandra","Dark",1,"0.794","0.781","0.741"
"649","40","48","30","C4","Lomandra","Dark",1,"0.677","0.782","0.56"
"650","40","44","30","C4","Lomandra","Dark",1,"0.75","0.786","0.716"
"651","40","35","120","C4","Lomandra","Dark",1,"0.738","0.797","0.726"
"652","40","35","60","C4","Lomandra","Dark",1,"0.764","0.759","0.77"
"653","40","35","30","C4","Lomandra","Dark",1,"0.767","0.785","0.747"
"654","40","44","5","C4","Lomandra","Dark",1,"0.734","0.758","0.728"
"655","40","48","60","C4","Lomandra","Dark",1,"0.563","0.763","0.51"
"656","40","40","30","C4","Lomandra","Dark",1,"0.8","0.788","0.765"
"657","40","44","120","C4","Lomandra","Dark",1,"0.69","0.766","0.484"
"658","40","52","15","C4","Lomandra","Dark",1,"0.225","0.797","0.354"
"659","40","40","60","C4","Lomandra","Dark",1,"0.708","0.819","0.839"
"660","40","44","60","C4","Lomandra","Dark",1,"0.752","0.775","0.638"
"661","40","44","15","C4","Lomandra","Dark",1,"0.713","0.771","0.666"
"662","40","48","5","C4","Lomandra","Dark",1,"0.755","0.795",NA
"663","40","52","30","C4","Lomandra","Dark",1,"0.06","0.766","0.09"
"664","40","40","120","C4","Lomandra","Dark",1,"0.743","0.777","0.664"
"665","40","52","5","C4","Lomandra","Dark",1,"0.474","0.813","0.526"
"666","41","52","15","C5","Lomandra","Dark",1,"0.2","0.792","0.359"
"667","41","52","30","C5","Lomandra","Dark",1,"0.155","0.741","0.242"
"668","41","48","60","C5","Lomandra","Dark",1,"0.589","0.763","0.381"
"669","41","48","5","C5","Lomandra","Dark",1,"0.744","0.806",NA
"670","41","30","60","C5","Lomandra","Dark",1,"0.817","0.822","0.772"
"671","41","48","30","C5","Lomandra","Dark",1,"0.74","0.783","0.629"
"672","41","44","30","C5","Lomandra","Dark",1,"0.754","0.789","0.73"
"673","41","35","30","C5","Lomandra","Dark",1,"0.801","0.803","0.773"
"674","41","40","15","C5","Lomandra","Dark",1,"0.755","0.764","0.725"
"675","41","52","5","C5","Lomandra","Dark",1,"0.542","0.816","0.527"
"676","41","35","120","C5","Lomandra","Dark",1,"0.76","0.805","0.738"
"677","41","40","60","C5","Lomandra","Dark",1,"0.737","0.817","0.825"
"678","41","44","60","C5","Lomandra","Dark",1,"0.76","0.772","0.669"
"679","41","35","60","C5","Lomandra","Dark",1,"0.779","0.772","0.788"
"680","41","40","120","C5","Lomandra","Dark",1,"0.744","0.792","0.698"
"681","41","44","5","C5","Lomandra","Dark",1,"0.763","0.769","0.754"
"682","41","40","30","C5","Lomandra","Dark",1,"0.78","0.759","0.748"
"683","41","44","15","C5","Lomandra","Dark",1,"0.671","0.746","0.581"
"684","41","44","120","C5","Lomandra","Dark",1,"0.76","0.787","0.559"
"685","42","48","60","C6","Euc","Dark",1,"0","0.805","0"
"686","42","30","60","C6","Euc","Dark",1,"0.724","0.831","0.693"
"687","42","44","60","C6","Euc","Dark",1,"0.577","0.797","0.385"
"688","42","40","15","C6","Euc","Dark",1,"0.72","0.831","0.789"
"689","42","48","30","C6","Euc","Dark",1,"0.181","0.823","0.151"
"690","42","48","5","C6","Euc","Dark",1,"0.579","0.844",NA
"691","42","52","30","C6","Euc","Dark",1,"0","0.807","0.061"
"692","42","40","30","C6","Euc","Dark",1,"0.815","0.815","0.794"
"693","42","52","15","C6","Euc","Dark",1,"0.127","0.804","0.351"
"694","42","44","120","C6","Euc","Dark",1,"0.649","0.809","0.373"
"695","42","44","15","C6","Euc","Dark",1,"0.535","0.797","0.543"
"696","42","40","60","C6","Euc","Dark",1,"0.776","0.842","0.847"
"697","42","52","5","C6","Euc","Dark",1,"0.347","0.85","0.276"
"698","42","40","120","C6","Euc","Dark",1,"0.772","0.817","0.699"
"699","42","44","30","C6","Euc","Dark",1,"0.462","0.826","0.48"
"700","42","35","30","C6","Euc","Dark",1,"0.768","0.819","0.812"
"701","42","35","120","C6","Euc","Dark",1,"0.624","0.8","0.732"
"702","42","44","5","C6","Euc","Dark",1,"0.752","0.811","0.696"
"703","42","35","60","C6","Euc","Dark",1,"0.775","0.8","0.801"
"704","43","48","60","D1","Euc","Dark",1,"0","0.809","0"
"705","43","40","60","D1","Euc","Dark",1,"0.749","0.838","0.748"
"706","43","40","120","D1","Euc","Dark",1,"0.76","0.818","0.735"
"707","43","44","15","D1","Euc","Dark",1,"0.728","0.807","0.628"
"708","43","52","15","D1","Euc","Dark",1,"0","0.818","0.097"
"709","43","48","30","D1","Euc","Dark",1,"0.326","0.81","0"
"710","43","48","5","D1","Euc","Dark",1,"0.734","0.832",NA
"711","43","30","60","D1","Euc","Dark",1,"0.806","0.823","0.782"
"712","43","44","60","D1","Euc","Dark",1,"0.779","0.807","0.667"
"713","43","52","30","D1","Euc","Dark",1,"0","0.798","0.055"
"714","43","35","30","D1","Euc","Dark",1,"0.795","0.821","0.791"
"715","43","44","5","D1","Euc","Dark",1,"0.814","0.809","0.805"
"716","43","35","120","D1","Euc","Dark",1,"0.689","0.833","0.771"
"717","43","44","30","D1","Euc","Dark",1,"0.686","0.81","0.511"
"718","43","44","120","D1","Euc","Dark",1,"0.759","0.815","0.571"
"719","43","40","30","D1","Euc","Dark",1,"0.81","0.821","0.791"
"720","43","52","5","D1","Euc","Dark",1,"0.323","0.823","0.278"
"721","43","35","60","D1","Euc","Dark",1,"0.769","0.791","0.768"
"722","43","40","15","D1","Euc","Dark",1,"0.786","0.832","0.747"
"723","44","48","5","D2","Euc","Dark",1,"0.683","0.834",NA
"724","44","44","60","D2","Euc","Dark",1,"0.6","0.807","0.405"
"725","44","52","15","D2","Euc","Dark",1,"0","0.829","0.086"
"726","44","48","60","D2","Euc","Dark",1,"0","0.793","0"
"727","44","35","120","D2","Euc","Dark",1,"0.771","0.834","0.748"
"728","44","48","30","D2","Euc","Dark",1,"0.17","0.804","0.177"
"729","44","44","30","D2","Euc","Dark",1,"0.529","0.814","0.389"
"730","44","40","30","D2","Euc","Dark",1,"0.801","0.81","0.777"
"731","44","44","5","D2","Euc","Dark",1,"0.815","0.818","0.807"
"732","44","30","60","D2","Euc","Dark",1,"0.801","0.835","0.825"
"733","44","40","15","D2","Euc","Dark",1,"0.782","0.826","0.771"
"734","44","52","5","D2","Euc","Dark",1,"0.138","0.812","0.225"
"735","44","40","60","D2","Euc","Dark",1,"0.791","0.836","0.846"
"736","44","52","30","D2","Euc","Dark",1,"0","0.797","0"
"737","44","35","60","D2","Euc","Dark",1,"0.774","0.803","0.778"
"738","44","35","30","D2","Euc","Dark",1,"0.78","0.812","0.788"
"739","44","44","15","D2","Euc","Dark",1,"0.772","0.795","0.646"
"740","44","40","120","D2","Euc","Dark",1,"0.777","0.824","0.734"
"741","44","44","120","D2","Euc","Dark",1,"0.719","0.814","0.487"
"742","45","44","5","D3","Bean","Dark",1,"0.51","0.793","0.559"
"743","45","35","120","D3","Bean","Dark",1,"0.749","0.832","0.75"
"744","45","48","60","D3","Bean","Dark",1,"0","0.794","0"
"745","45","52","15","D3","Bean","Dark",1,"0","0.821","0"
"746","45","40","30","D3","Bean","Dark",1,"0.736","0.789","0.576"
"747","45","48","5","D3","Bean","Dark",1,"0.138","0.83",NA
"748","45","40","15","D3","Bean","Dark",1,"0.734","0.827","0.56"
"749","45","44","30","D3","Bean","Dark",1,"0.043","0.798","0"
"750","45","40","120","D3","Bean","Dark",1,"0.25","0.803","0.301"
"751","45","35","30","D3","Bean","Dark",1,"0.776","0.813","0.715"
"752","45","35","60","D3","Bean","Dark",1,"0.779","0.792","0.786"
"753","45","40","60","D3","Bean","Dark",1,"0.51","0.843","0.717"
"754","45","30","60","D3","Bean","Dark",1,"0.826","0.825","0.83"
"755","45","52","30","D3","Bean","Dark",1,"0","0.79","0"
"756","45","44","60","D3","Bean","Dark",1,"0.229","0.796","0.075"
"757","45","44","15","D3","Bean","Dark",1,"0.125","0.793","0.245"
"758","45","44","120","D3","Bean","Dark",1,"0","0.799","0"
"759","45","48","30","D3","Bean","Dark",1,"0","0.807","0"
"760","45","52","5","D3","Bean","Dark",1,"0","0.817","0.235"
"761","46","44","5","D4","Poplar","Dark",1,"0.799","0.827","0.784"
"762","46","40","30","D4","Poplar","Dark",1,"0.839","0.827","0.802"
"763","46","52","15","D4","Poplar","Dark",1,"0.267","0.842","0.373"
"764","46","35","120","D4","Poplar","Dark",1,"0.8","0.852","0.812"
"765","46","35","60","D4","Poplar","Dark",1,"0.809","0.816","0.821"
"766","46","44","15","D4","Poplar","Dark",1,"0.482","0.83","0.533"
"767","46","48","60","D4","Poplar","Dark",1,"0.166","0.814","0"
"768","46","52","30","D4","Poplar","Dark",1,"0","0.82","0"
"769","46","40","120","D4","Poplar","Dark",1,"0.796","0.827","0.745"
"770","46","52","5","D4","Poplar","Dark",1,"0.255","0.849","0.533"
"771","46","30","60","D4","Poplar","Dark",1,"0.79","0.857","0.804"
"772","46","48","30","D4","Poplar","Dark",1,"0.195","0.839","0.276"
"773","46","48","5","D4","Poplar","Dark",1,"0.654","0.859",NA
"774","46","44","120","D4","Poplar","Dark",1,"0.422","0.812","0"
"775","46","35","30","D4","Poplar","Dark",1,"0.82","0.838","0.808"
"776","46","40","60","D4","Poplar","Dark",1,"0.818","0.864","0.878"
"777","46","40","15","D4","Poplar","Dark",1,"0.807","0.848","0.776"
"778","46","44","60","D4","Poplar","Dark",1,"0.657","0.82","0.467"
"779","46","44","30","D4","Poplar","Dark",1,"0.452","0.839","0.507"
"780","47","30","60","D5","Poplar","Dark",1,"0.854","0.852","0.796"
"781","47","52","15","D5","Poplar","Dark",1,"0.309","0.833","0.37"
"782","47","35","120","D5","Poplar","Dark",1,"0.813","0.854","0.811"
"783","47","35","30","D5","Poplar","Dark",1,"0.837","0.826","0.789"
