"","AOI","Temp","Time","Cell","Species","Recovery","Day","final","initial","post"
"784","47","40","30","D5","Poplar","Dark",1,"0.837","0.833","0.813"
"785","47","52","30","D5","Poplar","Dark",1,"0","0.828","0"
"786","47","48","5","D5","Poplar","Dark",1,"0.521","0.86",NA
"787","47","48","30","D5","Poplar","Dark",1,"0.127","0.842","0.229"
"788","47","44","5","D5","Poplar","Dark",1,"0.819","0.836","0.781"
"789","47","48","60","D5","Poplar","Dark",1,"0.24","0.816","0.146"
"790","47","40","60","D5","Poplar","Dark",1,"0.815","0.862","0.866"
"791","47","40","120","D5","Poplar","Dark",1,"0.745","0.824","0.645"
"792","47","44","120","D5","Poplar","Dark",1,"0.372","0.834","0.232"
"793","47","40","15","D5","Poplar","Dark",1,"0.82","0.844","0.795"
"794","47","35","60","D5","Poplar","Dark",1,"0.803","0.815","0.8"
"795","47","44","15","D5","Poplar","Dark",1,"0.351","0.831","0.414"
"796","47","44","30","D5","Poplar","Dark",1,"0.519","0.845","0.514"
"797","47","52","5","D5","Poplar","Dark",1,"0.213","0.857","0.546"
"798","47","44","60","D5","Poplar","Dark",1,"0.63","0.829","0.533"
"799","48","35","60","D6","Bean","Dark",1,"0.78","0.797","0.8"
"800","48","30","60","D6","Bean","Dark",1,"0.82","0.826","0.821"
"801","48","40","30","D6","Bean","Dark",1,"0.768","0.794","0.683"
"802","48","35","30","D6","Bean","Dark",1,"0.811","0.809","0.788"
"803","48","44","60","D6","Bean","Dark",1,"0.297","0.795","0.17"
"804","48","40","120","D6","Bean","Dark",1,"0.353","0.816","0.342"
"805","48","40","15","D6","Bean","Dark",1,"0.677","0.778","0.556"
"806","48","44","30","D6","Bean","Dark",1,"0.19","0.818","0.058"
"807","48","44","5","D6","Bean","Dark",1,"0.63","0.794","0.61"
"808","48","35","120","D6","Bean","Dark",1,"0.771","0.824","0.74"
"809","48","40","60","D6","Bean","Dark",1,"0.528","0.831","0.693"
"810","48","44","120","D6","Bean","Dark",1,"0","0.795","0"
"811","48","48","60","D6","Bean","Dark",1,"0","0.791","0"
"812","48","44","15","D6","Bean","Dark",1,"0.107","0.791","0.121"
"813","48","48","30","D6","Bean","Dark",1,"0","0.816","0"
"814","48","52","30","D6","Bean","Dark",1,"0","0.801","0"
"815","48","52","15","D6","Bean","Dark",1,"0","0.822","0.158"
"816","48","52","5","D6","Bean","Dark",1,"0","0.842","0.279"
"817","48","48","5","D6","Bean","Dark",1,"0.185","0.839",NA
"818","5","35","120","A5","Poplar","Light",1,"0.758","0.845","0.727"
"819","5","48","60","A5","Poplar","Light",1,"0.14","0.829","0.134"
"820","5","44","30","A5","Poplar","Light",1,"0.697","0.833","0.398"
"821","5","40","30","A5","Poplar","Light",1,"0.801","0.826","0.729"
"822","5","44","120","A5","Poplar","Light",1,"0.279","0.83","0"
"823","5","44","15","A5","Poplar","Light",1,"0.625","0.822","0.473"
"824","5","48","30","A5","Poplar","Light",1,"0.173","0.834","0.116"
"825","5","48","5","A5","Poplar","Light",1,"0.425","0.835",NA
"826","5","52","15","A5","Poplar","Light",1,"0","0.817","0.096"
"827","5","40","120","A5","Poplar","Light",1,"0.675","0.825","0.526"
"828","5","40","60","A5","Poplar","Light",1,"0.758","0.848","0.806"
"829","5","30","60","A5","Poplar","Light",1,"0.806","0.847","0.737"
"830","5","44","60","A5","Poplar","Light",1,"0.53","0.824","0"
"831","5","35","60","A5","Poplar","Light",1,"0.73","0.816","0.738"
"832","5","44","5","A5","Poplar","Light",1,"0.722","0.814","0.529"
"833","5","52","5","A5","Poplar","Light",1,"0.094","0.855","0.111"
"834","5","52","30","A5","Poplar","Light",1,"0","0.815","0"
"835","5","35","30","A5","Poplar","Light",1,"0.807","0.838","0.783"
"836","5","40","15","A5","Poplar","Light",1,"0.821","0.852","0.79"
"837","6","44","30","A6","Lomandra","Light",1,"0.751","0.786","0.734"
"838","6","44","60","A6","Lomandra","Light",1,"0.702","0.745","0.547"
"839","6","30","60","A6","Lomandra","Light",1,"0.65","0.814","0.614"
"840","6","48","30","A6","Lomandra","Light",1,"0.444","0.783","0.322"
"841","6","40","60","A6","Lomandra","Light",1,"0.663","0.823","0.795"
"842","6","44","120","A6","Lomandra","Light",1,"0.67","0.797","0.558"
"843","6","35","120","A6","Lomandra","Light",1,"0.689","0.817","0.688"
"844","6","48","5","A6","Lomandra","Light",1,"0.536","0.809",NA
"845","6","44","5","A6","Lomandra","Light",1,"0.702","0.789","0.659"
"846","6","52","15","A6","Lomandra","Light",1,"0.154","0.728","0.237"
"847","6","44","15","A6","Lomandra","Light",1,"0.749","0.766","0.678"
"848","6","48","60","A6","Lomandra","Light",1,"0.634","0.778","0.474"
"849","6","52","5","A6","Lomandra","Light",1,"0.513","0.827","0.451"
"850","6","40","30","A6","Lomandra","Light",1,"0.715","0.77","0.663"
"851","6","52","30","A6","Lomandra","Light",1,"0.122","0.783","0.103"
"852","6","40","120","A6","Lomandra","Light",1,"0.673","0.783","0.579"
"853","6","35","30","A6","Lomandra","Light",1,"0.766","0.812","0.737"
"854","6","40","15","A6","Lomandra","Light",1,"0.728","0.804","0.719"
"855","6","35","60","A6","Lomandra","Light",1,"0.67","0.773","0.684"
"856","7","44","30","B1","Lomandra","Light",1,"0.726","0.749","0.656"
"857","7","52","15","B1","Lomandra","Light",1,"0.203","0.79","0.257"
"858","7","52","30","B1","Lomandra","Light",1,"0.184","0.743","0.089"
"859","7","40","60","B1","Lomandra","Light",1,"0.721","0.803","0.805"
"860","7","40","30","B1","Lomandra","Light",1,"0.744","0.772","0.679"
"861","7","48","60","B1","Lomandra","Light",1,"0.583","0.781","0.33"
"862","7","48","5","B1","Lomandra","Light",1,"0.739","0.796",NA
"863","7","44","15","B1","Lomandra","Light",1,"0.771","0.789","0.684"
"864","7","44","60","B1","Lomandra","Light",1,"0.741","0.772","0.582"
"865","7","35","120","B1","Lomandra","Light",1,"0.759","0.834","0.713"
"866","7","44","120","B1","Lomandra","Light",1,"0.751","0.805","0.561"
"867","7","44","5","B1","Lomandra","Light",1,"0.76","0.772","0.702"
"868","7","30","60","B1","Lomandra","Light",1,"0.78","0.811","0.725"
"869","7","48","30","B1","Lomandra","Light",1,"0.624","0.794","0.424"
"870","7","40","120","B1","Lomandra","Light",1,"0.723","0.8","0.65"
"871","7","35","30","B1","Lomandra","Light",1,"0.762","0.813","0.721"
"872","7","52","5","B1","Lomandra","Light",1,"0.467","0.814","0.425"
"873","7","35","60","B1","Lomandra","Light",1,"0.642","0.764","0.659"
"874","7","40","15","B1","Lomandra","Light",1,"0.785","0.83","0.742"
"875","8","44","30","B2","Euc","Light",1,"0.769","0.817","0.594"
"876","8","40","30","B2","Euc","Light",1,"0.626","0.797","0.486"
"877","8","44","15","B2","Euc","Light",1,"0.746","0.803","0.59"
"878","8","40","60","B2","Euc","Light",1,"0.67","0.841","0.652"
"879","8","44","60","B2","Euc","Light",1,"0","0.81","0"
"880","8","48","60","B2","Euc","Light",1,"0.146","0.798","0.072"
"881","8","44","120","B2","Euc","Light",1,"0","0.817","0"
"882","8","44","5","B2","Euc","Light",1,"0.711","0.799","0.576"
"883","8","48","30","B2","Euc","Light",1,"0","0.818","0"
"884","8","48","5","B2","Euc","Light",1,"0.432","0.821",NA
"885","8","30","60","B2","Euc","Light",1,"0.737","0.832","0.68"
"886","8","40","15","B2","Euc","Light",1,"0.796","0.846","0.749"
"887","8","52","30","B2","Euc","Light",1,"0","0.8","0"
"888","8","52","15","B2","Euc","Light",1,"0","0.821","0.082"
"889","8","52","5","B2","Euc","Light",1,"0","0.818","0"
"890","8","40","120","B2","Euc","Light",1,"0.7","0.81","0.691"
"891","8","35","120","B2","Euc","Light",1,"0.627","0.838","0.705"
"892","8","35","60","B2","Euc","Light",1,"0.74","0.806","0.687"
"893","8","35","30","B2","Euc","Light",1,"0.741","0.829","0.77"
"894","9","30","60","B3","Bean","Light",1,"0.797","0.83","0.766"
"895","9","48","30","B3","Bean","Light",1,"0","0.806","0"
"896","9","35","120","B3","Bean","Light",1,"0.736","0.828","0.67"
"897","9","44","120","B3","Bean","Light",1,"0","0.803","0"
"898","9","35","60","B3","Bean","Light",1,"0.745","0.803","0.718"
"899","9","35","30","B3","Bean","Light",1,"0.775","0.81","0.762"
"900","9","44","15","B3","Bean","Light",1,"0.147","0.798","0.095"
"901","9","40","120","B3","Bean","Light",1,"0.311","0.808","0.286"
"902","9","48","5","B3","Bean","Light",1,"0.072","0.812",NA
"903","9","44","5","B3","Bean","Light",1,"0.404","0.813","0.389"
"904","9","48","60","B3","Bean","Light",1,"0","0.794","0"
"905","9","40","15","B3","Bean","Light",1,"0.74","0.831","0.612"
"906","9","40","30","B3","Bean","Light",1,"0.734","0.814","0.636"
"907","9","44","60","B3","Bean","Light",1,"0.185","0.812","0"
"908","9","44","30","B3","Bean","Light",1,"0.128","0.796","0.122"
"909","9","52","15","B3","Bean","Light",1,"0","0.811","0"
"910","9","40","60","B3","Bean","Light",1,"0.56","0.829","0.671"
"911","9","52","5","B3","Bean","Light",1,"0","0.814","0"
"912","9","52","30","B3","Bean","Light",1,"0","0.801","0"
"913","1","30","120","A1","Bean","Light",2,"0.783","0.829","0.783"
"914","1","30","30","A1","Bean","Light",2,"0.826","0.843","0.801"
"915","1","56","5","A1","Bean","Light",2,"0","0.819","0"
"916","1","35","15","A1","Bean","Light",2,"0.798","0.831","0.789"
"917","1","56","15","A1","Bean","Light",2,"0","0.835","0"
"918","1","35","30","A1","Bean","Light",2,"0.79","0.829","0.787"
"919","1","52","5","A1","Bean","Light",2,"0","0.837","0"
"920","1","48","120","A1","Bean","Light",2,"0","0.837","0"
"921","1","40","60","A1","Bean","Light",2,"0.443","0.854","0.402"
"922","1","40","15","A1","Bean","Light",2,"0.754","0.796","0.654"
"923","1","52","60","A1","Bean","Light",2,"0","0.835","0"
"924","1","30","15","A1","Bean","Light",2,"0.805","0.854","0.814"
"925","1","48","15","A1","Bean","Light",2,"0","0.813","0.087"
"926","1","35","5","A1","Bean","Light",2,"0.845",NA,"0.829"
"927","1","40","5","A1","Bean","Light",2,"0.8","0.834","0.747"
"928","10","30","120","B4","Lomandra","Light",2,"0.66","0.788","0.586"
"929","10","35","30","B4","Lomandra","Light",2,"0.755","0.804","0.739"
"930","10","30","30","B4","Lomandra","Light",2,"0.754","0.808","0.677"
"931","10","40","15","B4","Lomandra","Light",2,"0.738","0.77","0.678"
"932","10","48","120","B4","Lomandra","Light",2,"0.239","0.772","0"
"933","10","48","15","B4","Lomandra","Light",2,"0.661","0.771","0.198"
"934","10","56","15","B4","Lomandra","Light",2,"0","0.817","0.076"
"935","10","35","5","B4","Lomandra","Light",2,"0.82",NA,"0.777"
"936","10","30","15","B4","Lomandra","Light",2,"0.725","0.814","0.668"
"937","10","40","60","B4","Lomandra","Light",2,"0.747","0.827","0.644"
"938","10","52","5","B4","Lomandra","Light",2,"0.473","0.774","0.345"
"939","10","35","15","B4","Lomandra","Light",2,"0.736","0.803","0.691"
"940","10","56","5","B4","Lomandra","Light",2,"0","0.801","0"
"941","10","40","5","B4","Lomandra","Light",2,"0.746","0.816","0.749"
"942","10","52","60","B4","Lomandra","Light",2,"0.087","0.805","0.067"
"943","11","40","15","B5","Bean","Light",2,"0.731","0.803","0.621"
"944","11","48","120","B5","Bean","Light",2,"0","0.838","0"
"945","11","40","60","B5","Bean","Light",2,"0.388","0.855","0.351"
"946","11","30","120","B5","Bean","Light",2,"0.761","0.825","0.731"
"947","11","56","5","B5","Bean","Light",2,"0","0.789","0"
"948","11","56","15","B5","Bean","Light",2,"0","0.837","0"
"949","11","30","15","B5","Bean","Light",2,"0.778","0.84","0.764"
"950","11","48","15","B5","Bean","Light",2,"0","0.806","0"
"951","11","30","30","B5","Bean","Light",2,"0.809","0.831","0.787"
"952","11","35","30","B5","Bean","Light",2,"0.767","0.831","0.803"
"953","11","52","5","B5","Bean","Light",2,"0","0.827","0"
"954","11","35","15","B5","Bean","Light",2,"0.789","0.821","0.772"
"955","11","40","5","B5","Bean","Light",2,"0.785","0.84","0.708"
"956","11","52","60","B5","Bean","Light",2,"0","0.835","0"
"957","11","35","5","B5","Bean","Light",2,"0.834",NA,"0.82"
"958","12","30","15","B6","Bean","Light",2,"0.797","0.846","0.786"
"959","12","35","30","B6","Bean","Light",2,"0.745","0.823","0.791"
"960","12","30","30","B6","Bean","Light",2,"0.806","0.828","0.776"
"961","12","30","120","B6","Bean","Light",2,"0.768","0.823","0.749"
"962","12","40","15","B6","Bean","Light",2,"0.688","0.813","0.673"
"963","12","35","15","B6","Bean","Light",2,"0.767","0.821","0.775"
"964","12","56","5","B6","Bean","Light",2,"0","0.817","0"
"965","12","40","5","B6","Bean","Light",2,"0.789","0.846","0.762"
"966","12","35","5","B6","Bean","Light",2,"0.838",NA,"0.82"
"967","12","52","5","B6","Bean","Light",2,"0","0.826","0"
"968","12","56","15","B6","Bean","Light",2,"0","0.835","0"
"969","12","48","120","B6","Bean","Light",2,"0","0.835","0"
"970","12","48","15","B6","Bean","Light",2,"0","0.811","0"
"971","12","40","60","B6","Bean","Light",2,"0.409","0.854","0.381"
"972","12","52","60","B6","Bean","Light",2,"0","0.836","0"
"973","13","52","5","C1","Poplar","Light",2,"0.126","0.845","0.416"
"974","13","48","120","C1","Poplar","Light",2,"0","0.846","0"
"975","13","48","15","C1","Poplar","Light",2,"0.433","0.836","0.377"
"976","13","35","30","C1","Poplar","Light",2,"0.817","0.853","0.815"
"977","13","52","60","C1","Poplar","Light",2,"0","0.843","0"
"978","13","30","30","C1","Poplar","Light",2,"0.8","0.834","0.755"
"979","13","56","15","C1","Poplar","Light",2,"0","0.851","0"
"980","13","35","5","C1","Poplar","Light",2,"0.858",NA,"0.842"
"981","13","40","60","C1","Poplar","Light",2,"0.827","0.862","0.725"
"982","13","35","15","C1","Poplar","Light",2,"0.813","0.837","0.776"
"983","13","56","5","C1","Poplar","Light",2,"0","0.836","0"
"984","13","40","5","C1","Poplar","Light",2,"0.805","0.841","0.797"
"985","13","30","120","C1","Poplar","Light",2,"0.808","0.845","0.765"
"986","13","40","15","C1","Poplar","Light",2,"0.781","0.804","0.692"
"987","13","30","15","C1","Poplar","Light",2,"0.829","0.863","0.806"
"988","14","30","30","C2","Euc","Light",2,"0.794","0.814","0.747"
"989","14","35","15","C2","Euc","Light",2,"0.785","0.83","0.741"
"990","14","48","15","C2","Euc","Light",2,"0","0.826","0"
"991","14","56","15","C2","Euc","Light",2,"0","0.838","0"
"992","14","40","5","C2","Euc","Light",2,"0.77","0.831","0.797"
"993","14","30","120","C2","Euc","Light",2,"0.672","0.824","0.618"
"994","14","40","60","C2","Euc","Light",2,"0.795","0.856","0.704"
"995","14","40","15","C2","Euc","Light",2,"0.748","0.802","0.72"
"996","14","52","5","C2","Euc","Light",2,"0","0.83","0.157"
"997","14","48","120","C2","Euc","Light",2,"0","0.844","0"
"998","14","35","30","C2","Euc","Light",2,"0.801","0.839","0.798"
"999","14","35","5","C2","Euc","Light",2,"0.799",NA,"0.829"
"1000","14","30","15","C2","Euc","Light",2,"0.79","0.859","0.776"
"1001","14","56","5","C2","Euc","Light",2,"0","0.816","0"
"1002","14","52","60","C2","Euc","Light",2,"0","0.83","0"
"1003","15","56","15","C3","Lomandra","Light",2,"0","0.814","0.097"
"1004","15","30","30","C3","Lomandra","Light",2,"0.759","0.817","0.695"
"1005","15","40","60","C3","Lomandra","Light",2,"0.746","0.821","0.592"
"1006","15","35","15","C3","Lomandra","Light",2,"0.71","0.784","0.665"
"1007","15","40","5","C3","Lomandra","Light",2,"0.692","0.712","0.657"
"1008","15","48","15","C3","Lomandra","Light",2,"0.658","0.794","0.5"
"1009","15","52","5","C3","Lomandra","Light",2,"0.372","0.785","0.392"
"1010","15","35","30","C3","Lomandra","Light",2,"0.75","0.798","0.724"
"1011","15","48","120","C3","Lomandra","Light",2,"0","0.807","0"
"1012","15","30","15","C3","Lomandra","Light",2,"0.75","0.823","0.691"
"1013","15","56","5","C3","Lomandra","Light",2,"0","0.802","0"
"1014","15","30","120","C3","Lomandra","Light",2,"0.669","0.783","0.604"
"1015","15","52","60","C3","Lomandra","Light",2,"0","0.791","0"
"1016","15","40","15","C3","Lomandra","Light",2,"0.755","0.756","0.7"
"1017","15","35","5","C3","Lomandra","Light",2,"0.817",NA,"0.792"
"1018","16","56","15","C4","Lomandra","Light",2,"0","0.816","0.079"
"1019","16","30","30","C4","Lomandra","Light",2,"0.702","0.802","0.627"
"1020","16","35","15","C4","Lomandra","Light",2,"0.758","0.814","0.674"
"1021","16","40","5","C4","Lomandra","Light",2,"0.717","0.804","0.717"
"1022","16","52","60","C4","Lomandra","Light",2,"0.039","0.815","0"
"1023","16","40","60","C4","Lomandra","Light",2,"0.692","0.825","0.579"
"1024","16","35","30","C4","Lomandra","Light",2,"0.738","0.803","0.717"
"1025","16","52","5","C4","Lomandra","Light",2,"0.307","0.774","0.479"
"1026","16","48","15","C4","Lomandra","Light",2,"0.629","0.788","0.256"
"1027","16","56","5","C4","Lomandra","Light",2,"0","0.794","0"
"1028","16","48","120","C4","Lomandra","Light",2,"0.221","0.792","0"
"1029","16","30","120","C4","Lomandra","Light",2,"0.61","0.778","0.55"
"1030","16","40","15","C4","Lomandra","Light",2,"0.756","0.776","0.709"
"1031","16","30","15","C4","Lomandra","Light",2,"0.708","0.804","0.668"
"1032","16","35","5","C4","Lomandra","Light",2,"0.806",NA,"0.784"
"1033","17","35","15","C5","Lomandra","Light",2,"0.738","0.796","0.682"
"1034","17","30","120","C5","Lomandra","Light",2,"0.695","0.814","0.617"
"1035","17","35","30","C5","Lomandra","Light",2,"0.777","0.832","0.743"
"1036","17","30","30","C5","Lomandra","Light",2,"0.729","0.772","0.655"
"1037","17","56","5","C5","Lomandra","Light",2,"0","0.798","0"
"1038","17","48","120","C5","Lomandra","Light",2,"0.223","0.809","0"
"1039","17","40","60","C5","Lomandra","Light",2,"0.734","0.824","0.601"
"1040","17","48","15","C5","Lomandra","Light",2,"0.443","0.787","0.17"
"1041","17","40","5","C5","Lomandra","Light",2,"0.743","0.799","0.734"
"1042","17","35","5","C5","Lomandra","Light",2,"0.791",NA,"0.771"
"1043","17","40","15","C5","Lomandra","Light",2,"0.718","0.77","0.662"
"1044","17","30","15","C5","Lomandra","Light",2,"0.776","0.834","0.736"
"1045","17","52","5","C5","Lomandra","Light",2,"0.341","0.793","0.418"
"1046","17","56","15","C5","Lomandra","Light",2,"0","0.809","0.081"
"1047","17","52","60","C5","Lomandra","Light",2,"0","0.8","0"
"1048","18","35","30","C6","Euc","Light",2,"0.764","0.842","0.757"
"1049","18","48","120","C6","Euc","Light",2,"0.252","0.843","0.077"
"1050","18","35","15","C6","Euc","Light",2,"0.765","0.834","0.711"
"1051","18","48","15","C6","Euc","Light",2,"0","0.829","0"
"1052","18","40","60","C6","Euc","Light",2,"0.782","0.862","0.639"
"1053","18","52","5","C6","Euc","Light",2,"0","0.832","0.115"
"1054","18","30","120","C6","Euc","Light",2,"0.678","0.82","0.67"
"1055","18","56","5","C6","Euc","Light",2,"0","0.815","0"
"1056","18","35","5","C6","Euc","Light",2,"0.738",NA,"0.799"
"1057","18","30","30","C6","Euc","Light",2,"0.771","0.819","0.772"
"1058","18","56","15","C6","Euc","Light",2,"0","0.838","0"
"1059","18","30","15","C6","Euc","Light",2,"0.767","0.851","0.776"
"1060","18","40","15","C6","Euc","Light",2,"0.774","0.824","0.701"
"1061","18","40","5","C6","Euc","Light",2,"0.722","0.838","0.804"
"1062","18","52","60","C6","Euc","Light",2,"0","0.839","0"
"1063","19","48","120","D1","Euc","Light",2,"0","0.84","0"
"1064","19","30","120","D1","Euc","Light",2,"0.751","0.824","0.644"
"1065","19","35","30","D1","Euc","Light",2,"0.805","0.835","0.808"
"1066","19","56","15","D1","Euc","Light",2,"0","0.835","0"
"1067","19","35","15","D1","Euc","Light",2,"0.753","0.829","0.722"
"1068","19","56","5","D1","Euc","Light",2,"0","0.807","0"
"1069","19","48","15","D1","Euc","Light",2,"0.242","0.831","0"
"1070","19","30","30","D1","Euc","Light",2,"0.769","0.818","0.746"
"1071","19","40","15","D1","Euc","Light",2,"0.79","0.798","0.698"
"1072","19","40","5","D1","Euc","Light",2,"0.786","0.832","0.805"
"1073","19","35","5","D1","Euc","Light",2,"0.777",NA,"0.821"
"1074","19","40","60","D1","Euc","Light",2,"0.802","0.848","0.677"
"1075","19","30","15","D1","Euc","Light",2,"0.798","0.856","0.736"
"1076","19","52","60","D1","Euc","Light",2,"0","0.844","0"
"1077","19","52","5","D1","Euc","Light",2,"0.104","0.834","0.267"
"1078","2","56","15","A2","Euc","Light",2,"0","0.851","0"
"1079","2","30","120","A2","Euc","Light",2,"0.773","0.844","0.708"
"1080","2","48","15","A2","Euc","Light",2,"0.246","0.828","0.204"
"1081","2","30","30","A2","Euc","Light",2,"0.816","0.826","0.737"
"1082","2","35","15","A2","Euc","Light",2,"0.777","0.834","0.734"
"1083","2","30","15","A2","Euc","Light",2,"0.775","0.85","0.729"
"1084","2","48","120","A2","Euc","Light",2,"0","0.839","0"
"1085","2","35","5","A2","Euc","Light",2,"0.844",NA,"0.818"
"1086","2","40","15","A2","Euc","Light",2,"0.798","0.833","0.716"
"1087","2","56","5","A2","Euc","Light",2,"0","0.814","0"
"1088","2","35","30","A2","Euc","Light",2,"0.792","0.836","0.803"
"1089","2","40","60","A2","Euc","Light",2,"0.789","0.849","0.73"
"1090","2","52","5","A2","Euc","Light",2,"0","0.836","0.221"
"1091","2","40","5","A2","Euc","Light",2,"0.791","0.842","0.77"
"1092","2","52","60","A2","Euc","Light",2,"0","0.835","0"
"1093","20","30","120","D2","Euc","Light",2,"0.703","0.827","0.592"
"1094","20","30","30","D2","Euc","Light",2,"0.746","0.829","0.746"
"1095","20","35","30","D2","Euc","Light",2,"0.793","0.836","0.786"
"1096","20","30","15","D2","Euc","Light",2,"0.743","0.842","0.768"
"1097","20","40","15","D2","Euc","Light",2,"0.748","0.807","0.645"
"1098","20","35","15","D2","Euc","Light",2,"0.812","0.837","0.779"
"1099","20","40","60","D2","Euc","Light",2,"0.801","0.843","0.717"
"1100","20","52","5","D2","Euc","Light",2,"0","0.827","0.174"
"1101","20","48","120","D2","Euc","Light",2,"0","0.843","0"
"1102","20","35","5","D2","Euc","Light",2,"0.792",NA,"0.824"
"1103","20","48","15","D2","Euc","Light",2,"0","0.826","0"
"1104","20","40","5","D2","Euc","Light",2,"0.777","0.822","0.79"
"1105","20","52","60","D2","Euc","Light",2,"0","0.847","0"
"1106","20","56","5","D2","Euc","Light",2,"0","0.814","0"
"1107","20","56","15","D2","Euc","Light",2,"0","0.828","0"
"1108","21","35","30","D3","Bean","Light",2,"0.796","0.837","0.813"
"1109","21","30","30","D3","Bean","Light",2,"0.795","0.833","0.767"
"1110","21","30","120","D3","Bean","Light",2,"0.775","0.811","0.743"
"1111","21","56","5","D3","Bean","Light",2,"0","0.814","0"
"1112","21","56","15","D3","Bean","Light",2,"0","0.827","0"
"1113","21","48","120","D3","Bean","Light",2,"0","0.839","0"
"1114","21","40","60","D3","Bean","Light",2,"0.242","0.863","0.162"
"1115","21","52","5","D3","Bean","Light",2,"0","0.826","0.279"
"1116","21","48","15","D3","Bean","Light",2,"0","0.829","0"
"1117","21","40","5","D3","Bean","Light",2,"0.745","0.832","0.614"
"1118","21","35","5","D3","Bean","Light",2,"0.829",NA,"0.828"
"1119","21","40","15","D3","Bean","Light",2,"0.47","0.786","0.434"
"1120","21","52","60","D3","Bean","Light",2,"0","0.832","0"
"1121","21","30","15","D3","Bean","Light",2,"0.791","0.841","0.782"
"1122","21","35","15","D3","Bean","Light",2,"0.781","0.822","0.764"
"1123","22","56","15","D4","Poplar","Light",2,"0","0.847","0"
"1124","22","30","30","D4","Poplar","Light",2,"0.789","0.837","0.706"
"1125","22","48","120","D4","Poplar","Light",2,"0","0.837","0"
"1126","22","52","60","D4","Poplar","Light",2,"0","0.833","0"
"1127","22","35","15","D4","Poplar","Light",2,"0.786","0.844","0.745"
"1128","22","30","120","D4","Poplar","Light",2,"0.795","0.836","0.71"
"1129","22","40","5","D4","Poplar","Light",2,"0.787","0.843","0.783"
"1130","22","40","60","D4","Poplar","Light",2,"0.705","0.878","0.476"
"1131","22","35","30","D4","Poplar","Light",2,"0.833","0.862","0.81"
"1132","22","30","15","D4","Poplar","Light",2,"0.803","0.858","0.775"
"1133","22","40","15","D4","Poplar","Light",2,"0.806","0.799","0.738"
"1134","22","52","5","D4","Poplar","Light",2,"0.051","0.849","0.542"
"1135","22","48","15","D4","Poplar","Light",2,"0.138","0.85","0.127"
"1136","22","35","5","D4","Poplar","Light",2,"0.827",NA,"0.801"
"1137","22","56","5","D4","Poplar","Light",2,"0","0.832","0"
"1138","23","56","15","D5","Poplar","Light",2,"0","0.847","0"
"1139","23","30","30","D5","Poplar","Light",2,"0.826","0.837","0.79"
"1140","23","40","60","D5","Poplar","Light",2,"0.787","0.875","0.603"
"1141","23","40","5","D5","Poplar","Light",2,"0.823","0.852","0.817"
"1142","23","35","30","D5","Poplar","Light",2,"0.824","0.855","0.807"
"1143","23","52","60","D5","Poplar","Light",2,"0","0.844","0"
"1144","23","35","15","D5","Poplar","Light",2,"0.795","0.847","0.722"
"1145","23","48","120","D5","Poplar","Light",2,"0","0.847","0"
"1146","23","30","120","D5","Poplar","Light",2,"0.73","0.838","0.652"
"1147","23","30","15","D5","Poplar","Light",2,"0.793","0.858","0.77"
"1148","23","40","15","D5","Poplar","Light",2,"0.813","0.827","0.76"
"1149","23","56","5","D5","Poplar","Light",2,"0","0.83","0"
"1150","23","52","5","D5","Poplar","Light",2,"0.065","0.851","0.526"
"1151","23","48","15","D5","Poplar","Light",2,"0.076","0.851","0.081"
"1152","23","35","5","D5","Poplar","Light",2,"0.828",NA,"0.834"
"1153","24","40","60","D6","Bean","Light",2,"0.301","0.861","0.306"
"1154","24","56","15","D6","Bean","Light",2,"0","0.831","0"
"1155","24","30","30","D6","Bean","Light",2,"0.786","0.819","0.783"
"1156","24","52","60","D6","Bean","Light",2,"0","0.828","0"
"1157","24","35","30","D6","Bean","Light",2,"0.784","0.834","0.808"
"1158","24","35","15","D6","Bean","Light",2,"0.755","0.818","0.755"
"1159","24","48","120","D6","Bean","Light",2,"0","0.834","0"
"1160","24","40","5","D6","Bean","Light",2,"0.773","0.838","0.761"
"1161","24","30","120","D6","Bean","Light",2,"0.744","0.824","0.711"
"1162","24","30","15","D6","Bean","Light",2,"0.79","0.848","0.785"
"1163","24","56","5","D6","Bean","Light",2,"0","0.8","0"
"1164","24","40","15","D6","Bean","Light",2,"0.657","0.796","0.575"
"1165","24","52","5","D6","Bean","Light",2,"0","0.832","0"
"1166","24","48","15","D6","Bean","Light",2,"0","0.817","0"
"1167","24","35","5","D6","Bean","Light",2,"0.82",NA,"0.833"
"1168","25","48","15","A1","Bean","Dark",2,"0","0.821","0.427"
"1169","25","35","15","A1","Bean","Dark",2,"0.782","0.828","0.771"
"1170","25","30","30","A1","Bean","Dark",2,"0.797","0.809","0.78"
"1171","25","56","15","A1","Bean","Dark",2,"0","0.83","0"
"1172","25","56","5","A1","Bean","Dark",2,"0","0.816","0"
"1173","25","35","30","A1","Bean","Dark",2,"0.791","0.822","0.807"
"1174","25","48","120","A1","Bean","Dark",2,"0","0.832","0"
"1175","25","30","120","A1","Bean","Dark",2,"0.774","0.816","0.772"
"1176","25","40","60","A1","Bean","Dark",2,"0.35","0.839","0.329"
"1177","25","52","60","A1","Bean","Dark",2,"0","0.838","0"
"1178","25","40","15","A1","Bean","Dark",2,"0.554","0.756","0.434"
"1179","25","40","5","A1","Bean","Dark",2,"0.752","0.828","0.686"
