AOI,FvFm,Temp,Time,Measurement,Cell,Species,Collection
11,0.593,30,120,2hour_post,B4,Euc,12
11,0.6,48,5,2hour_post,B4,Euc,12
11,0.755,30,30,2hour_post,B4,Euc,12
11,0,40,120,2hour_post,B4,Euc,12
11,0.125,48,30,2hour_post,B4,Euc,12
12,0.819,40,5,2hour_post,B5,Lomandra,0
12,0,48,120,2hour_post,B5,Lomandra,0
12,0.674,30,120,2hour_post,B5,Lomandra,0
12,0.781,40,30,2hour_post,B5,Lomandra,0
12,0.699,30,30,2hour_post,B5,Lomandra,0
12,0.776,30,5,2hour_post,B5,Lomandra,0
12,0.693,48,5,2hour_post,B5,Lomandra,0
12,0.597,40,120,2hour_post,B5,Lomandra,0
12,0.339,48,30,2hour_post,B5,Lomandra,0
13,0.35,48,120,2hour_post,B6,Lomandra,3
13,0.726,30,120,2hour_post,B6,Lomandra,3
13,0.803,40,5,2hour_post,B6,Lomandra,3
13,0.714,30,30,2hour_post,B6,Lomandra,3
13,0.749,40,30,2hour_post,B6,Lomandra,3
13,0.787,30,5,2hour_post,B6,Lomandra,3
13,0.405,48,30,2hour_post,B6,Lomandra,3
13,0.703,40,120,2hour_post,B6,Lomandra,3
13,0.737,48,5,2hour_post,B6,Lomandra,3
14,0.358,48,120,2hour_post,B7,Lomandra,0
14,0.775,30,30,2hour_post,B7,Lomandra,0
14,0.761,30,5,2hour_post,B7,Lomandra,0
14,0.703,40,120,2hour_post,B7,Lomandra,0
14,0.685,30,120,2hour_post,B7,Lomandra,0
14,0.816,40,30,2hour_post,B7,Lomandra,0
14,0.823,40,5,2hour_post,B7,Lomandra,0
14,0.575,48,30,2hour_post,B7,Lomandra,0
14,0.748,48,5,2hour_post,B7,Lomandra,0
15,0.839,40,5,2hour_post,C1,Poplar,24
15,0,48,120,2hour_post,C1,Poplar,24
15,0.815,30,30,2hour_post,C1,Poplar,24
15,0.533,40,120,2hour_post,C1,Poplar,24
15,0.83,40,30,2hour_post,C1,Poplar,24
15,0.782,30,120,2hour_post,C1,Poplar,24
15,0.824,30,5,2hour_post,C1,Poplar,24
15,0.463,48,30,2hour_post,C1,Poplar,24
15,0.751,48,5,2hour_post,C1,Poplar,24
16,0,48,120,2hour_post,C2,Euc,3
16,0.769,30,30,2hour_post,C2,Euc,3
16,0.705,30,120,2hour_post,C2,Euc,3
16,0.646,40,30,2hour_post,C2,Euc,3
16,0.61,48,5,2hour_post,C2,Euc,3
16,0.806,30,5,2hour_post,C2,Euc,3
16,0.824,40,5,2hour_post,C2,Euc,3
16,0,48,30,2hour_post,C2,Euc,3
16,0,40,120,2hour_post,C2,Euc,3
17,0.688,30,30,2hour_post,C3,Lomandra,12
17,0,48,120,2hour_post,C3,Lomandra,12
17,0.608,30,120,2hour_post,C3,Lomandra,12
17,0.792,40,5,2hour_post,C3,Lomandra,12
17,0.643,40,120,2hour_post,C3,Lomandra,12
17,0.744,30,5,2hour_post,C3,Lomandra,12
17,0.699,40,30,2hour_post,C3,Lomandra,12
17,0.692,48,5,2hour_post,C3,Lomandra,12
17,0.361,48,30,2hour_post,C3,Lomandra,12
18,0.554,48,5,2hour_post,C4,Euc,0
18,0.722,30,30,2hour_post,C4,Euc,0
18,0,48,120,2hour_post,C4,Euc,0
18,0.686,30,120,2hour_post,C4,Euc,0
18,0.811,40,5,2hour_post,C4,Euc,0
18,0.571,40,120,2hour_post,C4,Euc,0
18,0.736,40,30,2hour_post,C4,Euc,0
18,0,48,30,2hour_post,C4,Euc,0
18,0.78,30,5,2hour_post,C4,Euc,0
19,0.668,48,5,2hour_post,C5,Poplar,0
19,0.805,30,5,2hour_post,C5,Poplar,0
19,0.657,30,120,2hour_post,C5,Poplar,0
19,0.098,48,120,2hour_post,C5,Poplar,0
19,0.173,48,30,2hour_post,C5,Poplar,0
19,0.708,40,30,2hour_post,C5,Poplar,0
19,0.782,30,30,2hour_post,C5,Poplar,0
19,0.84,40,5,2hour_post,C5,Poplar,0
19,0.536,40,120,2hour_post,C5,Poplar,0
2,0.778,30,30,2hour_post,A2,Lomandra,24
2,0.659,30,120,2hour_post,A2,Lomandra,24
2,0.805,30,5,2hour_post,A2,Lomandra,24
2,0.819,40,5,2hour_post,A2,Lomandra,24
2,0.688,40,120,2hour_post,A2,Lomandra,24
2,0.739,40,30,2hour_post,A2,Lomandra,24
2,0.74,48,5,2hour_post,A2,Lomandra,24
2,0,48,120,2hour_post,A2,Lomandra,24
2,0,48,30,2hour_post,A2,Lomandra,24
20,0,48,120,2hour_post,C6,Euc,24
20,0.696,30,120,2hour_post,C6,Euc,24
20,0.669,40,30,2hour_post,C6,Euc,24
20,0.118,48,30,2hour_post,C6,Euc,24
20,0.761,30,30,2hour_post,C6,Euc,24
20,0.596,48,5,2hour_post,C6,Euc,24
20,0.804,30,5,2hour_post,C6,Euc,24
20,0,40,120,2hour_post,C6,Euc,24
20,0.822,40,5,2hour_post,C6,Euc,24
21,0.722,30,120,2hour_post,C7,Poplar,0
21,0.677,48,5,2hour_post,C7,Poplar,0
21,0.769,30,30,2hour_post,C7,Poplar,0
21,0.141,48,120,2hour_post,C7,Poplar,0
21,0.808,30,5,2hour_post,C7,Poplar,0
21,0.608,40,120,2hour_post,C7,Poplar,0
21,0.427,48,30,2hour_post,C7,Poplar,0
21,0.825,40,5,2hour_post,C7,Poplar,0
21,0.773,40,30,2hour_post,C7,Poplar,0
22,0.737,30,120,2hour_post,D1,Euc,0
22,0,48,120,2hour_post,D1,Euc,0
22,0.796,30,30,2hour_post,D1,Euc,0
22,0,40,120,2hour_post,D1,Euc,0
22,0.626,48,5,2hour_post,D1,Euc,0
22,0.746,40,30,2hour_post,D1,Euc,0
22,0.796,30,5,2hour_post,D1,Euc,0
22,0,48,30,2hour_post,D1,Euc,0
22,0.82,40,5,2hour_post,D1,Euc,0
23,0,48,120,2hour_post,D2,Lomandra,12
23,0.721,40,30,2hour_post,D2,Lomandra,12
23,0.725,30,30,2hour_post,D2,Lomandra,12
23,0.727,48,5,2hour_post,D2,Lomandra,12
23,0.548,40,120,2hour_post,D2,Lomandra,12
23,0.663,30,120,2hour_post,D2,Lomandra,12
23,0.777,40,5,2hour_post,D2,Lomandra,12
23,0.761,30,5,2hour_post,D2,Lomandra,12
23,0.35,48,30,2hour_post,D2,Lomandra,12
24,0.652,48,5,2hour_post,D3,Poplar,24
24,0,48,120,2hour_post,D3,Poplar,24
24,0.765,30,30,2hour_post,D3,Poplar,24
24,0.672,40,30,2hour_post,D3,Poplar,24
24,0.811,30,5,2hour_post,D3,Poplar,24
24,0.688,30,120,2hour_post,D3,Poplar,24
24,0.833,40,5,2hour_post,D3,Poplar,24
24,0.433,40,120,2hour_post,D3,Poplar,24
24,0.319,48,30,2hour_post,D3,Poplar,24
25,0.669,48,5,2hour_post,D4,Lomandra,12
25,0.659,30,30,2hour_post,D4,Lomandra,12
25,0.685,40,30,2hour_post,D4,Lomandra,12
25,0,48,120,2hour_post,D4,Lomandra,12
25,0.587,40,120,2hour_post,D4,Lomandra,12
25,0.751,30,5,2hour_post,D4,Lomandra,12
25,0.344,48,30,2hour_post,D4,Lomandra,12
25,0.793,40,5,2hour_post,D4,Lomandra,12
25,0.597,30,120,2hour_post,D4,Lomandra,12
26,0,48,120,2hour_post,D5,Euc,12
26,0.594,48,5,2hour_post,D5,Euc,12
26,0.758,30,30,2hour_post,D5,Euc,12
26,0.444,40,120,2hour_post,D5,Euc,12
26,0.697,40,30,2hour_post,D5,Euc,12
26,0.092,48,30,2hour_post,D5,Euc,12
26,0.82,40,5,2hour_post,D5,Euc,12
26,0.566,30,120,2hour_post,D5,Euc,12
26,0.789,30,5,2hour_post,D5,Euc,12
27,0.789,30,30,2hour_post,D6,Poplar,0
27,0.732,40,30,2hour_post,D6,Poplar,0
27,0.69,30,120,2hour_post,D6,Poplar,0
27,0.087,48,120,2hour_post,D6,Poplar,0
27,0.807,30,5,2hour_post,D6,Poplar,0
27,0.415,40,120,2hour_post,D6,Poplar,0
27,0.697,48,5,2hour_post,D6,Poplar,0
27,0.31,48,30,2hour_post,D6,Poplar,0
27,0.842,40,5,2hour_post,D6,Poplar,0
28,0,48,120,2hour_post,D7,Lomandra,24
28,0.768,40,30,2hour_post,D7,Lomandra,24
28,0.816,40,5,2hour_post,D7,Lomandra,24
28,0.781,30,30,2hour_post,D7,Lomandra,24
28,0.569,40,120,2hour_post,D7,Lomandra,24
28,0.759,48,5,2hour_post,D7,Lomandra,24
28,0.66,30,120,2hour_post,D7,Lomandra,24
28,0.778,30,5,2hour_post,D7,Lomandra,24
28,0.489,48,30,2hour_post,D7,Lomandra,24
29,0,48,120,2hour_post,E1,Euc,3
29,0.607,48,5,2hour_post,E1,Euc,3
29,0.755,30,120,2hour_post,E1,Euc,3
29,0.225,48,30,2hour_post,E1,Euc,3
29,0.493,40,120,2hour_post,E1,Euc,3
29,0.78,30,30,2hour_post,E1,Euc,3
29,0.697,40,30,2hour_post,E1,Euc,3
29,0.807,40,5,2hour_post,E1,Euc,3
29,0.792,30,5,2hour_post,E1,Euc,3
3,0.513,40,120,2hour_post,A3,Euc,12
3,0,48,120,2hour_post,A3,Euc,12
3,0.739,30,120,2hour_post,A3,Euc,12
3,0.84,40,5,2hour_post,A3,Euc,12
3,0.556,48,5,2hour_post,A3,Euc,12
3,0.744,40,30,2hour_post,A3,Euc,12
3,0.808,30,5,2hour_post,A3,Euc,12
3,0,48,30,2hour_post,A3,Euc,12
3,0.809,30,30,2hour_post,A3,Euc,12
30,0.745,30,30,2hour_post,E2,Lomandra,12
30,0.696,40,30,2hour_post,E2,Lomandra,12
30,0.628,30,120,2hour_post,E2,Lomandra,12
30,0.763,30,5,2hour_post,E2,Lomandra,12
30,0.764,40,5,2hour_post,E2,Lomandra,12
30,0.535,40,120,2hour_post,E2,Lomandra,12
30,0,48,120,2hour_post,E2,Lomandra,12
30,0.698,48,5,2hour_post,E2,Lomandra,12
30,0.358,48,30,2hour_post,E2,Lomandra,12
31,0.738,40,30,2hour_post,E3,Lomandra,3
31,0.729,30,30,2hour_post,E3,Lomandra,3
31,0.706,30,120,2hour_post,E3,Lomandra,3
31,0.79,40,5,2hour_post,E3,Lomandra,3
31,0.533,40,120,2hour_post,E3,Lomandra,3
31,0.294,48,120,2hour_post,E3,Lomandra,3
31,0.383,48,30,2hour_post,E3,Lomandra,3
31,0.728,48,5,2hour_post,E3,Lomandra,3
31,0.743,30,5,2hour_post,E3,Lomandra,3
32,0.709,30,30,2hour_post,E4,Lomandra,3
32,0.737,40,30,2hour_post,E4,Lomandra,3
32,0,48,120,2hour_post,E4,Lomandra,3
32,0.579,40,120,2hour_post,E4,Lomandra,3
32,0.655,30,120,2hour_post,E4,Lomandra,3
32,0.773,30,5,2hour_post,E4,Lomandra,3
32,0.703,48,5,2hour_post,E4,Lomandra,3
32,0.412,48,30,2hour_post,E4,Lomandra,3
32,0.801,40,5,2hour_post,E4,Lomandra,3
33,0.698,30,30,2hour_post,E5,Lomandra,24
33,0,48,120,2hour_post,E5,Lomandra,24
33,0.302,48,30,2hour_post,E5,Lomandra,24
33,0.701,48,5,2hour_post,E5,Lomandra,24
33,0.697,30,120,2hour_post,E5,Lomandra,24
33,0.609,40,120,2hour_post,E5,Lomandra,24
33,0.752,40,30,2hour_post,E5,Lomandra,24
33,0.78,30,5,2hour_post,E5,Lomandra,24
33,0.781,40,5,2hour_post,E5,Lomandra,24
34,0.768,30,30,2hour_post,E6,Euc,0
34,0.728,30,120,2hour_post,E6,Euc,0
34,0,48,120,2hour_post,E6,Euc,0
34,0,40,120,2hour_post,E6,Euc,0
34,0.819,40,5,2hour_post,E6,Euc,0
34,0.801,30,5,2hour_post,E6,Euc,0
34,0.218,48,30,2hour_post,E6,Euc,0
34,0.617,48,5,2hour_post,E6,Euc,0
34,0.801,40,30,2hour_post,E6,Euc,0
35,0.853,40,5,2hour_post,E7,Poplar,3
35,0.806,30,30,2hour_post,E7,Poplar,3
35,0.236,48,120,2hour_post,E7,Poplar,3
35,0.776,30,120,2hour_post,E7,Poplar,3
35,0.828,40,30,2hour_post,E7,Poplar,3
35,0.818,30,5,2hour_post,E7,Poplar,3
35,0.629,40,120,2hour_post,E7,Poplar,3
35,0.691,48,5,2hour_post,E7,Poplar,3
35,0.529,48,30,2hour_post,E7,Poplar,3
36,0.767,30,30,2hour_post,F1,Lomandra,0
36,0.34,48,120,2hour_post,F1,Lomandra,0
36,0.772,40,5,2hour_post,F1,Lomandra,0
36,0.718,30,120,2hour_post,F1,Lomandra,0
36,0.801,40,30,2hour_post,F1,Lomandra,0
36,0.783,30,5,2hour_post,F1,Lomandra,0
36,0.55,48,30,2hour_post,F1,Lomandra,0
36,0.63,40,120,2hour_post,F1,Lomandra,0
36,0.763,48,5,2hour_post,F1,Lomandra,0
37,0.809,30,30,2hour_post,F2,Poplar,12
37,0.774,30,120,2hour_post,F2,Poplar,12
37,0.127,48,120,2hour_post,F2,Poplar,12
37,0.771,40,30,2hour_post,F2,Poplar,12
37,0.443,48,30,2hour_post,F2,Poplar,12
37,0.813,30,5,2hour_post,F2,Poplar,12
37,0.711,48,5,2hour_post,F2,Poplar,12
37,0.823,40,5,2hour_post,F2,Poplar,12
37,0.513,40,120,2hour_post,F2,Poplar,12
38,0.785,30,30,2hour_post,F3,Lomandra,3
38,0.761,40,30,2hour_post,F3,Lomandra,3
38,0.338,48,120,2hour_post,F3,Lomandra,3
38,0.664,30,120,2hour_post,F3,Lomandra,3
38,0.783,30,5,2hour_post,F3,Lomandra,3
38,0.824,40,5,2hour_post,F3,Lomandra,3
38,0.585,40,120,2hour_post,F3,Lomandra,3
38,0.741,48,5,2hour_post,F3,Lomandra,3
38,0.432,48,30,2hour_post,F3,Lomandra,3
39,0,48,120,2hour_post,F4,Euc,12
39,0.755,40,30,2hour_post,F4,Euc,12
39,0.789,30,30,2hour_post,F4,Euc,12
39,0.841,40,5,2hour_post,F4,Euc,12
39,0,40,120,2hour_post,F4,Euc,12
39,0.51,48,5,2hour_post,F4,Euc,12
39,0.688,30,120,2hour_post,F4,Euc,12
39,0.784,30,5,2hour_post,F4,Euc,12
39,0.167,48,30,2hour_post,F4,Euc,12
4,0.788,30,30,2hour_post,A4,Poplar,12
4,0.82,30,5,2hour_post,A4,Poplar,12
4,0.834,40,5,2hour_post,A4,Poplar,12
4,0.656,40,120,2hour_post,A4,Poplar,12
4,0.758,40,30,2hour_post,A4,Poplar,12
4,0.273,48,30,2hour_post,A4,Poplar,12
4,0.704,48,5,2hour_post,A4,Poplar,12
4,0.746,30,120,2hour_post,A4,Poplar,12
4,0.112,48,120,2hour_post,A4,Poplar,12
40,0.088,48,120,2hour_post,F5,Poplar,3
40,0.848,40,5,2hour_post,F5,Poplar,3
40,0.6,40,120,2hour_post,F5,Poplar,3
40,0.276,48,30,2hour_post,F5,Poplar,3
40,0.768,30,120,2hour_post,F5,Poplar,3
40,0.667,48,5,2hour_post,F5,Poplar,3
40,0.813,30,5,2hour_post,F5,Poplar,3
40,0.816,40,30,2hour_post,F5,Poplar,3
40,0.807,30,30,2hour_post,F5,Poplar,3
41,0.68,48,5,2hour_post,F6,Poplar,0
41,0.814,30,5,2hour_post,F6,Poplar,0
41,0.787,30,30,2hour_post,F6,Poplar,0
41,0.133,48,120,2hour_post,F6,Poplar,0
41,0.454,48,30,2hour_post,F6,Poplar,0
41,0.844,40,5,2hour_post,F6,Poplar,0
41,0.808,40,30,2hour_post,F6,Poplar,0
41,0.44,40,120,2hour_post,F6,Poplar,0
41,0.754,30,120,2hour_post,F6,Poplar,0
42,0,48,120,2hour_post,F7,Euc,24
42,0.297,48,30,2hour_post,F7,Euc,24
42,0.808,30,5,2hour_post,F7,Euc,24
42,0.803,30,30,2hour_post,F7,Euc,24
42,0,40,120,2hour_post,F7,Euc,24
42,0.738,30,120,2hour_post,F7,Euc,24
42,0.771,40,30,2hour_post,F7,Euc,24
42,0.839,40,5,2hour_post,F7,Euc,24
42,0.686,48,5,2hour_post,F7,Euc,24
43,0.405,48,120,2hour_post,G1,Lomandra,0
43,0.776,30,120,2hour_post,G1,Lomandra,0
43,0.794,40,30,2hour_post,G1,Lomandra,0
43,0.804,40,5,2hour_post,G1,Lomandra,0
43,0.793,30,30,2hour_post,G1,Lomandra,0
43,0.761,48,5,2hour_post,G1,Lomandra,0
43,0.792,30,5,2hour_post,G1,Lomandra,0
43,0.494,48,30,2hour_post,G1,Lomandra,0
43,0.671,40,120,2hour_post,G1,Lomandra,0
44,0.744,30,120,2hour_post,G2,Euc,3
44,0.757,40,30,2hour_post,G2,Euc,3
44,0.211,48,30,2hour_post,G2,Euc,3
44,0.797,30,30,2hour_post,G2,Euc,3
44,0,48,120,2hour_post,G2,Euc,3
44,0.523,40,120,2hour_post,G2,Euc,3
44,0.634,48,5,2hour_post,G2,Euc,3
44,0.794,30,5,2hour_post,G2,Euc,3
44,0.822,40,5,2hour_post,G2,Euc,3
45,0.588,48,5,2hour_post,G3,Euc,0
45,0.806,30,30,2hour_post,G3,Euc,0
45,0.743,30,120,2hour_post,G3,Euc,0
45,0,48,120,2hour_post,G3,Euc,0
45,0.787,30,5,2hour_post,G3,Euc,0
45,0.807,40,30,2hour_post,G3,Euc,0
45,0.327,48,30,2hour_post,G3,Euc,0
45,0.823,40,5,2hour_post,G3,Euc,0
45,0.507,40,120,2hour_post,G3,Euc,0
46,0.44,48,30,2hour_post,G4,Poplar,24
46,0.34,40,120,2hour_post,G4,Poplar,24
46,0,48,120,2hour_post,G4,Poplar,24
46,0.817,40,30,2hour_post,G4,Poplar,24
46,0.809,30,30,2hour_post,G4,Poplar,24
46,0.736,30,120,2hour_post,G4,Poplar,24
46,0.838,40,5,2hour_post,G4,Poplar,24
46,0.801,30,5,2hour_post,G4,Poplar,24
46,0.698,48,5,2hour_post,G4,Poplar,24
47,0.805,30,30,2hour_post,G5,Poplar,12
47,0.709,30,120,2hour_post,G5,Poplar,12
47,0,48,120,2hour_post,G5,Poplar,12
47,0.809,30,5,2hour_post,G5,Poplar,12
47,0.79,40,30,2hour_post,G5,Poplar,12
47,0.455,48,30,2hour_post,G5,Poplar,12
47,0.574,40,120,2hour_post,G5,Poplar,12
47,0.84,40,5,2hour_post,G5,Poplar,12
47,0.746,48,5,2hour_post,G5,Poplar,12
48,0.483,48,30,2hour_post,G6,Lomandra,24
48,0,48,120,2hour_post,G6,Lomandra,24
48,0.697,30,120,2hour_post,G6,Lomandra,24
48,0.788,30,30,2hour_post,G6,Lomandra,24
48,0.545,40,120,2hour_post,G6,Lomandra,24
48,0.761,48,5,2hour_post,G6,Lomandra,24
48,0.778,30,5,2hour_post,G6,Lomandra,24
48,0.781,40,30,2hour_post,G6,Lomandra,24
48,0.822,40,5,2hour_post,G6,Lomandra,24
5,0,40,120,2hour_post,A5,Euc,3
5,0.732,40,30,2hour_post,A5,Euc,3
5,0.759,30,120,2hour_post,A5,Euc,3
5,0.843,40,5,2hour_post,A5,Euc,3
5,0,48,30,2hour_post,A5,Euc,3
5,0,48,120,2hour_post,A5,Euc,3
5,0.788,30,30,2hour_post,A5,Euc,3
5,0.804,30,5,2hour_post,A5,Euc,3
5,0.617,48,5,2hour_post,A5,Euc,3
6,0.847,40,5,2hour_post,A6,Poplar,3
6,0.096,48,120,2hour_post,A6,Poplar,3
6,0.455,48,30,2hour_post,A6,Poplar,3
6,0.804,40,30,2hour_post,A6,Poplar,3
6,0.766,30,120,2hour_post,A6,Poplar,3
6,0.7,40,120,2hour_post,A6,Poplar,3
6,0.807,30,30,2hour_post,A6,Poplar,3
6,0.817,30,5,2hour_post,A6,Poplar,3
6,0.739,48,5,2hour_post,A6,Poplar,3
7,0.777,30,120,2hour_post,A7,Poplar,12
7,0.826,40,30,2hour_post,A7,Poplar,12
7,0.722,48,5,2hour_post,A7,Poplar,12
7,0.299,48,120,2hour_post,A7,Poplar,12
7,0.836,40,5,2hour_post,A7,Poplar,12
7,0.519,48,30,2hour_post,A7,Poplar,12
7,0.817,30,5,2hour_post,A7,Poplar,12
7,0.712,40,120,2hour_post,A7,Poplar,12
7,0.8,30,30,2hour_post,A7,Poplar,12
8,0.701,40,30,2hour_post,B1,Euc,24
8,0,40,120,2hour_post,B1,Euc,24
8,0,48,120,2hour_post,B1,Euc,24
8,0.637,48,5,2hour_post,B1,Euc,24
8,0.817,40,5,2hour_post,B1,Euc,24
8,0.799,30,30,2hour_post,B1,Euc,24
8,0.749,30,120,2hour_post,B1,Euc,24
8,0,48,30,2hour_post,B1,Euc,24
8,0.813,30,5,2hour_post,B1,Euc,24
9,0.749,40,30,2hour_post,B2,Euc,24
9,0.736,30,120,2hour_post,B2,Euc,24
9,0.611,48,5,2hour_post,B2,Euc,24
9,0.844,40,5,2hour_post,B2,Euc,24
9,0,48,120,2hour_post,B2,Euc,24
9,0,40,120,2hour_post,B2,Euc,24
9,0,48,30,2hour_post,B2,Euc,24
9,0.809,30,5,2hour_post,B2,Euc,24
9,0.792,30,30,2hour_post,B2,Euc,24
1,0.6,40,120,30min post,A1,Poplar,24
1,0.669,40,30,30min post,A1,Poplar,24
1,0,48,120,30min post,A1,Poplar,24
1,0.769,30,120,30min post,A1,Poplar,24
1,0.762,40,5,30min post,A1,Poplar,24
1,0.45,48,30,30min post,A1,Poplar,24
1,0.67,48,5,30min post,A1,Poplar,24
1,0.811,30,5,30min post,A1,Poplar,24
1,0.741,30,30,30min post,A1,Poplar,24
10,0.738,30,30,30min post,B3,Poplar,3
10,0,48,120,30min post,B3,Poplar,3
10,0.571,48,5,30min post,B3,Poplar,3
10,0.718,30,120,30min post,B3,Poplar,3
10,0.772,40,5,30min post,B3,Poplar,3
10,0.555,40,120,30min post,B3,Poplar,3
10,0.128,48,30,30min post,B3,Poplar,3
10,0.616,40,30,30min post,B3,Poplar,3
10,0.807,30,5,30min post,B3,Poplar,3
11,0.689,30,30,30min post,B4,Euc,12
11,0.618,30,120,30min post,B4,Euc,12
11,0.745,40,5,30min post,B4,Euc,12
11,0,40,120,30min post,B4,Euc,12
11,0,48,120,30min post,B4,Euc,12
11,0.459,48,5,30min post,B4,Euc,12
11,0.806,30,5,30min post,B4,Euc,12
11,0.508,40,30,30min post,B4,Euc,12
11,0,48,30,30min post,B4,Euc,12
12,0.743,40,5,30min post,B5,Lomandra,0
12,0.537,40,120,30min post,B5,Lomandra,0
12,0.649,30,120,30min post,B5,Lomandra,0
12,0,48,120,30min post,B5,Lomandra,0
12,0.63,30,30,30min post,B5,Lomandra,0
12,0.664,40,30,30min post,B5,Lomandra,0
12,0.768,30,5,30min post,B5,Lomandra,0
12,0.577,48,5,30min post,B5,Lomandra,0
12,0.302,48,30,30min post,B5,Lomandra,0
13,0.698,30,120,30min post,B6,Lomandra,3
13,0.712,40,5,30min post,B6,Lomandra,3
13,0.659,30,30,30min post,B6,Lomandra,3
13,0.316,48,120,30min post,B6,Lomandra,3
13,0.678,40,30,30min post,B6,Lomandra,3
13,0.623,48,5,30min post,B6,Lomandra,3
13,0.63,40,120,30min post,B6,Lomandra,3
13,0.788,30,5,30min post,B6,Lomandra,3
13,0.348,48,30,30min post,B6,Lomandra,3
14,0.738,30,30,30min post,B7,Lomandra,0
14,0.673,30,120,30min post,B7,Lomandra,0
14,0.752,40,5,30min post,B7,Lomandra,0
14,0.345,48,120,30min post,B7,Lomandra,0
14,0.741,40,30,30min post,B7,Lomandra,0
14,0.654,48,5,30min post,B7,Lomandra,0
14,0.753,30,5,30min post,B7,Lomandra,0
14,0.519,48,30,30min post,B7,Lomandra,0
14,0.669,40,120,30min post,B7,Lomandra,0
15,0.68,40,30,30min post,C1,Poplar,24
15,0.716,30,120,30min post,C1,Poplar,24
15,0.758,30,30,30min post,C1,Poplar,24
15,0,48,120,30min post,C1,Poplar,24
15,0.42,40,120,30min post,C1,Poplar,24
15,0.758,40,5,30min post,C1,Poplar,24
15,0.82,30,5,30min post,C1,Poplar,24
15,0.661,48,5,30min post,C1,Poplar,24
15,0.392,48,30,30min post,C1,Poplar,24
16,0,40,120,30min post,C2,Euc,3
16,0,48,120,30min post,C2,Euc,3
16,0.524,40,30,30min post,C2,Euc,3
16,0.76,40,5,30min post,C2,Euc,3
16,0.48,48,5,30min post,C2,Euc,3
16,0.689,30,120,30min post,C2,Euc,3
16,0.735,30,30,30min post,C2,Euc,3
16,0.81,30,5,30min post,C2,Euc,3
16,0,48,30,30min post,C2,Euc,3
17,0.533,40,120,30min post,C3,Lomandra,12
17,0.624,30,30,30min post,C3,Lomandra,12
17,0.579,30,120,30min post,C3,Lomandra,12
17,0,48,120,30min post,C3,Lomandra,12
17,0.577,48,5,30min post,C3,Lomandra,12
17,0.711,40,5,30min post,C3,Lomandra,12
17,0.749,30,5,30min post,C3,Lomandra,12
17,0.611,40,30,30min post,C3,Lomandra,12
17,0.282,48,30,30min post,C3,Lomandra,12
18,0,48,120,30min post,C4,Euc,0
18,0.661,30,120,30min post,C4,Euc,0
18,0.664,30,30,30min post,C4,Euc,0
18,0.781,30,5,30min post,C4,Euc,0
18,0.72,40,5,30min post,C4,Euc,0
18,0.461,40,120,30min post,C4,Euc,0
18,0.45,48,5,30min post,C4,Euc,0
18,0,48,30,30min post,C4,Euc,0
18,0.586,40,30,30min post,C4,Euc,0
19,0.728,30,30,30min post,C5,Poplar,0
19,0.63,30,120,30min post,C5,Poplar,0
19,0.805,30,5,30min post,C5,Poplar,0
19,0.769,40,5,30min post,C5,Poplar,0
19,0.42,40,120,30min post,C5,Poplar,0
19,0.069,48,120,30min post,C5,Poplar,0
19,0.568,48,5,30min post,C5,Poplar,0
19,0.61,40,30,30min post,C5,Poplar,0
19,0.121,48,30,30min post,C5,Poplar,0
2,0.655,30,120,30min post,A2,Lomandra,24
2,0.625,40,120,30min post,A2,Lomandra,24
2,0.745,40,5,30min post,A2,Lomandra,24
2,0.728,30,30,30min post,A2,Lomandra,24
2,0.606,40,30,30min post,A2,Lomandra,24
2,0,48,120,30min post,A2,Lomandra,24
2,0.808,30,5,30min post,A2,Lomandra,24
2,0.647,48,5,30min post,A2,Lomandra,24
2,0,48,30,30min post,A2,Lomandra,24
20,0,48,120,30min post,C6,Euc,24
20,0,40,120,30min post,C6,Euc,24
20,0.528,40,30,30min post,C6,Euc,24
20,0.067,48,30,30min post,C6,Euc,24
20,0.765,40,5,30min post,C6,Euc,24
20,0.708,30,30,30min post,C6,Euc,24
20,0.482,48,5,30min post,C6,Euc,24
20,0.644,30,120,30min post,C6,Euc,24
20,0.801,30,5,30min post,C6,Euc,24
21,0.733,30,30,30min post,C7,Poplar,0
21,0.106,48,120,30min post,C7,Poplar,0
21,0.587,48,5,30min post,C7,Poplar,0
21,0.687,30,120,30min post,C7,Poplar,0
21,0.782,40,5,30min post,C7,Poplar,0
21,0.321,48,30,30min post,C7,Poplar,0
21,0.536,40,120,30min post,C7,Poplar,0
21,0.689,40,30,30min post,C7,Poplar,0
21,0.817,30,5,30min post,C7,Poplar,0
22,0,40,120,30min post,D1,Euc,0
22,0.749,30,30,30min post,D1,Euc,0
22,0.732,30,120,30min post,D1,Euc,0
22,0.752,40,5,30min post,D1,Euc,0
22,0,48,120,30min post,D1,Euc,0
22,0.796,30,5,30min post,D1,Euc,0
22,0.522,48,5,30min post,D1,Euc,0
22,0.637,40,30,30min post,D1,Euc,0
22,0,48,30,30min post,D1,Euc,0
23,0,48,120,30min post,D2,Lomandra,12
23,0.566,48,5,30min post,D2,Lomandra,12
23,0.511,40,120,30min post,D2,Lomandra,12
23,0.633,30,30,30min post,D2,Lomandra,12
23,0.594,40,30,30min post,D2,Lomandra,12
23,0.669,40,5,30min post,D2,Lomandra,12
23,0,48,30,30min post,D2,Lomandra,12
23,0.585,30,120,30min post,D2,Lomandra,12
