AOI,FvFm,Temp,Time,Measurement,Cell,Species,Collection
37,0.803,30,120,7hour_post,F2,Poplar,12
37,0.436,48,30,7hour_post,F2,Poplar,12
37,0.586,40,120,7hour_post,F2,Poplar,12
37,0.802,30,30,7hour_post,F2,Poplar,12
37,0.8,30,5,7hour_post,F2,Poplar,12
38,0.714,30,120,7hour_post,F3,Lomandra,3
38,0.72,48,5,7hour_post,F3,Lomandra,3
38,0.394,48,120,7hour_post,F3,Lomandra,3
38,0.788,40,5,7hour_post,F3,Lomandra,3
38,0.791,30,30,7hour_post,F3,Lomandra,3
38,0.784,40,30,7hour_post,F3,Lomandra,3
38,0.787,30,5,7hour_post,F3,Lomandra,3
38,0.599,48,30,7hour_post,F3,Lomandra,3
38,0.578,40,120,7hour_post,F3,Lomandra,3
39,0.774,30,120,7hour_post,F4,Euc,12
39,0,48,120,7hour_post,F4,Euc,12
39,0.763,30,5,7hour_post,F4,Euc,12
39,0.394,40,120,7hour_post,F4,Euc,12
39,0.371,48,5,7hour_post,F4,Euc,12
39,0.782,40,5,7hour_post,F4,Euc,12
39,0.756,30,30,7hour_post,F4,Euc,12
39,0.774,40,30,7hour_post,F4,Euc,12
39,0.182,48,30,7hour_post,F4,Euc,12
4,0.202,48,120,7hour_post,A4,Poplar,12
4,0.811,40,5,7hour_post,A4,Poplar,12
4,0.651,48,5,7hour_post,A4,Poplar,12
4,0.818,40,30,7hour_post,A4,Poplar,12
4,0.335,48,30,7hour_post,A4,Poplar,12
4,0.677,40,120,7hour_post,A4,Poplar,12
4,0.807,30,30,7hour_post,A4,Poplar,12
4,0.784,30,120,7hour_post,A4,Poplar,12
4,0.822,30,5,7hour_post,A4,Poplar,12
40,0.799,30,120,7hour_post,F5,Poplar,3
40,0.08,48,120,7hour_post,F5,Poplar,3
40,0.828,30,30,7hour_post,F5,Poplar,3
40,0.844,40,30,7hour_post,F5,Poplar,3
40,0.821,30,5,7hour_post,F5,Poplar,3
40,0.825,40,5,7hour_post,F5,Poplar,3
40,0.644,40,120,7hour_post,F5,Poplar,3
40,0.633,48,5,7hour_post,F5,Poplar,3
40,0.293,48,30,7hour_post,F5,Poplar,3
41,0.781,30,120,7hour_post,F6,Poplar,0
41,0.816,30,30,7hour_post,F6,Poplar,0
41,0.117,48,120,7hour_post,F6,Poplar,0
41,0.815,30,5,7hour_post,F6,Poplar,0
41,0.638,48,5,7hour_post,F6,Poplar,0
41,0.835,40,30,7hour_post,F6,Poplar,0
41,0.825,40,5,7hour_post,F6,Poplar,0
41,0.482,48,30,7hour_post,F6,Poplar,0
41,0.428,40,120,7hour_post,F6,Poplar,0
42,0.781,30,120,7hour_post,F7,Euc,24
42,0.818,30,30,7hour_post,F7,Euc,24
42,0,48,120,7hour_post,F7,Euc,24
42,0.816,40,5,7hour_post,F7,Euc,24
42,0.266,48,30,7hour_post,F7,Euc,24
42,0.785,40,30,7hour_post,F7,Euc,24
42,0.806,30,5,7hour_post,F7,Euc,24
42,0.574,48,5,7hour_post,F7,Euc,24
42,0,40,120,7hour_post,F7,Euc,24
43,0.772,40,5,7hour_post,G1,Lomandra,0
43,0.791,40,30,7hour_post,G1,Lomandra,0
43,0.424,48,120,7hour_post,G1,Lomandra,0
43,0.792,30,120,7hour_post,G1,Lomandra,0
43,0.793,30,30,7hour_post,G1,Lomandra,0
43,0.729,48,5,7hour_post,G1,Lomandra,0
43,0.788,30,5,7hour_post,G1,Lomandra,0
43,0.517,48,30,7hour_post,G1,Lomandra,0
43,0.647,40,120,7hour_post,G1,Lomandra,0
44,0.779,30,120,7hour_post,G2,Euc,3
44,0.792,30,30,7hour_post,G2,Euc,3
44,0.785,40,30,7hour_post,G2,Euc,3
44,0,48,120,7hour_post,G2,Euc,3
44,0.789,40,5,7hour_post,G2,Euc,3
44,0.601,40,120,7hour_post,G2,Euc,3
44,0.794,30,5,7hour_post,G2,Euc,3
44,0.52,48,5,7hour_post,G2,Euc,3
44,0.214,48,30,7hour_post,G2,Euc,3
45,0.782,30,30,7hour_post,G3,Euc,0
45,0.765,30,120,7hour_post,G3,Euc,0
45,0.782,30,5,7hour_post,G3,Euc,0
45,0.796,40,5,7hour_post,G3,Euc,0
45,0.078,48,120,7hour_post,G3,Euc,0
45,0.801,40,30,7hour_post,G3,Euc,0
45,0.267,48,30,7hour_post,G3,Euc,0
45,0.459,40,120,7hour_post,G3,Euc,0
45,0.415,48,5,7hour_post,G3,Euc,0
46,0.83,40,30,7hour_post,G4,Poplar,24
46,0.404,48,30,7hour_post,G4,Poplar,24
46,0.82,40,5,7hour_post,G4,Poplar,24
46,0.242,48,120,7hour_post,G4,Poplar,24
46,0.661,48,5,7hour_post,G4,Poplar,24
46,0.776,30,120,7hour_post,G4,Poplar,24
46,0.811,30,5,7hour_post,G4,Poplar,24
46,0.81,30,30,7hour_post,G4,Poplar,24
46,0.366,40,120,7hour_post,G4,Poplar,24
47,0.69,48,5,7hour_post,G5,Poplar,12
47,0.748,30,120,7hour_post,G5,Poplar,12
47,0.811,30,5,7hour_post,G5,Poplar,12
47,0.815,40,5,7hour_post,G5,Poplar,12
47,0.82,30,30,7hour_post,G5,Poplar,12
47,0,48,120,7hour_post,G5,Poplar,12
47,0.473,48,30,7hour_post,G5,Poplar,12
47,0.828,40,30,7hour_post,G5,Poplar,12
47,0.597,40,120,7hour_post,G5,Poplar,12
48,0.374,48,120,7hour_post,G6,Lomandra,24
48,0.735,48,5,7hour_post,G6,Lomandra,24
48,0.741,30,120,7hour_post,G6,Lomandra,24
48,0.56,48,30,7hour_post,G6,Lomandra,24
48,0.798,40,5,7hour_post,G6,Lomandra,24
48,0.473,40,120,7hour_post,G6,Lomandra,24
48,0.807,30,30,7hour_post,G6,Lomandra,24
48,0.801,40,30,7hour_post,G6,Lomandra,24
48,0.78,30,5,7hour_post,G6,Lomandra,24
5,0,48,120,7hour_post,A5,Euc,3
5,0.831,40,5,7hour_post,A5,Euc,3
5,0.792,40,30,7hour_post,A5,Euc,3
5,0,40,120,7hour_post,A5,Euc,3
5,0,48,30,7hour_post,A5,Euc,3
5,0.508,48,5,7hour_post,A5,Euc,3
5,0.813,30,30,7hour_post,A5,Euc,3
5,0.792,30,120,7hour_post,A5,Euc,3
5,0.802,30,5,7hour_post,A5,Euc,3
6,0.84,40,30,7hour_post,A6,Poplar,3
6,0.459,48,30,7hour_post,A6,Poplar,3
6,0.131,48,120,7hour_post,A6,Poplar,3
6,0.833,40,5,7hour_post,A6,Poplar,3
6,0.687,48,5,7hour_post,A6,Poplar,3
6,0.817,30,30,7hour_post,A6,Poplar,3
6,0.811,30,5,7hour_post,A6,Poplar,3
6,0.784,30,120,7hour_post,A6,Poplar,3
6,0.698,40,120,7hour_post,A6,Poplar,3
7,0.387,48,120,7hour_post,A7,Poplar,12
7,0.83,40,5,7hour_post,A7,Poplar,12
7,0.827,40,30,7hour_post,A7,Poplar,12
7,0.671,48,5,7hour_post,A7,Poplar,12
7,0.799,30,120,7hour_post,A7,Poplar,12
7,0.811,30,5,7hour_post,A7,Poplar,12
7,0.551,48,30,7hour_post,A7,Poplar,12
7,0.705,40,120,7hour_post,A7,Poplar,12
7,0.826,30,30,7hour_post,A7,Poplar,12
8,0.798,40,5,7hour_post,B1,Euc,24
8,0.775,40,30,7hour_post,B1,Euc,24
8,0,48,30,7hour_post,B1,Euc,24
8,0.809,30,30,7hour_post,B1,Euc,24
8,0.533,48,5,7hour_post,B1,Euc,24
8,0.8,30,120,7hour_post,B1,Euc,24
8,0,48,120,7hour_post,B1,Euc,24
8,0.78,30,5,7hour_post,B1,Euc,24
8,0,40,120,7hour_post,B1,Euc,24
9,0.76,40,5,7hour_post,B2,Euc,24
9,0.744,40,30,7hour_post,B2,Euc,24
9,0.474,48,5,7hour_post,B2,Euc,24
9,0,48,120,7hour_post,B2,Euc,24
9,0.729,30,120,7hour_post,B2,Euc,24
9,0.807,30,5,7hour_post,B2,Euc,24
9,0,48,30,7hour_post,B2,Euc,24
9,0.7,30,30,7hour_post,B2,Euc,24
9,0,40,120,7hour_post,B2,Euc,24
1,0.827,48,5,initial,A1,Poplar,24
1,0.825,48,120,initial,A1,Poplar,24
1,0.788,30,5,initial,A1,Poplar,24
1,0.814,40,5,initial,A1,Poplar,24
1,0.821,40,120,initial,A1,Poplar,24
1,0.796,40,30,initial,A1,Poplar,24
1,0.822,48,30,initial,A1,Poplar,24
1,0.788,30,30,initial,A1,Poplar,24
1,0.835,30,120,initial,A1,Poplar,24
10,0.818,40,30,initial,B3,Poplar,3
10,0.812,30,30,initial,B3,Poplar,3
10,0.844,48,120,initial,B3,Poplar,3
10,0.831,30,120,initial,B3,Poplar,3
10,0.838,40,5,initial,B3,Poplar,3
10,0.816,30,5,initial,B3,Poplar,3
10,0.851,48,5,initial,B3,Poplar,3
10,0.834,40,120,initial,B3,Poplar,3
10,0.839,48,30,initial,B3,Poplar,3
11,0.817,40,5,initial,B4,Euc,12
11,0.819,40,120,initial,B4,Euc,12
11,0.82,40,30,initial,B4,Euc,12
11,0.839,48,120,initial,B4,Euc,12
11,0.821,30,5,initial,B4,Euc,12
11,0.831,30,120,initial,B4,Euc,12
11,0.81,30,30,initial,B4,Euc,12
11,0.848,48,5,initial,B4,Euc,12
11,0.837,48,30,initial,B4,Euc,12
12,0.783,40,30,initial,B5,Lomandra,0
12,0.816,30,120,initial,B5,Lomandra,0
12,0.748,30,30,initial,B5,Lomandra,0
12,0.773,48,5,initial,B5,Lomandra,0
12,0.794,48,120,initial,B5,Lomandra,0
12,0.778,30,5,initial,B5,Lomandra,0
12,0.795,40,5,initial,B5,Lomandra,0
12,0.804,48,30,initial,B5,Lomandra,0
12,0.803,40,120,initial,B5,Lomandra,0
13,0.783,40,5,initial,B6,Lomandra,3
13,0.779,40,30,initial,B6,Lomandra,3
13,0.806,30,120,initial,B6,Lomandra,3
13,0.759,30,30,initial,B6,Lomandra,3
13,0.795,48,120,initial,B6,Lomandra,3
13,0.782,30,5,initial,B6,Lomandra,3
13,0.791,48,30,initial,B6,Lomandra,3
13,0.809,48,5,initial,B6,Lomandra,3
13,0.788,40,120,initial,B6,Lomandra,3
14,0.817,30,120,initial,B7,Lomandra,0
14,0.79,40,30,initial,B7,Lomandra,0
14,0.8,40,5,initial,B7,Lomandra,0
14,0.77,30,5,initial,B7,Lomandra,0
14,0.808,48,30,initial,B7,Lomandra,0
14,0.796,40,120,initial,B7,Lomandra,0
14,0.816,48,120,initial,B7,Lomandra,0
14,0.824,48,5,initial,B7,Lomandra,0
14,0.784,30,30,initial,B7,Lomandra,0
15,0.813,30,5,initial,C1,Poplar,24
15,0.796,30,30,initial,C1,Poplar,24
15,0.811,40,5,initial,C1,Poplar,24
15,0.804,48,120,initial,C1,Poplar,24
15,0.814,48,30,initial,C1,Poplar,24
15,0.827,48,5,initial,C1,Poplar,24
15,0.799,40,30,initial,C1,Poplar,24
15,0.805,30,120,initial,C1,Poplar,24
15,0.816,40,120,initial,C1,Poplar,24
16,0.812,40,30,initial,C2,Euc,3
16,0.826,40,5,initial,C2,Euc,3
16,0.828,30,120,initial,C2,Euc,3
16,0.811,30,5,initial,C2,Euc,3
16,0.843,48,5,initial,C2,Euc,3
16,0.837,48,30,initial,C2,Euc,3
16,0.833,40,120,initial,C2,Euc,3
16,0.842,48,120,initial,C2,Euc,3
16,0.81,30,30,initial,C2,Euc,3
17,0.766,30,5,initial,C3,Lomandra,12
17,0.771,40,5,initial,C3,Lomandra,12
17,0.776,48,5,initial,C3,Lomandra,12
17,0.797,48,120,initial,C3,Lomandra,12
17,0.753,40,30,initial,C3,Lomandra,12
17,0.781,48,30,initial,C3,Lomandra,12
17,0.757,30,120,initial,C3,Lomandra,12
17,0.773,40,120,initial,C3,Lomandra,12
17,0.764,30,30,initial,C3,Lomandra,12
18,0.818,48,30,initial,C4,Euc,0
18,0.83,48,5,initial,C4,Euc,0
18,0.828,30,120,initial,C4,Euc,0
18,0.794,30,5,initial,C4,Euc,0
18,0.802,30,30,initial,C4,Euc,0
18,0.804,40,30,initial,C4,Euc,0
18,0.815,48,120,initial,C4,Euc,0
18,0.816,40,5,initial,C4,Euc,0
18,0.82,40,120,initial,C4,Euc,0
19,0.813,30,5,initial,C5,Poplar,0
19,0.811,40,30,initial,C5,Poplar,0
19,0.844,30,120,initial,C5,Poplar,0
19,0.829,40,5,initial,C5,Poplar,0
19,0.803,30,30,initial,C5,Poplar,0
19,0.822,48,120,initial,C5,Poplar,0
19,0.849,48,5,initial,C5,Poplar,0
19,0.831,48,30,initial,C5,Poplar,0
19,0.818,40,120,initial,C5,Poplar,0
2,0.805,40,120,initial,A2,Lomandra,24
2,0.797,30,5,initial,A2,Lomandra,24
2,0.818,30,120,initial,A2,Lomandra,24
2,0.799,30,30,initial,A2,Lomandra,24
2,0.779,40,30,initial,A2,Lomandra,24
2,0.804,40,5,initial,A2,Lomandra,24
2,0.813,48,5,initial,A2,Lomandra,24
2,0.814,48,120,initial,A2,Lomandra,24
2,0.799,48,30,initial,A2,Lomandra,24
20,0.81,30,5,initial,C6,Euc,24
20,0.826,48,120,initial,C6,Euc,24
20,0.82,40,5,initial,C6,Euc,24
20,0.828,48,30,initial,C6,Euc,24
20,0.804,40,30,initial,C6,Euc,24
20,0.824,30,120,initial,C6,Euc,24
20,0.833,40,120,initial,C6,Euc,24
20,0.847,48,5,initial,C6,Euc,24
20,0.805,30,30,initial,C6,Euc,24
21,0.818,40,30,initial,C7,Poplar,0
21,0.816,30,5,initial,C7,Poplar,0
21,0.848,30,120,initial,C7,Poplar,0
21,0.844,48,30,initial,C7,Poplar,0
21,0.836,48,120,initial,C7,Poplar,0
21,0.845,48,5,initial,C7,Poplar,0
21,0.813,30,30,initial,C7,Poplar,0
21,0.829,40,120,initial,C7,Poplar,0
21,0.833,40,5,initial,C7,Poplar,0
22,0.804,40,30,initial,D1,Euc,0
22,0.8,30,5,initial,D1,Euc,0
22,0.824,30,120,initial,D1,Euc,0
22,0.828,48,120,initial,D1,Euc,0
22,0.831,48,5,initial,D1,Euc,0
22,0.817,40,5,initial,D1,Euc,0
22,0.805,30,30,initial,D1,Euc,0
22,0.829,48,30,initial,D1,Euc,0
22,0.809,40,120,initial,D1,Euc,0
23,0.765,40,30,initial,D2,Lomandra,12
23,0.77,30,30,initial,D2,Lomandra,12
23,0.802,48,120,initial,D2,Lomandra,12
23,0.769,30,5,initial,D2,Lomandra,12
23,0.778,48,30,initial,D2,Lomandra,12
23,0.799,30,120,initial,D2,Lomandra,12
23,0.77,48,5,initial,D2,Lomandra,12
23,0.754,40,5,initial,D2,Lomandra,12
23,0.779,40,120,initial,D2,Lomandra,12
24,0.791,40,30,initial,D3,Poplar,24
24,0.805,48,120,initial,D3,Poplar,24
24,0.808,30,5,initial,D3,Poplar,24
24,0.81,40,5,initial,D3,Poplar,24
24,0.808,30,120,initial,D3,Poplar,24
24,0.81,30,30,initial,D3,Poplar,24
24,0.831,48,5,initial,D3,Poplar,24
24,0.799,48,30,initial,D3,Poplar,24
24,0.805,40,120,initial,D3,Poplar,24
25,0.738,40,30,initial,D4,Lomandra,12
25,0.764,30,5,initial,D4,Lomandra,12
25,0.776,40,5,initial,D4,Lomandra,12
25,0.761,30,30,initial,D4,Lomandra,12
25,0.775,48,5,initial,D4,Lomandra,12
25,0.796,48,120,initial,D4,Lomandra,12
25,0.801,30,120,initial,D4,Lomandra,12
25,0.785,40,120,initial,D4,Lomandra,12
25,0.786,48,30,initial,D4,Lomandra,12
26,0.794,30,5,initial,D5,Euc,12
26,0.814,40,30,initial,D5,Euc,12
26,0.842,40,5,initial,D5,Euc,12
26,0.813,48,30,initial,D5,Euc,12
26,0.848,48,5,initial,D5,Euc,12
26,0.815,30,30,initial,D5,Euc,12
26,0.832,48,120,initial,D5,Euc,12
26,0.843,30,120,initial,D5,Euc,12
26,0.825,40,120,initial,D5,Euc,12
27,0.832,48,120,initial,D6,Poplar,0
27,0.815,40,30,initial,D6,Poplar,0
27,0.805,30,30,initial,D6,Poplar,0
27,0.847,48,5,initial,D6,Poplar,0
27,0.811,30,5,initial,D6,Poplar,0
27,0.83,40,5,initial,D6,Poplar,0
27,0.828,48,30,initial,D6,Poplar,0
27,0.819,40,120,initial,D6,Poplar,0
27,0.84,30,120,initial,D6,Poplar,0
28,0.786,40,30,initial,D7,Lomandra,24
28,0.828,48,5,initial,D7,Lomandra,24
28,0.787,30,5,initial,D7,Lomandra,24
28,0.815,40,5,initial,D7,Lomandra,24
28,0.806,48,120,initial,D7,Lomandra,24
28,0.806,30,120,initial,D7,Lomandra,24
28,0.801,40,120,initial,D7,Lomandra,24
28,0.809,48,30,initial,D7,Lomandra,24
28,0.79,30,30,initial,D7,Lomandra,24
29,0.831,48,5,initial,E1,Euc,3
29,0.823,40,30,initial,E1,Euc,3
29,0.83,40,120,initial,E1,Euc,3
29,0.825,30,120,initial,E1,Euc,3
29,0.824,48,30,initial,E1,Euc,3
29,0.827,48,120,initial,E1,Euc,3
29,0.796,30,5,initial,E1,Euc,3
29,0.804,30,30,initial,E1,Euc,3
29,0.817,40,5,initial,E1,Euc,3
3,0.818,40,30,initial,A3,Euc,12
3,0.79,30,5,initial,A3,Euc,12
3,0.832,40,5,initial,A3,Euc,12
3,0.847,48,5,initial,A3,Euc,12
3,0.84,48,120,initial,A3,Euc,12
3,0.846,30,120,initial,A3,Euc,12
3,0.815,48,30,initial,A3,Euc,12
3,0.822,30,30,initial,A3,Euc,12
3,0.818,40,120,initial,A3,Euc,12
30,0.748,48,5,initial,E2,Lomandra,12
30,0.762,40,30,initial,E2,Lomandra,12
30,0.791,30,120,initial,E2,Lomandra,12
30,0.772,30,5,initial,E2,Lomandra,12
30,0.753,40,120,initial,E2,Lomandra,12
30,0.79,48,30,initial,E2,Lomandra,12
30,0.778,30,30,initial,E2,Lomandra,12
30,0.792,48,120,initial,E2,Lomandra,12
30,0.768,40,5,initial,E2,Lomandra,12
31,0.804,48,5,initial,E3,Lomandra,3
31,0.781,40,30,initial,E3,Lomandra,3
31,0.769,30,5,initial,E3,Lomandra,3
31,0.798,40,120,initial,E3,Lomandra,3
31,0.81,30,120,initial,E3,Lomandra,3
31,0.753,48,120,initial,E3,Lomandra,3
31,0.774,40,5,initial,E3,Lomandra,3
31,0.747,30,30,initial,E3,Lomandra,3
31,0.742,48,30,initial,E3,Lomandra,3
32,0.737,30,120,initial,E4,Lomandra,3
32,0.753,40,30,initial,E4,Lomandra,3
32,0.762,30,5,initial,E4,Lomandra,3
32,0.79,40,120,initial,E4,Lomandra,3
32,0.802,48,120,initial,E4,Lomandra,3
32,0.783,48,30,initial,E4,Lomandra,3
32,0.765,30,30,initial,E4,Lomandra,3
32,0.798,48,5,initial,E4,Lomandra,3
32,0.787,40,5,initial,E4,Lomandra,3
33,0.826,30,120,initial,E5,Lomandra,24
33,0.809,48,120,initial,E5,Lomandra,24
33,0.781,40,30,initial,E5,Lomandra,24
33,0.807,40,120,initial,E5,Lomandra,24
33,0.779,40,5,initial,E5,Lomandra,24
33,0.772,30,30,initial,E5,Lomandra,24
33,0.784,30,5,initial,E5,Lomandra,24
33,0.809,48,30,initial,E5,Lomandra,24
33,0.829,48,5,initial,E5,Lomandra,24
34,0.827,40,120,initial,E6,Euc,0
34,0.828,30,120,initial,E6,Euc,0
34,0.802,40,30,initial,E6,Euc,0
34,0.798,30,5,initial,E6,Euc,0
34,0.796,30,30,initial,E6,Euc,0
34,0.827,48,120,initial,E6,Euc,0
34,0.835,48,5,initial,E6,Euc,0
34,0.819,40,5,initial,E6,Euc,0
34,0.823,48,30,initial,E6,Euc,0
35,0.82,40,30,initial,E7,Poplar,3
35,0.844,48,120,initial,E7,Poplar,3
35,0.85,30,120,initial,E7,Poplar,3
35,0.857,48,5,initial,E7,Poplar,3
35,0.84,40,5,initial,E7,Poplar,3
35,0.842,48,30,initial,E7,Poplar,3
35,0.821,30,5,initial,E7,Poplar,3
35,0.822,30,30,initial,E7,Poplar,3
35,0.844,40,120,initial,E7,Poplar,3
36,0.754,40,5,initial,F1,Lomandra,0
36,0.767,40,30,initial,F1,Lomandra,0
36,0.808,30,120,initial,F1,Lomandra,0
36,0.782,48,5,initial,F1,Lomandra,0
36,0.774,48,120,initial,F1,Lomandra,0
36,0.783,30,5,initial,F1,Lomandra,0
36,0.779,30,30,initial,F1,Lomandra,0
36,0.787,40,120,initial,F1,Lomandra,0
36,0.793,48,30,initial,F1,Lomandra,0
37,0.809,30,120,initial,F2,Poplar,12
37,0.812,40,5,initial,F2,Poplar,12
37,0.836,48,5,initial,F2,Poplar,12
37,0.803,30,5,initial,F2,Poplar,12
37,0.82,40,120,initial,F2,Poplar,12
37,0.81,40,30,initial,F2,Poplar,12
37,0.832,48,30,initial,F2,Poplar,12
37,0.805,30,30,initial,F2,Poplar,12
37,0.825,48,120,initial,F2,Poplar,12
38,0.799,48,120,initial,F3,Lomandra,3
38,0.808,30,120,initial,F3,Lomandra,3
38,0.789,40,30,initial,F3,Lomandra,3
38,0.814,48,5,initial,F3,Lomandra,3
38,0.803,40,5,initial,F3,Lomandra,3
38,0.791,30,5,initial,F3,Lomandra,3
38,0.781,30,30,initial,F3,Lomandra,3
38,0.804,40,120,initial,F3,Lomandra,3
38,0.72,48,30,initial,F3,Lomandra,3
39,0.833,30,120,initial,F4,Euc,12
39,0.811,40,30,initial,F4,Euc,12
39,0.815,48,120,initial,F4,Euc,12
39,0.824,48,5,initial,F4,Euc,12
39,0.829,40,5,initial,F4,Euc,12
39,0.79,30,30,initial,F4,Euc,12
39,0.833,40,120,initial,F4,Euc,12
39,0.802,48,30,initial,F4,Euc,12
39,0.786,30,5,initial,F4,Euc,12
4,0.835,40,5,initial,A4,Poplar,12
4,0.832,48,30,initial,A4,Poplar,12
4,0.837,48,120,initial,A4,Poplar,12
4,0.821,40,30,initial,A4,Poplar,12
4,0.837,40,120,initial,A4,Poplar,12
4,0.851,30,120,initial,A4,Poplar,12
4,0.811,30,5,initial,A4,Poplar,12
4,0.854,48,5,initial,A4,Poplar,12
4,0.816,30,30,initial,A4,Poplar,12
40,0.837,48,120,initial,F5,Poplar,3
40,0.846,30,120,initial,F5,Poplar,3
40,0.857,48,5,initial,F5,Poplar,3
40,0.84,40,5,initial,F5,Poplar,3
40,0.836,48,30,initial,F5,Poplar,3
40,0.82,30,30,initial,F5,Poplar,3
40,0.824,40,30,initial,F5,Poplar,3
40,0.849,40,120,initial,F5,Poplar,3
40,0.819,30,5,initial,F5,Poplar,3
41,0.852,30,120,initial,F6,Poplar,0
41,0.835,40,5,initial,F6,Poplar,0
41,0.808,30,30,initial,F6,Poplar,0
41,0.825,48,120,initial,F6,Poplar,0
41,0.806,40,30,initial,F6,Poplar,0
41,0.814,30,5,initial,F6,Poplar,0
41,0.838,40,120,initial,F6,Poplar,0
41,0.833,48,30,initial,F6,Poplar,0
41,0.851,48,5,initial,F6,Poplar,0
42,0.823,40,120,initial,F7,Euc,24
42,0.847,30,120,initial,F7,Euc,24
42,0.809,30,30,initial,F7,Euc,24
42,0.801,40,30,initial,F7,Euc,24
42,0.83,40,5,initial,F7,Euc,24
42,0.835,48,30,initial,F7,Euc,24
42,0.834,48,120,initial,F7,Euc,24
42,0.842,48,5,initial,F7,Euc,24
42,0.802,30,5,initial,F7,Euc,24
43,0.78,40,30,initial,G1,Lomandra,0
43,0.776,40,5,initial,G1,Lomandra,0
43,0.787,30,120,initial,G1,Lomandra,0
43,0.8,48,120,initial,G1,Lomandra,0
43,0.788,48,5,initial,G1,Lomandra,0
43,0.791,48,30,initial,G1,Lomandra,0
43,0.805,40,120,initial,G1,Lomandra,0
43,0.783,30,5,initial,G1,Lomandra,0
43,0.782,30,30,initial,G1,Lomandra,0
44,0.79,30,120,initial,G2,Euc,3
44,0.813,40,30,initial,G2,Euc,3
44,0.811,40,5,initial,G2,Euc,3
44,0.801,30,30,initial,G2,Euc,3
44,0.828,40,120,initial,G2,Euc,3
44,0.828,48,30,initial,G2,Euc,3
44,0.825,48,120,initial,G2,Euc,3
44,0.805,30,5,initial,G2,Euc,3
44,0.819,48,5,initial,G2,Euc,3
45,0.804,40,5,initial,G3,Euc,0
45,0.818,40,120,initial,G3,Euc,0
45,0.802,40,30,initial,G3,Euc,0
45,0.826,48,30,initial,G3,Euc,0
45,0.797,30,120,initial,G3,Euc,0
45,0.798,30,5,initial,G3,Euc,0
45,0.813,48,120,initial,G3,Euc,0
45,0.8,30,30,initial,G3,Euc,0
45,0.817,48,5,initial,G3,Euc,0
46,0.81,48,30,initial,G4,Poplar,24
46,0.782,40,30,initial,G4,Poplar,24
46,0.803,30,5,initial,G4,Poplar,24
46,0.798,40,5,initial,G4,Poplar,24
46,0.82,40,120,initial,G4,Poplar,24
46,0.825,48,5,initial,G4,Poplar,24
46,0.804,30,120,initial,G4,Poplar,24
46,0.78,30,30,initial,G4,Poplar,24
46,0.808,48,120,initial,G4,Poplar,24
47,0.812,30,5,initial,G5,Poplar,12
47,0.826,30,120,initial,G5,Poplar,12
47,0.845,48,5,initial,G5,Poplar,12
47,0.813,40,5,initial,G5,Poplar,12
47,0.809,30,30,initial,G5,Poplar,12
47,0.821,48,120,initial,G5,Poplar,12
47,0.823,40,120,initial,G5,Poplar,12
47,0.819,40,30,initial,G5,Poplar,12
47,0.823,48,30,initial,G5,Poplar,12
48,0.785,30,5,initial,G6,Lomandra,24
48,0.808,40,120,initial,G6,Lomandra,24
48,0.812,48,120,initial,G6,Lomandra,24
48,0.779,40,30,initial,G6,Lomandra,24
48,0.809,30,120,initial,G6,Lomandra,24
48,0.806,40,5,initial,G6,Lomandra,24
48,0.816,48,30,initial,G6,Lomandra,24
48,0.793,30,30,initial,G6,Lomandra,24
48,0.833,48,5,initial,G6,Lomandra,24
5,0.827,40,30,initial,A5,Euc,3
5,0.84,48,120,initial,A5,Euc,3
5,0.834,40,5,initial,A5,Euc,3
5,0.823,40,120,initial,A5,Euc,3
5,0.81,30,5,initial,A5,Euc,3
5,0.846,30,120,initial,A5,Euc,3
5,0.838,48,30,initial,A5,Euc,3
5,0.853,48,5,initial,A5,Euc,3
5,0.818,30,30,initial,A5,Euc,3
6,0.82,40,30,initial,A6,Poplar,3
6,0.817,30,5,initial,A6,Poplar,3
6,0.838,48,30,initial,A6,Poplar,3
6,0.843,40,120,initial,A6,Poplar,3
6,0.859,48,5,initial,A6,Poplar,3
6,0.843,48,120,initial,A6,Poplar,3
6,0.846,40,5,initial,A6,Poplar,3
6,0.857,30,120,initial,A6,Poplar,3
6,0.824,30,30,initial,A6,Poplar,3
7,0.835,40,5,initial,A7,Poplar,12
7,0.849,30,120,initial,A7,Poplar,12
7,0.844,48,5,initial,A7,Poplar,12
7,0.806,40,30,initial,A7,Poplar,12
7,0.832,48,120,initial,A7,Poplar,12
7,0.814,30,5,initial,A7,Poplar,12
7,0.835,48,30,initial,A7,Poplar,12
7,0.808,30,30,initial,A7,Poplar,12
7,0.83,40,120,initial,A7,Poplar,12
8,0.824,40,5,initial,B1,Euc,24
8,0.82,40,30,initial,B1,Euc,24
8,0.84,48,5,initial,B1,Euc,24
8,0.833,40,120,initial,B1,Euc,24
8,0.836,48,120,initial,B1,Euc,24
8,0.825,48,30,initial,B1,Euc,24
8,0.833,30,120,initial,B1,Euc,24
8,0.818,30,30,initial,B1,Euc,24
8,0.813,30,5,initial,B1,Euc,24
9,0.82,40,5,initial,B2,Euc,24
9,0.83,40,120,initial,B2,Euc,24
9,0.818,40,30,initial,B2,Euc,24
9,0.839,48,5,initial,B2,Euc,24
9,0.805,30,5,initial,B2,Euc,24
9,0.834,48,120,initial,B2,Euc,24
9,0.826,30,120,initial,B2,Euc,24
9,0.799,30,30,initial,B2,Euc,24
