"","AOI","Light","Temp","Time","Cell","Species","final_fvfm","initial_fvfm","post","fvfm_prop_io","unique_sample1","unique_sample","Species_sample"
"906",19,"None",54,15,"D4","Eucalyptus pauciflora",0.231,0.828,0.422,0.278985507246377,11,12,"Eucalyptus pauciflora_12"
"907",19,"Low",52,15,"D4","Eucalyptus pauciflora",0.343,0.85,0.476,0.403529411764706,11,10,"Eucalyptus pauciflora_10"
"908",19,"Moderate",52,5,"D4","Eucalyptus pauciflora",0.361,0.82,0.316,0.440243902439024,11,11,"Eucalyptus pauciflora_11"
"909",19,"Moderate",48,5,"D4","Eucalyptus pauciflora",0.564,0.809,0.372,0.697156983930779,11,11,"Eucalyptus pauciflora_11"
"910",19,"High",52,60,"D4","Eucalyptus pauciflora",0.05,0.832,0,0.0600961538461539,11,9,"Eucalyptus pauciflora_9"
"911",19,"None",48,60,"D4","Eucalyptus pauciflora",0.553,0.829,0.385,0.667068757539204,11,12,"Eucalyptus pauciflora_12"
"912",19,"High",54,15,"D4","Eucalyptus pauciflora",0.052,0.807,0,0.0644361833952912,11,9,"Eucalyptus pauciflora_9"
"913",19,"High",52,5,"D4","Eucalyptus pauciflora",0.26,0.825,0.111,0.315151515151515,11,9,"Eucalyptus pauciflora_9"
"914",19,"High",52,15,"D4","Eucalyptus pauciflora",0.125,0.822,0,0.152068126520681,11,9,"Eucalyptus pauciflora_9"
"915",19,"Moderate",52,15,"D4","Eucalyptus pauciflora",0.091,0.814,0.058,0.111793611793612,11,11,"Eucalyptus pauciflora_11"
"916",19,"None",44,5,"D4","Eucalyptus pauciflora",0.845,0.832,0.788,1,11,12,"Eucalyptus pauciflora_12"
"917",19,"Moderate",52,60,"D4","Eucalyptus pauciflora",0.084,0.824,0,0.101941747572816,11,11,"Eucalyptus pauciflora_11"
"918",19,"None",48,30,"D4","Eucalyptus pauciflora",0.677,0.813,0.516,0.832718327183272,11,12,"Eucalyptus pauciflora_12"
"919",19,"None",30,30,"D4","Eucalyptus pauciflora",0.824,0.841,0.795,0.979785969084423,11,12,"Eucalyptus pauciflora_12"
"920",19,"High",30,30,"D4","Eucalyptus pauciflora",0.797,0.818,0.715,0.974327628361858,11,9,"Eucalyptus pauciflora_9"
"921",19,"Moderate",44,60,"D4","Eucalyptus pauciflora",0.453,0.875,0,0.517714285714286,11,11,"Eucalyptus pauciflora_11"
"922",19,"None",54,5,"D4","Eucalyptus pauciflora",0.531,0.819,0.477,0.648351648351648,11,12,"Eucalyptus pauciflora_12"
"923",19,"None",30,15,"D4","Eucalyptus pauciflora",0.819,0.839,0.844,0.976162097735399,11,12,"Eucalyptus pauciflora_12"
"924",19,"Moderate",52,30,"D4","Eucalyptus pauciflora",0.115,0.824,0.138,0.139563106796117,11,11,"Eucalyptus pauciflora_11"
"925",19,"None",44,60,"D4","Eucalyptus pauciflora",0.81,0.832,0.715,0.973557692307692,11,12,"Eucalyptus pauciflora_12"
"926",19,"Low",52,30,"D4","Eucalyptus pauciflora",0.093,0.86,0.135,0.108139534883721,11,10,"Eucalyptus pauciflora_10"
"927",19,"Low",48,60,"D4","Eucalyptus pauciflora",0.354,0.869,0.183,0.407364787111623,11,10,"Eucalyptus pauciflora_10"
"928",19,"None",48,15,"D4","Eucalyptus pauciflora",0.696,0.829,0.651,0.83956574185766,11,12,"Eucalyptus pauciflora_12"
"929",19,"None",30,5,"D4","Eucalyptus pauciflora",0.844,0.872,0.824,0.967889908256881,11,12,"Eucalyptus pauciflora_12"
"930",19,"None",44,30,"D4","Eucalyptus pauciflora",0.825,0.828,0.756,0.996376811594203,11,12,"Eucalyptus pauciflora_12"
"931",19,"Low",44,30,"D4","Eucalyptus pauciflora",0.794,0.811,0.541,0.979038224414303,11,10,"Eucalyptus pauciflora_10"
"932",19,"Moderate",48,60,"D4","Eucalyptus pauciflora",0.2,0.83,0,0.240963855421687,11,11,"Eucalyptus pauciflora_11"
"933",19,"None",58,5,"D4","Eucalyptus pauciflora",0.112,0.799,0.407,0.14017521902378,11,12,"Eucalyptus pauciflora_12"
"934",19,"High",54,5,"D4","Eucalyptus pauciflora",0.372,0.825,0.151,0.450909090909091,11,9,"Eucalyptus pauciflora_9"
"935",19,"High",30,5,"D4","Eucalyptus pauciflora",0.87,0.819,0.788,1,11,9,"Eucalyptus pauciflora_9"
"936",19,"Low",42,30,"D4","Eucalyptus pauciflora",0.848,0.857,0.692,0.989498249708285,11,10,"Eucalyptus pauciflora_10"
"937",19,"Low",52,5,"D4","Eucalyptus pauciflora",0.494,0.85,0.351,0.581176470588235,11,10,"Eucalyptus pauciflora_10"
"938",19,"Low",44,5,"D4","Eucalyptus pauciflora",0.851,0.822,0.674,1,11,10,"Eucalyptus pauciflora_10"
"939",19,"High",44,60,"D4","Eucalyptus pauciflora",0.474,0.878,0.277,0.539863325740319,11,9,"Eucalyptus pauciflora_9"
"940",19,"Low",40,60,"D4","Eucalyptus pauciflora",0.784,0.831,0.58,0.943441636582431,11,10,"Eucalyptus pauciflora_10"
"941",19,"Moderate",30,30,"D4","Eucalyptus pauciflora",0.849,0.851,0.839,0.99764982373678,11,11,"Eucalyptus pauciflora_11"
"942",19,"Low",30,5,"D4","Eucalyptus pauciflora",0.815,0.827,0.786,0.985489721886336,11,10,"Eucalyptus pauciflora_10"
"943",19,"Low",30,15,"D4","Eucalyptus pauciflora",0.858,0.804,0.802,1,11,10,"Eucalyptus pauciflora_10"
"944",19,"Moderate",42,15,"D4","Eucalyptus pauciflora",0.74,0.854,0.565,0.866510538641686,11,11,"Eucalyptus pauciflora_11"
"945",19,"Moderate",30,60,"D4","Eucalyptus pauciflora",0.84,0.826,0.782,1,11,11,"Eucalyptus pauciflora_11"
"946",19,"Moderate",30,5,"D4","Eucalyptus pauciflora",0.842,0.854,0.842,0.985948477751756,11,11,"Eucalyptus pauciflora_11"
"947",19,"Low",58,5,"D4","Eucalyptus pauciflora",0.137,0.837,0.368,0.163679808841099,11,10,"Eucalyptus pauciflora_10"
"948",19,"Low",54,15,"D4","Eucalyptus pauciflora",0.305,0.823,0.198,0.370595382746051,11,10,"Eucalyptus pauciflora_10"
"949",19,"High",44,30,"D4","Eucalyptus pauciflora",0.751,0.841,0.523,0.892984542211653,11,9,"Eucalyptus pauciflora_9"
"950",19,"Low",42,15,"D4","Eucalyptus pauciflora",0.802,0.817,NA,0.981640146878825,11,10,"Eucalyptus pauciflora_10"
"951",19,"High",42,30,"D4","Eucalyptus pauciflora",0.639,0.836,0.278,0.764354066985646,11,9,"Eucalyptus pauciflora_9"
"952",19,"High",40,60,"D4","Eucalyptus pauciflora",0.691,0.841,0,0.821640903686088,11,9,"Eucalyptus pauciflora_9"
"953",19,"High",48,15,"D4","Eucalyptus pauciflora",0.303,0.851,0.111,0.356051703877791,11,9,"Eucalyptus pauciflora_9"
"954",19,"Low",30,60,"D4","Eucalyptus pauciflora",0.816,0.816,0.775,1,11,10,"Eucalyptus pauciflora_10"
"955",19,"Low",30,30,"D4","Eucalyptus pauciflora",0.843,0.797,0.784,1,11,10,"Eucalyptus pauciflora_10"
"956",19,"High",58,5,"D4","Eucalyptus pauciflora",0,0.813,0,0,11,9,"Eucalyptus pauciflora_9"
"957",19,"High",44,5,"D4","Eucalyptus pauciflora",0.782,0.866,0.646,0.903002309468822,11,9,"Eucalyptus pauciflora_9"
"958",19,"Moderate",42,30,"D4","Eucalyptus pauciflora",0.784,0.843,0.525,0.930011862396204,11,11,"Eucalyptus pauciflora_11"
"959",19,"High",44,15,"D4","Eucalyptus pauciflora",0.759,0.819,0.598,0.926739926739927,11,9,"Eucalyptus pauciflora_9"
"960",19,"High",42,15,"D4","Eucalyptus pauciflora",0.812,0.812,0.5,1,11,9,"Eucalyptus pauciflora_9"
"961",19,"High",30,60,"D4","Eucalyptus pauciflora",0.827,0.811,0.72,1,11,9,"Eucalyptus pauciflora_9"
"962",19,"Low",52,60,"D4","Eucalyptus pauciflora",0.127,0.868,0,0.1463133640553,11,10,"Eucalyptus pauciflora_10"
"963",19,"Moderate",40,60,"D4","Eucalyptus pauciflora",0.795,0.861,0.668,0.923344947735192,11,11,"Eucalyptus pauciflora_11"
"964",19,"Low",44,60,"D4","Eucalyptus pauciflora",0.636,0.815,0.534,0.780368098159509,11,10,"Eucalyptus pauciflora_10"
"965",19,"Moderate",30,15,"D4","Eucalyptus pauciflora",0.846,0.802,0.821,1,11,11,"Eucalyptus pauciflora_11"
"966",19,"Low",54,5,"D4","Eucalyptus pauciflora",0.509,0.83,0.341,0.613253012048193,11,10,"Eucalyptus pauciflora_10"
"967",19,"High",48,30,"D4","Eucalyptus pauciflora",0,0.871,0.11,0,11,9,"Eucalyptus pauciflora_9"
"968",19,"High",48,5,"D4","Eucalyptus pauciflora",0.356,0.861,0.371,0.413472706155633,11,9,"Eucalyptus pauciflora_9"
"969",2,"None",44,15,"A2","Eucalyptus pauciflora",0.837,0.819,0.734,1,12,16,"Eucalyptus pauciflora_16"
"970",2,"None",52,5,"A2","Eucalyptus pauciflora",0.622,0.861,0.629,0.722415795586527,12,16,"Eucalyptus pauciflora_16"
"971",2,"None",48,5,"A2","Eucalyptus pauciflora",0.774,0.814,0.703,0.950859950859951,12,16,"Eucalyptus pauciflora_16"
"972",2,"Moderate",52,5,"A2","Eucalyptus pauciflora",0.351,0.825,0.11,0.425454545454545,12,15,"Eucalyptus pauciflora_15"
"973",2,"Low",58,5,"A2","Eucalyptus pauciflora",0,0.833,0,0,12,14,"Eucalyptus pauciflora_14"
"974",2,"None",52,15,"A2","Eucalyptus pauciflora",0.179,0.853,0.474,0.209847596717468,12,16,"Eucalyptus pauciflora_16"
"975",2,"Moderate",30,60,"A2","Eucalyptus pauciflora",0.835,0.824,0.786,1,12,15,"Eucalyptus pauciflora_15"
"976",2,"Moderate",30,30,"A2","Eucalyptus pauciflora",0.853,0.838,0.84,1,12,15,"Eucalyptus pauciflora_15"
"977",2,"None",44,30,"A2","Eucalyptus pauciflora",0.831,0.842,0.755,0.986935866983373,12,16,"Eucalyptus pauciflora_16"
"978",2,"Moderate",54,15,"A2","Eucalyptus pauciflora",0.073,0.842,0,0.0866983372921615,12,15,"Eucalyptus pauciflora_15"
"979",2,"Moderate",58,5,"A2","Eucalyptus pauciflora",0,0.823,0,0,12,15,"Eucalyptus pauciflora_15"
"980",2,"Moderate",48,15,"A2","Eucalyptus pauciflora",0.41,0.848,0.25,0.483490566037736,12,15,"Eucalyptus pauciflora_15"
"981",2,"None",44,5,"A2","Eucalyptus pauciflora",0.848,0.841,0.819,1,12,16,"Eucalyptus pauciflora_16"
"982",2,"None",52,30,"A2","Eucalyptus pauciflora",0.216,0.875,0.263,0.246857142857143,12,16,"Eucalyptus pauciflora_16"
"983",2,"None",48,60,"A2","Eucalyptus pauciflora",0.455,0.83,0.187,0.548192771084337,12,16,"Eucalyptus pauciflora_16"
"984",2,"Low",52,15,"A2","Eucalyptus pauciflora",0.325,0.855,0.064,0.380116959064328,12,14,"Eucalyptus pauciflora_14"
"985",2,"Low",54,15,"A2","Eucalyptus pauciflora",0.313,0.821,0.201,0.381242387332521,12,14,"Eucalyptus pauciflora_14"
"986",2,"Low",52,5,"A2","Eucalyptus pauciflora",0.489,0.822,0.295,0.594890510948905,12,14,"Eucalyptus pauciflora_14"
"987",2,"None",52,60,"A2","Eucalyptus pauciflora",0.253,0.856,0.172,0.295560747663551,12,16,"Eucalyptus pauciflora_16"
"988",2,"Moderate",54,5,"A2","Eucalyptus pauciflora",0.321,0.834,0.426,0.384892086330935,12,15,"Eucalyptus pauciflora_15"
"989",2,"Moderate",52,60,"A2","Eucalyptus pauciflora",0.104,0.843,0,0.123368920521945,12,15,"Eucalyptus pauciflora_15"
"990",2,"None",48,15,"A2","Eucalyptus pauciflora",0.739,0.845,0.709,0.874556213017752,12,16,"Eucalyptus pauciflora_16"
"991",2,"None",44,60,"A2","Eucalyptus pauciflora",0.784,0.83,0.697,0.944578313253012,12,16,"Eucalyptus pauciflora_16"
"992",2,"None",30,15,"A2","Eucalyptus pauciflora",0.82,0.84,0.85,0.976190476190476,12,16,"Eucalyptus pauciflora_16"
"993",2,"Moderate",30,5,"A2","Eucalyptus pauciflora",0.817,0.846,0.83,0.965721040189125,12,15,"Eucalyptus pauciflora_15"
"994",2,"Moderate",30,15,"A2","Eucalyptus pauciflora",0.85,0.815,0.839,1,12,15,"Eucalyptus pauciflora_15"
"995",2,"Low",52,60,"A2","Eucalyptus pauciflora",0.172,0.867,0,0.19838523644752,12,14,"Eucalyptus pauciflora_14"
"996",2,"Moderate",48,30,"A2","Eucalyptus pauciflora",0.284,0.834,0,0.34052757793765,12,15,"Eucalyptus pauciflora_15"
"997",2,"Moderate",52,15,"A2","Eucalyptus pauciflora",0.089,0.82,0.113,0.108536585365854,12,15,"Eucalyptus pauciflora_15"
"998",2,"Moderate",40,60,"A2","Eucalyptus pauciflora",0.814,0.864,0.644,0.94212962962963,12,15,"Eucalyptus pauciflora_15"
"999",2,"None",48,30,"A2","Eucalyptus pauciflora",0.603,0.813,0.505,0.74169741697417,12,16,"Eucalyptus pauciflora_16"
"1000",2,"Low",52,30,"A2","Eucalyptus pauciflora",0.083,0.855,0.132,0.0970760233918129,12,14,"Eucalyptus pauciflora_14"
"1001",2,"Moderate",52,30,"A2","Eucalyptus pauciflora",0.099,0.825,0,0.12,12,15,"Eucalyptus pauciflora_15"
"1002",2,"None",54,15,"A2","Eucalyptus pauciflora",0.269,0.83,0.445,0.324096385542169,12,16,"Eucalyptus pauciflora_16"
"1003",2,"Low",54,5,"A2","Eucalyptus pauciflora",0.485,0.834,0.335,0.581534772182254,12,14,"Eucalyptus pauciflora_14"
"1004",2,"None",30,30,"A2","Eucalyptus pauciflora",0.811,0.855,0.819,0.948538011695907,12,16,"Eucalyptus pauciflora_16"
"1005",2,"Moderate",48,5,"A2","Eucalyptus pauciflora",0.568,0.819,0.346,0.693528693528694,12,15,"Eucalyptus pauciflora_15"
"1006",2,"High",30,15,"A2","Eucalyptus pauciflora",0.808,0.811,0.807,0.996300863131936,12,13,"Eucalyptus pauciflora_13"
"1007",2,"Low",42,30,"A2","Eucalyptus pauciflora",0.835,0.862,0.701,0.968677494199536,12,14,"Eucalyptus pauciflora_14"
"1008",2,"Low",40,60,"A2","Eucalyptus pauciflora",0.814,0.845,0.53,0.963313609467456,12,14,"Eucalyptus pauciflora_14"
"1009",2,"Low",30,5,"A2","Eucalyptus pauciflora",0.821,0.838,0.804,0.979713603818616,12,14,"Eucalyptus pauciflora_14"
"1010",2,"Moderate",44,15,"A2","Eucalyptus pauciflora",0.702,0.846,0.558,0.829787234042553,12,15,"Eucalyptus pauciflora_15"
"1011",2,"Moderate",42,15,"A2","Eucalyptus pauciflora",0.82,0.87,0.706,0.942528735632184,12,15,"Eucalyptus pauciflora_15"
"1012",2,"High",54,5,"A2","Eucalyptus pauciflora",0.424,0.836,0.357,0.507177033492823,12,13,"Eucalyptus pauciflora_13"
"1013",2,"High",52,60,"A2","Eucalyptus pauciflora",0.134,0.849,0,0.157832744405183,12,13,"Eucalyptus pauciflora_13"
"1014",2,"Low",44,15,"A2","Eucalyptus pauciflora",0.669,0.812,0.56,0.823891625615764,12,14,"Eucalyptus pauciflora_14"
"1015",2,"None",42,15,"A2","Eucalyptus pauciflora",0.827,0.838,0.795,0.986873508353222,12,16,"Eucalyptus pauciflora_16"
"1016",2,"None",30,60,"A2","Eucalyptus pauciflora",0.831,0.833,0.806,0.997599039615846,12,16,"Eucalyptus pauciflora_16"
"1017",2,"High",48,30,"A2","Eucalyptus pauciflora",0.072,0.877,0.109,0.0820980615735462,12,13,"Eucalyptus pauciflora_13"
"1018",2,"High",44,60,"A2","Eucalyptus pauciflora",0.525,0.872,0.357,0.602064220183486,12,13,"Eucalyptus pauciflora_13"
"1019",2,"High",44,30,"A2","Eucalyptus pauciflora",0.65,0.835,0,0.778443113772455,12,13,"Eucalyptus pauciflora_13"
"1020",2,"High",42,30,"A2","Eucalyptus pauciflora",0.706,0.842,0.35,0.838479809976247,12,13,"Eucalyptus pauciflora_13"
"1021",2,"Low",42,15,"A2","Eucalyptus pauciflora",0.825,0.829,NA,0.995174909529554,12,14,"Eucalyptus pauciflora_14"
"1022",2,"High",54,15,"A2","Eucalyptus pauciflora",0,0.823,0,0,12,13,"Eucalyptus pauciflora_13"
"1023",2,"Low",48,15,"A2","Eucalyptus pauciflora",0.423,0.87,0.38,0.486206896551724,12,14,"Eucalyptus pauciflora_14"
"1024",2,"None",54,5,"A2","Eucalyptus pauciflora",0.543,0.816,0.456,0.665441176470588,12,16,"Eucalyptus pauciflora_16"
"1025",2,"High",48,15,"A2","Eucalyptus pauciflora",0.465,0.86,0.337,0.540697674418605,12,13,"Eucalyptus pauciflora_13"
"1026",2,"High",44,5,"A2","Eucalyptus pauciflora",0.737,0.874,0.546,0.84324942791762,12,13,"Eucalyptus pauciflora_13"
"1027",2,"Low",30,60,"A2","Eucalyptus pauciflora",0.793,0.813,0.746,0.97539975399754,12,14,"Eucalyptus pauciflora_14"
"1028",2,"High",58,5,"A2","Eucalyptus pauciflora",0,0.819,0.13,0,12,13,"Eucalyptus pauciflora_13"
"1029",2,"High",30,30,"A2","Eucalyptus pauciflora",0.756,0.828,0.778,0.91304347826087,12,13,"Eucalyptus pauciflora_13"
"1030",2,"None",42,30,"A2","Eucalyptus pauciflora",0.828,0.879,0.828,0.9419795221843,12,16,"Eucalyptus pauciflora_16"
"1031",2,"None",40,60,"A2","Eucalyptus pauciflora",0.811,0.82,0.805,0.989024390243903,12,16,"Eucalyptus pauciflora_16"
"1032",2,"None",30,5,"A2","Eucalyptus pauciflora",0.853,0.867,0.812,0.983852364475202,12,16,"Eucalyptus pauciflora_16"
"1033",2,"High",48,5,"A2","Eucalyptus pauciflora",0.488,0.865,0.415,0.564161849710983,12,13,"Eucalyptus pauciflora_13"
"1034",2,"Low",44,30,"A2","Eucalyptus pauciflora",0.799,0.834,0.593,0.958033573141487,12,14,"Eucalyptus pauciflora_14"
"1035",2,"High",44,15,"A2","Eucalyptus pauciflora",0.66,0.813,0.438,0.811808118081181,12,13,"Eucalyptus pauciflora_13"
"1036",2,"Moderate",48,60,"A2","Eucalyptus pauciflora",0.078,0.808,0,0.0965346534653465,12,15,"Eucalyptus pauciflora_15"
"1037",2,"Moderate",44,30,"A2","Eucalyptus pauciflora",0.816,0.846,0.686,0.964539007092199,12,15,"Eucalyptus pauciflora_15"
"1038",2,"Moderate",42,30,"A2","Eucalyptus pauciflora",0.787,0.827,0.581,0.951632406287787,12,15,"Eucalyptus pauciflora_15"
"1039",2,"Low",48,30,"A2","Eucalyptus pauciflora",0.434,0.871,0.161,0.498277841561424,12,14,"Eucalyptus pauciflora_14"
"1040",2,"None",58,5,"A2","Eucalyptus pauciflora",0,0.811,0,0,12,16,"Eucalyptus pauciflora_16"
"1041",2,"High",48,60,"A2","Eucalyptus pauciflora",0.121,0.829,0,0.145958986731001,12,13,"Eucalyptus pauciflora_13"
"1042",2,"Low",30,15,"A2","Eucalyptus pauciflora",0.833,0.803,0.799,1,12,14,"Eucalyptus pauciflora_14"
"1043",2,"High",30,5,"A2","Eucalyptus pauciflora",0.851,0.814,0.78,1,12,13,"Eucalyptus pauciflora_13"
"1044",2,"Moderate",44,5,"A2","Eucalyptus pauciflora",0.748,0.865,0.623,0.864739884393064,12,15,"Eucalyptus pauciflora_15"
"1045",2,"Low",44,5,"A2","Eucalyptus pauciflora",0.865,0.832,0.66,1,12,14,"Eucalyptus pauciflora_14"
"1046",2,"High",52,30,"A2","Eucalyptus pauciflora",0.191,0.829,0,0.230398069963812,12,13,"Eucalyptus pauciflora_13"
"1047",2,"High",52,15,"A2","Eucalyptus pauciflora",0.098,0.83,0.061,0.118072289156627,12,13,"Eucalyptus pauciflora_13"
"1048",2,"Low",44,60,"A2","Eucalyptus pauciflora",0.653,0.826,0.39,0.790556900726392,12,14,"Eucalyptus pauciflora_14"
"1049",2,"Low",48,5,"A2","Eucalyptus pauciflora",0.667,0.871,0.638,0.765786452353617,12,14,"Eucalyptus pauciflora_14"
"1050",2,"Low",30,30,"A2","Eucalyptus pauciflora",0.839,0.822,0.815,1,12,14,"Eucalyptus pauciflora_14"
"1051",2,"High",30,60,"A2","Eucalyptus pauciflora",0.783,0.809,0.647,0.967861557478368,12,13,"Eucalyptus pauciflora_13"
"1052",2,"Moderate",44,60,"A2","Eucalyptus pauciflora",0.703,0.879,0.526,0.799772468714448,12,15,"Eucalyptus pauciflora_15"
"1053",2,"High",40,60,"A2","Eucalyptus pauciflora",0.751,0.847,0,0.886658795749705,12,13,"Eucalyptus pauciflora_13"
"1054",2,"High",42,15,"A2","Eucalyptus pauciflora",0.807,0.812,0.461,0.99384236453202,12,13,"Eucalyptus pauciflora_13"
"1055",2,"High",52,5,"A2","Eucalyptus pauciflora",0.138,0.848,0.365,0.162735849056604,12,13,"Eucalyptus pauciflora_13"
"1056",2,"Low",48,60,"A2","Eucalyptus pauciflora",0.231,0.846,0,0.273049645390071,12,14,"Eucalyptus pauciflora_14"
"1057",20,"Moderate",30,30,"D5","Vicia faba",0.84,0.841,0.843,0.998810939357907,13,19,"Vicia faba_19"
"1058",20,"Low",42,15,"D5","Vicia faba",0.638,0.78,NA,0.817948717948718,13,18,"Vicia faba_18"
"1059",20,"Moderate",30,5,"D5","Vicia faba",0.799,0.802,0.828,0.996259351620948,13,19,"Vicia faba_19"
"1060",20,"High",44,5,"D5","Vicia faba",0.508,0.835,0.505,0.608383233532934,13,17,"Vicia faba_17"
"1061",20,"Low",40,60,"D5","Vicia faba",0.55,0.809,0.374,0.679851668726823,13,18,"Vicia faba_18"
"1062",20,"High",44,30,"D5","Vicia faba",0.336,0.819,0.319,0.41025641025641,13,17,"Vicia faba_17"
"1063",20,"Low",42,30,"D5","Vicia faba",0.498,0.829,0.297,0.600723763570567,13,18,"Vicia faba_18"
"1064",20,"High",30,30,"D5","Vicia faba",0.807,0.799,0.773,1,13,17,"Vicia faba_17"
"1065",20,"High",30,5,"D5","Vicia faba",0.825,0.779,0.764,1,13,17,"Vicia faba_17"
"1066",20,"High",30,15,"D5","Vicia faba",0.798,0.775,0.78,1,13,17,"Vicia faba_17"
"1067",20,"Moderate",30,60,"D5","Vicia faba",0.817,0.802,0.777,1,13,19,"Vicia faba_19"
"1068",20,"None",52,5,"D5","Vicia faba",0.591,0.814,0.662,0.726044226044226,13,20,"Vicia faba_20"
"1069",20,"High",44,60,"D5","Vicia faba",0.259,0.866,0.2,0.299076212471132,13,17,"Vicia faba_17"
"1070",20,"Low",30,15,"D5","Vicia faba",0.841,0.803,0.794,1,13,18,"Vicia faba_18"
"1071",20,"Moderate",44,15,"D5","Vicia faba",0.184,0.832,0.284,0.221153846153846,13,19,"Vicia faba_19"
"1072",20,"High",52,30,"D5","Vicia faba",0.153,0.823,0,0.185905224787363,13,17,"Vicia faba_17"
"1073",20,"High",48,60,"D5","Vicia faba",0,0.781,0,0,13,17,"Vicia faba_17"
"1074",20,"None",30,60,"D5","Vicia faba",0.838,0.816,0.79,1,13,20,"Vicia faba_20"
"1075",20,"Moderate",48,5,"D5","Vicia faba",0.36,0.811,0.351,0.443896424167694,13,19,"Vicia faba_19"
"1076",20,"Low",44,15,"D5","Vicia faba",0.231,0.794,0.321,0.290931989924433,13,18,"Vicia faba_18"
"1077",20,"Moderate",58,5,"D5","Vicia faba",0,0.789,0,0,13,19,"Vicia faba_19"
"1078",20,"Moderate",54,15,"D5","Vicia faba",0,0.806,0,0,13,19,"Vicia faba_19"
"1079",20,"Low",48,15,"D5","Vicia faba",0.287,0.878,0.266,0.326879271070615,13,18,"Vicia faba_18"
"1080",20,"High",40,60,"D5","Vicia faba",0.375,0.81,0.433,0.462962962962963,13,17,"Vicia faba_17"
"1081",20,"High",54,5,"D5","Vicia faba",0,0.82,0.184,0,13,17,"Vicia faba_17"
"1082",20,"None",44,5,"D5","Vicia faba",0.724,0.794,0.627,0.91183879093199,13,20,"Vicia faba_20"
"1083",20,"None",52,60,"D5","Vicia faba",0,0.832,0.228,0,13,20,"Vicia faba_20"
"1084",20,"None",52,30,"D5","Vicia faba",0,0.84,0.032,0,13,20,"Vicia faba_20"
"1085",20,"Low",52,5,"D5","Vicia faba",0.37,0.817,0.491,0.452876376988984,13,18,"Vicia faba_18"
"1086",20,"High",52,5,"D5","Vicia faba",0,0.811,0.272,0,13,17,"Vicia faba_17"
"1087",20,"High",52,15,"D5","Vicia faba",0,0.811,0.068,0,13,17,"Vicia faba_17"
"1088",20,"None",40,60,"D5","Vicia faba",0.707,0.781,0.698,0.905249679897567,13,20,"Vicia faba_20"
"1089",20,"None",30,15,"D5","Vicia faba",0.787,0.814,0.835,0.966830466830467,13,20,"Vicia faba_20"
"1090",20,"Moderate",54,5,"D5","Vicia faba",0,0.802,0.186,0,13,19,"Vicia faba_19"
"1091",20,"High",42,15,"D5","Vicia faba",0.669,0.782,0.415,0.855498721227621,13,17,"Vicia faba_17"
"1092",20,"High",58,5,"D5","Vicia faba",0,0.792,0,0,13,17,"Vicia faba_17"
"1093",20,"None",44,60,"D5","Vicia faba",0.463,0.789,0.222,0.58681875792142,13,20,"Vicia faba_20"
"1094",20,"None",52,15,"D5","Vicia faba",0,0.83,0.462,0,13,20,"Vicia faba_20"
"1095",20,"Moderate",44,30,"D5","Vicia faba",0.318,0.814,0.104,0.390663390663391,13,19,"Vicia faba_19"
"1096",20,"Low",30,30,"D5","Vicia faba",0.835,0.796,0.785,1,13,18,"Vicia faba_18"
"1097",20,"High",48,15,"D5","Vicia faba",0,0.828,0.134,0,13,17,"Vicia faba_17"
"1098",20,"Moderate",40,60,"D5","Vicia faba",0.287,0.808,0.329,0.35519801980198,13,19,"Vicia faba_19"
"1099",20,"High",30,60,"D5","Vicia faba",0.828,0.819,0.707,1,13,17,"Vicia faba_17"
"1100",20,"Moderate",48,60,"D5","Vicia faba",0,0.785,0,0,13,19,"Vicia faba_19"
"1101",20,"Low",48,30,"D5","Vicia faba",0,0.85,0.118,0,13,18,"Vicia faba_18"
"1102",20,"Low",44,30,"D5","Vicia faba",0.426,0.819,0.337,0.52014652014652,13,18,"Vicia faba_18"
"1103",20,"Low",52,60,"D5","Vicia faba",0,0.838,0,0,13,18,"Vicia faba_18"
"1104",20,"None",54,15,"D5","Vicia faba",0,0.806,0.106,0,13,20,"Vicia faba_20"
"1105",20,"Low",30,5,"D5","Vicia faba",0.769,0.783,0.734,0.982120051085568,13,18,"Vicia faba_18"
"1106",20,"None",48,15,"D5","Vicia faba",0.504,0.831,0.481,0.606498194945848,13,20,"Vicia faba_20"
"1107",20,"High",52,60,"D5","Vicia faba",0,0.826,0,0,13,17,"Vicia faba_17"
"1108",20,"None",42,15,"D5","Vicia faba",0.74,0.816,0.649,0.906862745098039,13,20,"Vicia faba_20"
"1109",20,"High",48,30,"D5","Vicia faba",0,0.861,0,0,13,17,"Vicia faba_17"
"1110",20,"None",30,30,"D5","Vicia faba",0.784,0.829,0.782,0.945717732207479,13,20,"Vicia faba_20"
"1111",20,"High",42,30,"D5","Vicia faba",0.342,0.798,0.232,0.428571428571429,13,17,"Vicia faba_17"
"1112",20,"Moderate",52,15,"D5","Vicia faba",0,0.786,0,0,13,19,"Vicia faba_19"
"1113",20,"Moderate",44,5,"D5","Vicia faba",0.685,0.835,0.56,0.820359281437126,13,19,"Vicia faba_19"
"1114",20,"Moderate",42,15,"D5","Vicia faba",0.445,0.852,0.395,0.522300469483568,13,19,"Vicia faba_19"
"1115",20,"Low",54,15,"D5","Vicia faba",0,0.796,0,0,13,18,"Vicia faba_18"
"1116",20,"Low",48,5,"D5","Vicia faba",0.398,0.834,0.609,0.477218225419664,13,18,"Vicia faba_18"
