"","AOI","Light","Temp","Time","Cell","Species","final_fvfm","initial_fvfm","post","fvfm_prop_io","unique_sample1","unique_sample","Species_sample"
"449",14,"High",30,30,"C4","Vicia faba",0.785,0.796,0.751,0.986180904522613,6,65,"Vicia faba_65"
"450",14,"Moderate",44,30,"C4","Vicia faba",0.312,0.828,0.134,0.376811594202899,6,67,"Vicia faba_67"
"451",14,"Moderate",42,30,"C4","Vicia faba",0.326,0.805,0.168,0.404968944099379,6,67,"Vicia faba_67"
"452",14,"Low",30,60,"C4","Vicia faba",0.776,0.799,0.734,0.971214017521902,6,66,"Vicia faba_66"
"453",14,"None",48,60,"C4","Vicia faba",0.25,0.805,0.098,0.31055900621118,6,68,"Vicia faba_68"
"454",14,"Low",42,15,"C4","Vicia faba",0.6,0.785,NA,0.764331210191083,6,66,"Vicia faba_66"
"455",14,"None",52,15,"C4","Vicia faba",0.097,0.825,0.51,0.117575757575758,6,68,"Vicia faba_68"
"456",14,"Low",42,30,"C4","Vicia faba",0.47,0.822,0.32,0.571776155717762,6,66,"Vicia faba_66"
"457",14,"Moderate",44,5,"C4","Vicia faba",0.457,0.835,0.446,0.547305389221557,6,67,"Vicia faba_67"
"458",14,"Low",30,15,"C4","Vicia faba",0.832,0.802,0.778,1,6,66,"Vicia faba_66"
"459",14,"None",52,5,"C4","Vicia faba",0.494,0.823,0.637,0.600243013365735,6,68,"Vicia faba_68"
"460",14,"Moderate",48,5,"C4","Vicia faba",0.311,0.802,0.38,0.387780548628429,6,67,"Vicia faba_67"
"461",14,"High",48,60,"C4","Vicia faba",0,0.791,0,0,6,65,"Vicia faba_65"
"462",14,"None",30,60,"C4","Vicia faba",0.781,0.782,0.753,0.998721227621483,6,68,"Vicia faba_68"
"463",14,"High",44,30,"C4","Vicia faba",0.276,0.812,0.296,0.339901477832512,6,65,"Vicia faba_65"
"464",14,"Moderate",30,30,"C4","Vicia faba",0.862,0.851,0.853,1,6,67,"Vicia faba_67"
"465",14,"High",52,15,"C4","Vicia faba",0,0.805,0,0,6,65,"Vicia faba_65"
"466",14,"High",30,5,"C4","Vicia faba",0.831,0.783,0.747,1,6,65,"Vicia faba_65"
"467",14,"High",54,5,"C4","Vicia faba",0,0.803,0,0,6,65,"Vicia faba_65"
"468",14,"None",44,5,"C4","Vicia faba",0.746,0.808,0.715,0.923267326732673,6,68,"Vicia faba_68"
"469",14,"Moderate",30,60,"C4","Vicia faba",0.844,0.831,0.771,1,6,67,"Vicia faba_67"
"470",14,"None",52,60,"C4","Vicia faba",0,0.823,0.214,0,6,68,"Vicia faba_68"
"471",14,"None",52,30,"C4","Vicia faba",0,0.835,0,0,6,68,"Vicia faba_68"
"472",14,"Low",44,15,"C4","Vicia faba",0.208,0.796,0.319,0.261306532663317,6,66,"Vicia faba_66"
"473",14,"High",44,5,"C4","Vicia faba",0.363,0.833,0.439,0.43577430972389,6,65,"Vicia faba_65"
"474",14,"Low",30,30,"C4","Vicia faba",0.822,0.777,0.772,1,6,66,"Vicia faba_66"
"475",14,"High",58,5,"C4","Vicia faba",0,0.812,0,0,6,65,"Vicia faba_65"
"476",14,"None",44,60,"C4","Vicia faba",0.431,0.79,0.11,0.545569620253165,6,68,"Vicia faba_68"
"477",14,"Moderate",30,5,"C4","Vicia faba",0.839,0.851,0.854,0.985898942420682,6,67,"Vicia faba_67"
"478",14,"Moderate",44,60,"C4","Vicia faba",0,0.861,0.637,0,6,67,"Vicia faba_67"
"479",14,"Moderate",40,60,"C4","Vicia faba",0.284,0.828,0.353,0.342995169082126,6,67,"Vicia faba_67"
"480",14,"None",40,60,"C4","Vicia faba",0.715,0.81,0.724,0.882716049382716,6,68,"Vicia faba_68"
"481",14,"High",30,60,"C4","Vicia faba",0.815,0.81,0.682,1,6,65,"Vicia faba_65"
"482",14,"Moderate",48,60,"C4","Vicia faba",0,0.782,0,0,6,67,"Vicia faba_67"
"483",14,"None",54,15,"C4","Vicia faba",0,0.812,0.133,0,6,68,"Vicia faba_68"
"484",14,"Low",44,30,"C4","Vicia faba",0.392,0.802,0.275,0.488778054862843,6,66,"Vicia faba_66"
"485",14,"High",44,60,"C4","Vicia faba",0.258,0.857,0.134,0.301050175029172,6,65,"Vicia faba_65"
"486",14,"None",48,15,"C4","Vicia faba",0.457,0.827,0.511,0.552599758162031,6,68,"Vicia faba_68"
"487",14,"High",52,30,"C4","Vicia faba",0,0.788,0,0,6,65,"Vicia faba_65"
"488",14,"None",42,15,"C4","Vicia faba",0.775,0.814,0.692,0.952088452088452,6,68,"Vicia faba_68"
"489",14,"High",40,60,"C4","Vicia faba",0.202,0.802,0.291,0.251870324189526,6,65,"Vicia faba_65"
"490",14,"Moderate",52,15,"C4","Vicia faba",0,0.778,0,0,6,67,"Vicia faba_67"
"491",14,"High",52,60,"C4","Vicia faba",0,0.802,0,0,6,65,"Vicia faba_65"
"492",14,"Low",58,5,"C4","Vicia faba",0,0.819,0,0,6,66,"Vicia faba_66"
"493",14,"Low",44,5,"C4","Vicia faba",0.68,0.807,0.474,0.842627013630731,6,66,"Vicia faba_66"
"494",14,"Moderate",58,5,"C4","Vicia faba",0,0.779,0,0,6,67,"Vicia faba_67"
"495",14,"Moderate",54,15,"C4","Vicia faba",0,0.817,0,0,6,67,"Vicia faba_67"
"496",14,"Low",48,15,"C4","Vicia faba",0.284,0.868,0.294,0.327188940092166,6,66,"Vicia faba_66"
"497",14,"None",54,5,"C4","Vicia faba",0,0.818,0.66,0,6,68,"Vicia faba_68"
"498",14,"None",30,15,"C4","Vicia faba",0.818,0.819,0.838,0.998778998778999,6,68,"Vicia faba_68"
"499",14,"Moderate",54,5,"C4","Vicia faba",0,0.805,0.145,0,6,67,"Vicia faba_67"
"500",14,"Low",54,15,"C4","Vicia faba",0,0.777,0,0,6,66,"Vicia faba_66"
"501",14,"Low",52,5,"C4","Vicia faba",0.299,0.813,0.538,0.367773677736777,6,66,"Vicia faba_66"
"502",14,"High",54,15,"C4","Vicia faba",0,0.803,0,0,6,65,"Vicia faba_65"
"503",14,"High",52,5,"C4","Vicia faba",0.083,0.805,0.253,0.103105590062112,6,65,"Vicia faba_65"
"504",14,"None",42,30,"C4","Vicia faba",0.648,0.853,0.681,0.759671746776084,6,68,"Vicia faba_68"
"505",14,"High",48,15,"C4","Vicia faba",0,0.836,0.111,0,6,65,"Vicia faba_65"
"506",14,"High",42,15,"C4","Vicia faba",0.545,0.775,0.306,0.703225806451613,6,65,"Vicia faba_65"
"507",14,"None",48,30,"C4","Vicia faba",0.472,0.779,0.502,0.605905006418485,6,68,"Vicia faba_68"
"508",14,"Low",48,30,"C4","Vicia faba",0,0.844,0.126,0,6,66,"Vicia faba_66"
"509",14,"Low",44,60,"C4","Vicia faba",0.175,0.806,0,0.21712158808933,6,66,"Vicia faba_66"
"510",14,"Moderate",30,15,"C4","Vicia faba",0.859,0.82,0.843,1,6,67,"Vicia faba_67"
"511",14,"Moderate",52,30,"C4","Vicia faba",0,0.814,0,0,6,67,"Vicia faba_67"
"512",14,"Low",52,60,"C4","Vicia faba",0,0.841,0,0,6,66,"Vicia faba_66"
"513",14,"Low",54,5,"C4","Vicia faba",0,0.795,0.363,0,6,66,"Vicia faba_66"
"514",14,"None",58,5,"C4","Vicia faba",0,0.79,0.214,0,6,68,"Vicia faba_68"
"515",14,"None",30,30,"C4","Vicia faba",0.783,0.815,0.774,0.960736196319019,6,68,"Vicia faba_68"
"516",14,"None",44,15,"C4","Vicia faba",0.652,0.79,0.567,0.825316455696202,6,68,"Vicia faba_68"
"517",14,"High",48,30,"C4","Vicia faba",0,0.858,0,0,6,65,"Vicia faba_65"
"518",14,"High",42,30,"C4","Vicia faba",0.317,0.8,0.189,0.39625,6,65,"Vicia faba_65"
"519",14,"Moderate",52,5,"C4","Vicia faba",0.307,0.796,0.472,0.385678391959799,6,67,"Vicia faba_67"
"520",14,"High",48,5,"C4","Vicia faba",0.242,0.841,0.444,0.287752675386445,6,65,"Vicia faba_65"
"521",14,"Moderate",52,60,"C4","Vicia faba",0,0.808,0,0,6,67,"Vicia faba_67"
"522",14,"None",30,5,"C4","Vicia faba",0.82,0.841,0.781,0.975029726516052,6,68,"Vicia faba_68"
"523",14,"Low",48,5,"C4","Vicia faba",0.436,0.834,0.533,0.522781774580336,6,66,"Vicia faba_66"
"524",14,"Low",52,15,"C4","Vicia faba",0,0.824,0,0,6,66,"Vicia faba_66"
"525",14,"High",44,15,"C4","Vicia faba",0.268,0.798,0.233,0.335839598997494,6,65,"Vicia faba_65"
"526",14,"None",44,30,"C4","Vicia faba",0.508,0.828,0.365,0.613526570048309,6,68,"Vicia faba_68"
"527",14,"Low",48,60,"C4","Vicia faba",0,0.839,0,0,6,66,"Vicia faba_66"
"528",14,"Low",52,30,"C4","Vicia faba",0,0.8,0,0,6,66,"Vicia faba_66"
"529",15,"None",48,5,"C5","Lomandra longifolia",0.795,0.783,0.764,1,7,72,"Lomandra longifolia_72"
"530",15,"None",52,30,"C5","Lomandra longifolia",0.659,0.843,0.623,0.781731909845789,7,72,"Lomandra longifolia_72"
"531",15,"None",48,60,"C5","Lomandra longifolia",0.811,0.794,0.623,1,7,72,"Lomandra longifolia_72"
"532",15,"None",52,15,"C5","Lomandra longifolia",0.666,0.805,0.677,0.827329192546584,7,72,"Lomandra longifolia_72"
"533",15,"None",52,60,"C5","Lomandra longifolia",0.515,0.834,0.477,0.617505995203837,7,72,"Lomandra longifolia_72"
"534",15,"None",52,5,"C5","Lomandra longifolia",0.772,0.799,0.736,0.966207759699624,7,72,"Lomandra longifolia_72"
"535",15,"Moderate",48,30,"C5","Lomandra longifolia",0.781,0.816,0.507,0.957107843137255,7,71,"Lomandra longifolia_71"
"536",15,"Moderate",48,5,"C5","Lomandra longifolia",0.789,0.796,0.651,0.991206030150754,7,71,"Lomandra longifolia_71"
"537",15,"None",54,15,"C5","Lomandra longifolia",0.342,0.802,0.485,0.42643391521197,7,72,"Lomandra longifolia_72"
"538",15,"Moderate",48,15,"C5","Lomandra longifolia",0.745,0.767,0.526,0.971316818774446,7,71,"Lomandra longifolia_71"
"539",15,"Low",30,5,"C5","Lomandra longifolia",0.808,0.818,0.776,0.987775061124694,7,70,"Lomandra longifolia_70"
"540",15,"None",48,15,"C5","Lomandra longifolia",0.786,0.774,0.688,1,7,72,"Lomandra longifolia_72"
"541",15,"None",44,5,"C5","Lomandra longifolia",0.793,0.788,0.746,1,7,72,"Lomandra longifolia_72"
"542",15,"None",48,30,"C5","Lomandra longifolia",0.832,0.763,0.567,1,7,72,"Lomandra longifolia_72"
"543",15,"Moderate",44,15,"C5","Lomandra longifolia",0.739,0.794,0.659,0.930730478589421,7,71,"Lomandra longifolia_71"
"544",15,"Moderate",52,5,"C5","Lomandra longifolia",0.709,0.805,0.614,0.880745341614907,7,71,"Lomandra longifolia_71"
"545",15,"Moderate",52,15,"C5","Lomandra longifolia",0.522,0.703,0.34,0.7425320056899,7,71,"Lomandra longifolia_71"
"546",15,"High",30,15,"C5","Lomandra longifolia",0.774,0.758,0.75,1,7,69,"Lomandra longifolia_69"
"547",15,"Low",42,30,"C5","Lomandra longifolia",0.802,0.811,0.608,0.988902589395808,7,70,"Lomandra longifolia_70"
"548",15,"None",30,60,"C5","Lomandra longifolia",0.824,0.82,0.785,1,7,72,"Lomandra longifolia_72"
"549",15,"Low",30,60,"C5","Lomandra longifolia",0.793,0.797,0.751,0.994981179422836,7,70,"Lomandra longifolia_70"
"550",15,"None",44,60,"C5","Lomandra longifolia",0.84,0.799,0.756,1,7,72,"Lomandra longifolia_72"
"551",15,"Low",44,15,"C5","Lomandra longifolia",0.77,0.793,0.751,0.970996216897856,7,70,"Lomandra longifolia_70"
"552",15,"Low",40,60,"C5","Lomandra longifolia",0.794,0.809,0.614,0.981458590852905,7,70,"Lomandra longifolia_70"
"553",15,"None",40,60,"C5","Lomandra longifolia",0.776,0.788,0.782,0.984771573604061,7,72,"Lomandra longifolia_72"
"554",15,"Moderate",44,30,"C5","Lomandra longifolia",0.798,0.786,0.545,1,7,71,"Lomandra longifolia_71"
"555",15,"None",54,5,"C5","Lomandra longifolia",0.433,0.766,0.53,0.565274151436031,7,72,"Lomandra longifolia_72"
"556",15,"None",44,15,"C5","Lomandra longifolia",0.803,0.758,0.696,1,7,72,"Lomandra longifolia_72"
"557",15,"Low",42,15,"C5","Lomandra longifolia",0.771,0.782,NA,0.985933503836317,7,70,"Lomandra longifolia_70"
"558",15,"Moderate",52,60,"C5","Lomandra longifolia",0.199,0.787,0.059,0.252858958068615,7,71,"Lomandra longifolia_71"
"559",15,"Moderate",52,30,"C5","Lomandra longifolia",0.472,0.798,0.364,0.591478696741855,7,71,"Lomandra longifolia_71"
"560",15,"Moderate",48,60,"C5","Lomandra longifolia",0.739,0.764,0.482,0.967277486910995,7,71,"Lomandra longifolia_71"
"561",15,"None",44,30,"C5","Lomandra longifolia",0.821,0.813,0.764,1,7,72,"Lomandra longifolia_72"
"562",15,"None",42,30,"C5","Lomandra longifolia",0.792,0.838,0.799,0.945107398568019,7,72,"Lomandra longifolia_72"
"563",15,"None",42,15,"C5","Lomandra longifolia",0.834,0.828,0.791,1,7,72,"Lomandra longifolia_72"
"564",15,"High",30,30,"C5","Lomandra longifolia",0.799,0.792,0.749,1,7,69,"Lomandra longifolia_69"
"565",15,"Low",44,30,"C5","Lomandra longifolia",0.807,0.759,0.681,1,7,70,"Lomandra longifolia_70"
"566",15,"None",58,5,"C5","Lomandra longifolia",0.436,0.772,0.608,0.564766839378238,7,72,"Lomandra longifolia_72"
"567",15,"Moderate",54,15,"C5","Lomandra longifolia",0.14,0.813,0.059,0.17220172201722,7,71,"Lomandra longifolia_71"
"568",15,"Moderate",44,5,"C5","Lomandra longifolia",0.766,0.828,0.673,0.92512077294686,7,71,"Lomandra longifolia_71"
"569",15,"High",30,5,"C5","Lomandra longifolia",0.824,0.769,0.73,1,7,69,"Lomandra longifolia_69"
"570",15,"Moderate",42,15,"C5","Lomandra longifolia",0.767,0.832,0.741,0.921875,7,71,"Lomandra longifolia_71"
"571",15,"Moderate",30,60,"C5","Lomandra longifolia",0.796,0.79,0.701,1,7,71,"Lomandra longifolia_71"
"572",15,"High",48,60,"C5","Lomandra longifolia",0.746,0.783,0.451,0.952745849297573,7,69,"Lomandra longifolia_69"
"573",15,"Low",44,5,"C5","Lomandra longifolia",0.838,0.745,0.689,1,7,70,"Lomandra longifolia_70"
"574",15,"Moderate",58,5,"C5","Lomandra longifolia",0.192,0.778,0.179,0.246786632390745,7,71,"Lomandra longifolia_71"
"575",15,"Low",30,15,"C5","Lomandra longifolia",0.844,0.796,0.779,1,7,70,"Lomandra longifolia_70"
"576",15,"High",54,5,"C5","Lomandra longifolia",0.589,0.807,0.337,0.729863692688971,7,69,"Lomandra longifolia_69"
"577",15,"None",30,15,"C5","Lomandra longifolia",0.787,0.804,0.819,0.978855721393035,7,72,"Lomandra longifolia_72"
"578",15,"Moderate",30,30,"C5","Lomandra longifolia",0.819,0.827,0.81,0.990326481257557,7,71,"Lomandra longifolia_71"
"579",15,"Low",58,5,"C5","Lomandra longifolia",0.088,0.786,0.2,0.111959287531807,7,70,"Lomandra longifolia_70"
"580",15,"Low",54,15,"C5","Lomandra longifolia",0.191,0.774,0.062,0.246770025839793,7,70,"Lomandra longifolia_70"
"581",15,"Low",52,5,"C5","Lomandra longifolia",0.686,0.796,0.645,0.861809045226131,7,70,"Lomandra longifolia_70"
"582",15,"Low",48,5,"C5","Lomandra longifolia",0.819,0.823,0.72,0.995139732685298,7,70,"Lomandra longifolia_70"
"583",15,"Low",48,15,"C5","Lomandra longifolia",0.792,0.846,0.672,0.936170212765957,7,70,"Lomandra longifolia_70"
"584",15,"High",40,60,"C5","Lomandra longifolia",0.707,0.788,0.636,0.897208121827411,7,69,"Lomandra longifolia_69"
"585",15,"Moderate",42,30,"C5","Lomandra longifolia",0.771,0.799,0.57,0.964956195244055,7,71,"Lomandra longifolia_71"
"586",15,"Moderate",54,5,"C5","Lomandra longifolia",0.543,0.706,0.382,0.769121813031162,7,71,"Lomandra longifolia_71"
"587",15,"Low",30,30,"C5","Lomandra longifolia",0.829,0.786,0.765,1,7,70,"Lomandra longifolia_70"
"588",15,"High",58,5,"C5","Lomandra longifolia",0.089,0.79,0.155,0.112658227848101,7,69,"Lomandra longifolia_69"
"589",15,"Moderate",44,60,"C5","Lomandra longifolia",0.706,0.846,0.411,0.83451536643026,7,71,"Lomandra longifolia_71"
"590",15,"Low",44,60,"C5","Lomandra longifolia",0.735,0.784,0.721,0.9375,7,70,"Lomandra longifolia_70"
"591",15,"Moderate",40,60,"C5","Lomandra longifolia",0.662,0.831,0.592,0.796630565583634,7,71,"Lomandra longifolia_71"
"592",15,"Moderate",30,5,"C5","Lomandra longifolia",0.803,0.817,0.824,0.982864137086903,7,71,"Lomandra longifolia_71"
"593",15,"High",52,15,"C5","Lomandra longifolia",0.503,0.771,0.404,0.652399481193256,7,69,"Lomandra longifolia_69"
"594",15,"High",42,15,"C5","Lomandra longifolia",0.779,0.761,0.666,1,7,69,"Lomandra longifolia_69"
"595",15,"High",30,60,"C5","Lomandra longifolia",0.795,0.796,0.681,0.998743718592965,7,69,"Lomandra longifolia_69"
"596",15,"Low",52,60,"C5","Lomandra longifolia",0.32,0.838,0.128,0.381861575178998,7,70,"Lomandra longifolia_70"
"597",15,"Low",48,60,"C5","Lomandra longifolia",0.763,0.82,0.506,0.930487804878049,7,70,"Lomandra longifolia_70"
"598",15,"Low",48,30,"C5","Lomandra longifolia",0,0,0,0,7,70,"Lomandra longifolia_70"
"599",15,"Moderate",30,15,"C5","Lomandra longifolia",0.821,0.77,0.796,1,7,71,"Lomandra longifolia_71"
"600",15,"Low",54,5,"C5","Lomandra longifolia",0.692,0.802,0.452,0.86284289276808,7,70,"Lomandra longifolia_70"
"601",15,"None",30,30,"C5","Lomandra longifolia",0.788,0.81,0.762,0.972839506172839,7,72,"Lomandra longifolia_72"
"602",15,"High",52,30,"C5","Lomandra longifolia",0.439,0.794,0.303,0.552896725440806,7,69,"Lomandra longifolia_69"
"603",15,"High",42,30,"C5","Lomandra longifolia",0.725,0.793,0.58,0.914249684741488,7,69,"Lomandra longifolia_69"
"604",15,"High",44,30,"C5","Lomandra longifolia",0.82,0.818,0.741,1,7,69,"Lomandra longifolia_69"
"605",15,"Low",52,15,"C5","Lomandra longifolia",0.643,0.828,0.56,0.776570048309179,7,70,"Lomandra longifolia_70"
"606",15,"High",44,15,"C5","Lomandra longifolia",0.799,0.792,0.748,1,7,69,"Lomandra longifolia_69"
"607",15,"High",44,60,"C5","Lomandra longifolia",0.746,0.809,0.593,0.9221260815822,7,69,"Lomandra longifolia_69"
"608",15,"None",30,5,"C5","Lomandra longifolia",0.843,0.844,0.788,0.998815165876777,7,72,"Lomandra longifolia_72"
"609",15,"High",52,60,"C5","Lomandra longifolia",0.182,0.812,0.132,0.224137931034483,7,69,"Lomandra longifolia_69"
"610",15,"High",48,30,"C5","Lomandra longifolia",0.704,0.848,0.526,0.830188679245283,7,69,"Lomandra longifolia_69"
"611",15,"High",44,5,"C5","Lomandra longifolia",0.751,0.842,0.602,0.891923990498812,7,69,"Lomandra longifolia_69"
"612",15,"High",48,15,"C5","Lomandra longifolia",0.743,0.829,0.571,0.896260554885404,7,69,"Lomandra longifolia_69"
"613",15,"High",48,5,"C5","Lomandra longifolia",0.784,0.829,0.623,0.945717732207479,7,69,"Lomandra longifolia_69"
"614",15,"High",54,15,"C5","Lomandra longifolia",0.303,0.789,0.158,0.38403041825095,7,69,"Lomandra longifolia_69"
"615",15,"High",52,5,"C5","Lomandra longifolia",0.501,0.795,0.417,0.630188679245283,7,69,"Lomandra longifolia_69"
"616",15,"Low",52,30,"C5","Lomandra longifolia",0.301,0.811,0.259,0.3711467324291,7,70,"Lomandra longifolia_70"
"617",16,"None",52,60,"D1","Populus nigra",0.206,0.859,0.162,0.239813736903376,8,76,"Populus nigra_76"
"618",16,"None",48,60,"D1","Populus nigra",0.571,0.84,0.349,0.679761904761905,8,76,"Populus nigra_76"
"619",16,"None",48,5,"D1","Populus nigra",0.789,0.833,0.737,0.94717887154862,8,76,"Populus nigra_76"
"620",16,"Moderate",48,5,"D1","Populus nigra",0.647,0.838,0.534,0.772076372315036,8,75,"Populus nigra_75"
"621",16,"None",54,15,"D1","Populus nigra",0.367,0.843,0.646,0.435349940688019,8,76,"Populus nigra_76"
"622",16,"Moderate",48,30,"D1","Populus nigra",0.411,0.842,0.354,0.48812351543943,8,75,"Populus nigra_75"
"623",16,"None",48,15,"D1","Populus nigra",0.748,0.841,0.715,0.889417360285375,8,76,"Populus nigra_76"
"624",16,"None",44,5,"D1","Populus nigra",0.827,0.842,0.807,0.982185273159145,8,76,"Populus nigra_76"
"625",16,"Low",58,5,"D1","Populus nigra",0,0.846,0.145,0,8,74,"Populus nigra_74"
"626",16,"None",52,5,"D1","Populus nigra",0.632,0.86,0.726,0.734883720930233,8,76,"Populus nigra_76"
"627",16,"High",30,15,"D1","Populus nigra",0.831,0.815,0.791,1,8,73,"Populus nigra_73"
"628",16,"Moderate",44,15,"D1","Populus nigra",0.612,0.856,0.469,0.714953271028037,8,75,"Populus nigra_75"
"629",16,"Moderate",52,15,"D1","Populus nigra",0.153,0.836,0.269,0.183014354066986,8,75,"Populus nigra_75"
"630",16,"None",48,30,"D1","Populus nigra",0.753,0.835,0.59,0.901796407185629,8,76,"Populus nigra_76"
"631",16,"None",44,60,"D1","Populus nigra",0.791,0.832,0.609,0.950721153846154,8,76,"Populus nigra_76"
"632",16,"None",52,15,"D1","Populus nigra",0.15,0.853,0.568,0.175849941383353,8,76,"Populus nigra_76"
"633",16,"Moderate",48,15,"D1","Populus nigra",0.515,0.851,0.503,0.605170387779083,8,75,"Populus nigra_75"
"634",16,"Low",48,15,"D1","Populus nigra",0.496,0.881,0.605,0.562996594778661,8,74,"Populus nigra_74"
"635",16,"None",54,5,"D1","Populus nigra",0.587,0.849,0.695,0.691401648998822,8,76,"Populus nigra_76"
"636",16,"None",30,60,"D1","Populus nigra",0.845,0.84,0.821,1,8,76,"Populus nigra_76"
"637",16,"Moderate",52,30,"D1","Populus nigra",0,0.836,0.061,0,8,75,"Populus nigra_75"
"638",16,"Moderate",48,60,"D1","Populus nigra",0.184,0.838,0.206,0.219570405727924,8,75,"Populus nigra_75"
"639",16,"None",40,60,"D1","Populus nigra",0.782,0.83,0.73,0.942168674698795,8,76,"Populus nigra_76"
"640",16,"Moderate",44,30,"D1","Populus nigra",0.672,0.848,0.579,0.792452830188679,8,75,"Populus nigra_75"
"641",16,"Moderate",44,5,"D1","Populus nigra",0.818,0.863,0.692,0.947856315179606,8,75,"Populus nigra_75"
"642",16,"Moderate",30,15,"D1","Populus nigra",0.856,0.827,0.849,1,8,75,"Populus nigra_75"
"643",16,"High",30,30,"D1","Populus nigra",0.835,0.844,0.801,0.989336492890995,8,73,"Populus nigra_73"
"644",16,"Moderate",44,60,"D1","Populus nigra",0.458,0.881,0.584,0.519863791146425,8,75,"Populus nigra_75"
"645",16,"Low",48,30,"D1","Populus nigra",0.454,0.866,0.344,0.524249422632795,8,74,"Populus nigra_74"
"646",16,"None",52,30,"D1","Populus nigra",0.272,0.874,0.582,0.311212814645309,8,76,"Populus nigra_76"
"647",16,"None",42,15,"D1","Populus nigra",0.855,0.848,0.809,1,8,76,"Populus nigra_76"
"648",16,"None",58,5,"D1","Populus nigra",0.407,0.818,0.584,0.497555012224939,8,76,"Populus nigra_76"
"649",16,"None",42,30,"D1","Populus nigra",0.84,0.864,0.813,0.972222222222222,8,76,"Populus nigra_76"
"650",16,"Moderate",52,5,"D1","Populus nigra",0.378,0.844,0.371,0.447867298578199,8,75,"Populus nigra_75"
"651",16,"High",30,5,"D1","Populus nigra",0.86,0.827,0.791,1,8,73,"Populus nigra_73"
"652",16,"Low",44,30,"D1","Populus nigra",0.803,0.83,0.657,0.967469879518072,8,74,"Populus nigra_74"
"653",16,"Low",40,60,"D1","Populus nigra",0.818,0.844,0.637,0.969194312796208,8,74,"Populus nigra_74"
"654",16,"Low",30,5,"D1","Populus nigra",0.836,0.848,0.807,0.985849056603774,8,74,"Populus nigra_74"
"655",16,"None",44,15,"D1","Populus nigra",0.844,0.829,0.777,1,8,76,"Populus nigra_76"
"656",16,"Moderate",30,30,"D1","Populus nigra",0.862,0.839,0.837,1,8,75,"Populus nigra_75"
"657",16,"High",42,30,"D1","Populus nigra",0.824,0.845,0.642,0.975147928994083,8,73,"Populus nigra_73"
"658",16,"Low",30,15,"D1","Populus nigra",0.856,0.823,0.814,1,8,74,"Populus nigra_74"
"659",16,"High",54,5,"D1","Populus nigra",0.244,0.812,0.155,0.300492610837438,8,73,"Populus nigra_73"
"660",16,"Low",42,30,"D1","Populus nigra",0.859,0.859,0.772,1,8,74,"Populus nigra_74"
"661",16,"Low",48,5,"D1","Populus nigra",0.676,0.865,0.635,0.78150289017341,8,74,"Populus nigra_74"
"662",16,"High",48,60,"D1","Populus nigra",0.2,0.823,0.1,0.243013365735115,8,73,"Populus nigra_73"
"663",16,"Low",54,15,"D1","Populus nigra",0.395,0.831,0.265,0.475330926594465,8,74,"Populus nigra_74"
"664",16,"Low",52,5,"D1","Populus nigra",0.553,0.833,0.417,0.663865546218487,8,74,"Populus nigra_74"
"665",16,"Low",44,5,"D1","Populus nigra",0.845,0.834,0.734,1,8,74,"Populus nigra_74"
"666",16,"Low",44,15,"D1","Populus nigra",0.732,0.832,0.698,0.879807692307692,8,74,"Populus nigra_74"
"667",16,"High",52,15,"D1","Populus nigra",0.102,0.843,0.179,0.120996441281139,8,73,"Populus nigra_73"
"668",16,"High",40,60,"D1","Populus nigra",0.746,0.84,0.618,0.888095238095238,8,73,"Populus nigra_73"
"669",16,"Moderate",30,60,"D1","Populus nigra",0.853,0.828,0.795,1,8,75,"Populus nigra_75"
"670",16,"Low",30,60,"D1","Populus nigra",0.826,0.844,0.804,0.97867298578199,8,74,"Populus nigra_74"
"671",16,"High",44,15,"D1","Populus nigra",0.742,0.822,0.595,0.902676399026764,8,73,"Populus nigra_73"
"672",16,"Low",30,30,"D1","Populus nigra",0.865,0.828,0.822,1,8,74,"Populus nigra_74"
"673",16,"High",58,5,"D1","Populus nigra",0,0.835,0.171,0,8,73,"Populus nigra_73"
"674",16,"Moderate",54,15,"D1","Populus nigra",0.096,0.844,0.166,0.113744075829384,8,75,"Populus nigra_75"
"675",16,"Low",42,15,"D1","Populus nigra",0.814,0.812,NA,1,8,74,"Populus nigra_74"
"676",16,"Moderate",52,60,"D1","Populus nigra",0,0.841,0,0,8,75,"Populus nigra_75"
"677",16,"High",42,15,"D1","Populus nigra",0.818,0.83,0.517,0.985542168674699,8,73,"Populus nigra_73"
"678",16,"High",30,60,"D1","Populus nigra",0.833,0.843,0.752,0.988137603795967,8,73,"Populus nigra_73"
"679",16,"None",44,30,"D1","Populus nigra",0.804,0.846,0.768,0.950354609929078,8,76,"Populus nigra_76"
"680",16,"Moderate",54,5,"D1","Populus nigra",0.473,0.832,0.221,0.568509615384615,8,75,"Populus nigra_75"
"681",16,"Moderate",30,5,"D1","Populus nigra",0.844,0.852,0.842,0.990610328638498,8,75,"Populus nigra_75"
"682",16,"Low",54,5,"D1","Populus nigra",0.563,0.835,0.433,0.674251497005988,8,74,"Populus nigra_74"
"683",16,"Low",52,60,"D1","Populus nigra",0,0.877,0,0,8,74,"Populus nigra_74"
"684",16,"Low",48,60,"D1","Populus nigra",0.256,0.869,0.2,0.294591484464902,8,74,"Populus nigra_74"
"685",16,"Moderate",40,60,"D1","Populus nigra",0.827,0.853,0.744,0.969519343493552,8,75,"Populus nigra_75"
