unique_sample,response_type,threshold,Time,temperature,temperature_sd
13,fvfm_io,T90,5,52.541578994608,2.4517658945313285
13,fvfm_io,T90,15,51.43286100502879,1.2810206756384557
13,fvfm_io,T90,30,50.82919587025208,1.4535384433455758
13,fvfm_io,T90,60,50.04969111763315,2.0100404438355723
13,fvfm_io,T90,120,49.1582798424101,2.61149952759812
14,fvfm_io,T90,5,46.31016577536466,1.0632735068901598
14,fvfm_io,T90,15,45.07807203839041,0.8479669086574649
14,fvfm_io,T90,30,44.22221427495191,0.6432332004225025
14,fvfm_io,T90,60,43.67942118460233,0.527509991618196
14,fvfm_io,T90,120,43.145406312108314,0.7673117084601937
15,fvfm_io,T90,5,51.56622430101235,1.2792003023530223
15,fvfm_io,T90,15,50.53249222964333,0.582691405461153
15,fvfm_io,T90,30,49.52710453575511,0.9412996885193099
15,fvfm_io,T90,60,48.4910013780734,1.2141679168573667
15,fvfm_io,T90,120,47.44092198634941,1.5115930307625836
16,fvfm_io,T90,5,51.403622777063084,0.8054087409573127
16,fvfm_io,T90,15,50.573629112048636,0.555478918347463
16,fvfm_io,T90,30,49.79289458658776,0.802130725030398
16,fvfm_io,T90,60,48.8718389239533,1.1249306251048983
16,fvfm_io,T90,120,47.994852695854995,1.1626837687463223
17,fvfm_io,T90,5,47.42104561385253,0.9557838194195419
17,fvfm_io,T90,15,46.1994663894973,0.7082365361867431
17,fvfm_io,T90,30,44.97387279234051,0.8826143100144461
17,fvfm_io,T90,60,43.984083091731435,0.7630467905541609
17,fvfm_io,T90,120,43.21343896127916,0.8815321308711712
18,fvfm_io,T90,5,49.7209369245502,1.1984913391206407
18,fvfm_io,T90,15,47.31158802854514,0.35573479328755714
18,fvfm_io,T90,30,46.140075254264396,0.5541830734752382
18,fvfm_io,T90,60,44.39898149246894,0.7224014686208803
18,fvfm_io,T90,120,43.385470900475845,0.5120701333064706
19,fvfm_io,T90,5,56.892448468368016,2.178478484913633
19,fvfm_io,T90,15,54.04088004344403,1.1652618683567666
19,fvfm_io,T90,30,52.52847900242293,1.426425869471364
19,fvfm_io,T90,60,50.875373065955785,1.4878422155290982
19,fvfm_io,T90,120,49.05906391348515,1.7790757258910235
20,fvfm_io,T90,5,54.80550408399963,1.511055342489973
20,fvfm_io,T90,15,52.21831384831762,0.7903083893227878
20,fvfm_io,T90,30,51.144273763604936,0.80239496377078
20,fvfm_io,T90,60,49.7706205959081,1.0920089586011525
20,fvfm_io,T90,120,48.45390546816839,1.3320550909467899
21,fvfm_io,T90,5,54.65038629919215,1.4716963518979986
21,fvfm_io,T90,15,52.19644536542071,0.8897446439951497
21,fvfm_io,T90,30,51.16028580984565,0.9827349828623624
21,fvfm_io,T90,60,49.85648274706688,1.260089364091842
21,fvfm_io,T90,120,48.58846177039029,1.5008744731727954
22,fvfm_io,T90,5,54.7957380904053,1.8005692956595034
22,fvfm_io,T90,15,52.295628190292966,1.0132573127097309
22,fvfm_io,T90,30,51.19772470083229,1.0090824998421322
22,fvfm_io,T90,60,49.94377536273436,1.2824855249610243
22,fvfm_io,T90,120,48.75227031335468,1.6796299746900034
23,fvfm_io,T90,5,52.466454785439325,1.4383028120444432
23,fvfm_io,T90,15,51.7147428266552,0.6367074264085232
23,fvfm_io,T90,30,51.404493615448494,0.8868142249874275
23,fvfm_io,T90,60,50.8986467422407,1.3361721930814365
23,fvfm_io,T90,120,50.398127582383424,2.228036391843853
24,fvfm_io,T90,5,59.97117369118514,3.183447564348199
24,fvfm_io,T90,15,59.915334730333804,3.1782946043678026
24,fvfm_io,T90,30,61.93788761367697,4.331158213302904
24,fvfm_io,T90,60,60.28521607209012,4.945971490287741
24,fvfm_io,T90,120,60.971208324283346,5.9727462819326025
25,fvfm_io,T90,5,62.251619533789444,4.46106077096099
25,fvfm_io,T90,15,60.64097934790151,3.4869404816644525
25,fvfm_io,T90,30,62.17390562032474,3.6992524602159667
25,fvfm_io,T90,60,58.98502678131792,3.898205477260147
25,fvfm_io,T90,120,59.79705177675516,5.037900528762985
26,fvfm_io,T90,5,53.85103905724784,1.4467019912848416
26,fvfm_io,T90,15,52.36293085304977,0.8285038200196153
26,fvfm_io,T90,30,51.83006722897862,1.1846551612801173
26,fvfm_io,T90,60,50.868339177387995,1.4147344607896317
26,fvfm_io,T90,120,49.53666686178441,2.019644112486685
27,fvfm_io,T90,5,47.87988305294262,0.7932511786479409
27,fvfm_io,T90,15,46.61792864833506,0.4944001601622377
27,fvfm_io,T90,30,45.253032804941824,0.8228342208765557
27,fvfm_io,T90,60,43.92941580517119,0.6681703367283283
27,fvfm_io,T90,120,42.93149813842587,0.7613780039664059
28,fvfm_io,T90,5,57.14155667775702,2.998229616922842
28,fvfm_io,T90,15,56.97863466171708,2.6003807980858227
28,fvfm_io,T90,30,58.96746812853685,3.353780432849989
28,fvfm_io,T90,60,57.76859197653408,4.0059673820250685
28,fvfm_io,T90,120,59.065347499978216,5.626828619567201
29,fvfm_io,T90,5,48.21526687351076,0.9242140314974988
29,fvfm_io,T90,15,47.1518088393006,0.4845009979722893
29,fvfm_io,T90,30,46.27481682105177,0.7477589039176344
29,fvfm_io,T90,60,44.99091521744464,1.0314326372323521
29,fvfm_io,T90,120,43.82025401042698,1.0373333789493002
30,fvfm_io,T90,5,49.08726373289011,1.1953672635646928
30,fvfm_io,T90,15,47.41725741939659,0.4120342505057782
30,fvfm_io,T90,30,46.54624175858658,0.5926118180720555
30,fvfm_io,T90,60,45.13097227310414,1.0022536051503754
30,fvfm_io,T90,120,43.817177626238255,0.9985544905146291
31,fvfm_io,T90,5,56.89095128728395,2.1708287080096023
31,fvfm_io,T90,15,53.398170317451644,0.9446579365143442
31,fvfm_io,T90,30,51.71938906686159,0.9487956821651476
31,fvfm_io,T90,60,50.2675795264243,0.904470639906662
31,fvfm_io,T90,120,48.91109103001193,1.412541627450792
32,fvfm_io,T90,5,54.97452105329426,2.088494147597927
32,fvfm_io,T90,15,53.359035996875605,1.141869774016063
32,fvfm_io,T90,30,52.70771193679725,1.6735691525806284
32,fvfm_io,T90,60,51.67482051288808,2.250557303393728
32,fvfm_io,T90,120,50.80907745796389,3.4839579584436366
33,fvfm_io,T90,5,57.08818409972106,2.619929809548393
33,fvfm_io,T90,15,57.47779092012268,2.721774810833827
33,fvfm_io,T90,30,60.949520901122035,4.4001516917464585
33,fvfm_io,T90,60,59.91193761687775,5.093276622261571
33,fvfm_io,T90,120,61.687662938891414,6.611579156727484
34,fvfm_io,T90,5,52.007896007181486,0.9173622228532365
34,fvfm_io,T90,15,51.37751341892127,0.5792470042216935
34,fvfm_io,T90,30,50.97085412552859,1.0435072056743937
34,fvfm_io,T90,60,50.33166229389673,1.3179716359421054
34,fvfm_io,T90,120,49.480314804629664,1.813643569664327
35,fvfm_io,T90,5,59.27841396926588,3.8691197927222594
35,fvfm_io,T90,15,58.467246698435424,3.1511738818420936
35,fvfm_io,T90,30,60.54147378414108,4.319411910299744
35,fvfm_io,T90,60,58.75266956956797,4.817735399854861
35,fvfm_io,T90,120,59.98938839017863,5.994971490617581
36,fvfm_io,T90,5,61.056320532609426,3.2508357284532474
36,fvfm_io,T90,15,59.755621157179746,3.031662079508462
36,fvfm_io,T90,30,61.6797639826671,4.880036330074515
36,fvfm_io,T90,60,59.07383631932481,5.479958705408427
36,fvfm_io,T90,120,59.15634348089631,6.356348613576235
37,fvfm_io,T90,5,59.34361963897035,3.470361314814003
37,fvfm_io,T90,15,55.00826325427668,1.7477973589235096
37,fvfm_io,T90,30,53.12216147369252,2.1398400835725027
37,fvfm_io,T90,60,51.48244868783639,2.5583902874629527
37,fvfm_io,T90,120,50.389522972462444,3.2644848962622834
38,fvfm_io,T90,5,58.91809558831027,3.09030767471866
38,fvfm_io,T90,15,55.46731625193843,2.267595100845896
38,fvfm_io,T90,30,54.481897958600776,3.227106089089679
38,fvfm_io,T90,60,52.52576652260006,3.5049561088603567
38,fvfm_io,T90,120,51.36776170884164,4.327480749788115
39,fvfm_io,T90,5,55.38345302039323,1.8415523528480424
39,fvfm_io,T90,15,53.124714897101036,1.3074887161117685
39,fvfm_io,T90,30,52.32694011567383,2.151272808927629
39,fvfm_io,T90,60,50.961751307008264,2.4176002147106535
39,fvfm_io,T90,120,50.06321279129193,3.460369147795508
40,fvfm_io,T90,5,48.52544718485167,0.9566854512190464
40,fvfm_io,T90,15,47.014196135638024,0.4544452458495323
40,fvfm_io,T90,30,45.78918197328359,0.890530411076444
40,fvfm_io,T90,60,44.32207013147616,0.8971886444486893
40,fvfm_io,T90,120,43.21651106599959,0.8383267153280994
41,fvfm_io,T90,5,56.31073226777201,1.9116276888358772
41,fvfm_io,T90,15,53.61295443721292,1.024865676309862
41,fvfm_io,T90,30,52.30902123586389,1.396616426206516
41,fvfm_io,T90,60,50.86069787914704,1.4138759790582984
41,fvfm_io,T90,120,49.6789462141652,1.9181007418525537
42,fvfm_io,T90,5,55.37956404298427,1.8123940080069896
42,fvfm_io,T90,15,52.7310128611895,1.0783521189361893
42,fvfm_io,T90,30,51.5760032879501,1.1374747702880827
42,fvfm_io,T90,60,50.31372994737938,1.2243039462180294
42,fvfm_io,T90,120,49.3522905548861,1.5876410691638123
43,fvfm_io,T90,5,49.30568041980954,1.3632327684853158
43,fvfm_io,T90,15,47.47217407795787,0.589051386766019
43,fvfm_io,T90,30,46.5586180800085,0.8004751497136796
43,fvfm_io,T90,60,45.21702494330414,1.1568475194064145
43,fvfm_io,T90,120,43.91351961680724,1.2990539674048336
44,fvfm_io,T90,5,52.167849943634046,0.9843229908872235
44,fvfm_io,T90,15,51.47585915603864,0.538023792767581
44,fvfm_io,T90,30,51.07729799105557,0.8100022923144711
44,fvfm_io,T90,60,50.45771531188705,1.299870736064593
44,fvfm_io,T90,120,49.628223779439665,2.1860926499017252
45,fvfm_io,T90,5,60.14807658319198,4.760273931205245
45,fvfm_io,T90,15,62.08921887398638,3.9611373148496587
45,fvfm_io,T90,30,65.68652583589517,4.715673975336153
45,fvfm_io,T90,60,65.51392668042527,5.43680199959427
45,fvfm_io,T90,120,66.83739710919679,6.222824070299161
46,fvfm_io,T90,5,58.18638312815903,2.902310085861236
46,fvfm_io,T90,15,59.80375255840254,2.9464800952908945
46,fvfm_io,T90,30,64.10165040259184,4.522129035566481
46,fvfm_io,T90,60,63.33228487348486,5.073470584002957
46,fvfm_io,T90,120,65.566044571771,5.991375842183273
47,fvfm_io,T90,5,51.97940185844294,2.017063825207506
47,fvfm_io,T90,15,50.66436022199251,1.2361281072276356
47,fvfm_io,T90,30,49.67594981991321,1.517642532971911
47,fvfm_io,T90,60,48.6461202758495,2.021043352856265
47,fvfm_io,T90,120,47.1657900999768,2.661018825901383
48,fvfm_io,T90,5,47.79164872432118,0.719859129151285
48,fvfm_io,T90,15,46.99909174834907,0.3491919224118411
48,fvfm_io,T90,30,46.255341870328344,0.5142788420808735
48,fvfm_io,T90,60,45.11889686665936,0.8489336037758738
48,fvfm_io,T90,120,44.04619493775776,0.8681596126730591
1,fvfm_io,T50,5,45.14692640987185,0.8939380019015145
1,fvfm_io,T50,15,42.94434608875446,0.4862925382211116
1,fvfm_io,T50,30,41.86262758579988,0.3717957779245701
1,fvfm_io,T50,60,40.70477534330153,0.6611996295682748
1,fvfm_io,T50,120,39.26128892946412,0.9669844103052957
2,fvfm_io,T50,5,51.12294975299009,2.5400999626616048
2,fvfm_io,T50,15,50.10206437582385,1.5635297665603776
2,fvfm_io,T50,30,49.6822163640705,2.6015579382602554
2,fvfm_io,T50,60,49.01869262128203,3.681315013666739
2,fvfm_io,T50,120,48.60602825804767,4.943790011140899
3,fvfm_io,T50,5,44.42242760390975,0.7349276224070971
3,fvfm_io,T50,15,42.34539647854377,0.44196245546450785
3,fvfm_io,T50,30,41.16090626153176,0.4679370584728839
3,fvfm_io,T50,60,39.3710626748618,0.5211111712118892
3,fvfm_io,T50,120,37.64719694748106,0.5609377184883205
4,fvfm_io,T50,5,43.91826210222485,0.7986060441947458
4,fvfm_io,T50,15,42.26104330695999,0.4019004700263148
4,fvfm_io,T50,30,41.238857318902085,0.4257462280699815
4,fvfm_io,T50,60,39.63912127948832,0.5349893499361746
4,fvfm_io,T50,120,37.84517190751087,0.7375904335205427
5,fvfm_io,T50,5,48.945299635131065,1.1698052839786612
5,fvfm_io,T50,15,47.030172011127476,0.7767036146013425
5,fvfm_io,T50,30,45.894578104629254,0.4078563863216733
5,fvfm_io,T50,60,44.572799257695735,0.6333239608360876
5,fvfm_io,T50,120,42.920305791819054,1.0097091297263983
6,fvfm_io,T50,5,46.67542794947893,1.1208430842318606
6,fvfm_io,T50,15,45.434260904601686,0.8103163765719602
6,fvfm_io,T50,30,44.40627205790389,0.9430875133942868
6,fvfm_io,T50,60,43.123243511694525,1.2999717578072962
6,fvfm_io,T50,120,41.44899507732332,2.311519136368634
7,fvfm_io,T50,5,51.490510491971534,2.0479351123445757
7,fvfm_io,T50,15,49.603846845585934,1.3479950714166786
7,fvfm_io,T50,30,48.35482538472587,1.6946541165196778
7,fvfm_io,T50,60,46.94083294002496,2.152957844303693
7,fvfm_io,T50,120,45.4730708593946,3.6818217285685213
8,fvfm_io,T50,5,50.616814470296994,2.0337429892557366
8,fvfm_io,T50,15,49.68503191172655,1.5423711796748913
8,fvfm_io,T50,30,49.100215745972896,2.1689652015406335
8,fvfm_io,T50,60,48.3904478092282,3.2510962824373393
8,fvfm_io,T50,120,47.59406613325504,4.610339761070781
9,fvfm_io,T50,5,50.753428842675916,1.6010882598410172
9,fvfm_io,T50,15,49.73300399283906,0.9847958992949934
9,fvfm_io,T50,30,49.07842875321963,1.7669398085782635
9,fvfm_io,T50,60,48.26038791303462,2.7786245571769244
9,fvfm_io,T50,120,47.513647396115005,4.889013270848676
10,fvfm_io,T50,5,46.27536565632206,1.2153334242191922
10,fvfm_io,T50,15,45.74052223307323,0.921330675423692
10,fvfm_io,T50,30,45.27670238900523,0.8421193516056068
10,fvfm_io,T50,60,44.61659896163824,1.0412507514932903
10,fvfm_io,T50,120,43.63035567080555,2.0078719448277482
11,fvfm_io,T50,5,48.26470010155116,1.7893344021616922
11,fvfm_io,T50,15,46.412598498450535,0.781787428434024
11,fvfm_io,T50,30,45.32785691345126,0.680678435754304
11,fvfm_io,T50,60,43.98415141477597,0.887762677654039
11,fvfm_io,T50,120,42.502047696059705,1.5072440922738015
12,fvfm_io,T50,5,46.656492497364695,1.231913292442188
12,fvfm_io,T50,15,45.83553057525127,0.7335941889905904
12,fvfm_io,T50,30,45.20976395021255,0.8283731813790384
12,fvfm_io,T50,60,44.38562263863992,1.4404135561250164
12,fvfm_io,T50,120,43.30104823337172,2.658463704326222
13,fvfm_io,T50,5,47.36429126378778,1.6721052336095115
13,fvfm_io,T50,15,45.90714766666382,0.8442769086784361
13,fvfm_io,T50,30,44.9268629333727,0.8126505458535999
13,fvfm_io,T50,60,43.65428191793317,1.0256012042688178
13,fvfm_io,T50,120,42.1638055461673,1.904323611815491
14,fvfm_io,T50,5,42.08805334179366,0.7098229210236497
14,fvfm_io,T50,15,41.156736005313995,0.5190452903991859
14,fvfm_io,T50,30,40.311674187379225,0.5240642315065058
14,fvfm_io,T50,60,39.21388759287587,0.5467711122357138
14,fvfm_io,T50,120,38.26793247473459,0.6155445296730055
15,fvfm_io,T50,5,46.62782867265699,1.0282403480262905
15,fvfm_io,T50,15,45.171011561153954,0.45881023920556313
15,fvfm_io,T50,30,43.925455636944726,0.5633698272452181
15,fvfm_io,T50,60,42.54687290693641,0.6687222921642002
15,fvfm_io,T50,120,40.96166848584966,1.0956443923355141
16,fvfm_io,T50,5,46.454527439611894,0.5062933780137727
16,fvfm_io,T50,15,45.248107092254934,0.41234636337173664
16,fvfm_io,T50,30,44.2150478110484,0.4485711569544896
16,fvfm_io,T50,60,42.97417463000391,0.5083130263708633
16,fvfm_io,T50,120,41.63696191735239,1.0845410135312126
17,fvfm_io,T50,5,43.0936710156717,0.9589907903669326
17,fvfm_io,T50,15,41.79197012548656,0.5093985830062372
17,fvfm_io,T50,30,40.89208057876968,0.5339579245827136
17,fvfm_io,T50,60,39.5685436317285,0.6474409912100935
17,fvfm_io,T50,120,38.22906356237395,0.7898640497553651
18,fvfm_io,T50,5,44.84276978737814,0.6596827904109485
18,fvfm_io,T50,15,42.50308412520057,0.33923827710901056
18,fvfm_io,T50,30,41.39663497924728,0.32976294294033853
18,fvfm_io,T50,60,40.04724593948261,0.5033024439611625
18,fvfm_io,T50,120,38.60415923086414,0.5577648034003538
19,fvfm_io,T50,5,49.752967452188386,1.0197852291731966
19,fvfm_io,T50,15,47.03879249371646,0.6213668281700743
19,fvfm_io,T50,30,45.488575175779076,0.6269532880892261
19,fvfm_io,T50,60,43.78868664119992,0.8068813413815116
19,fvfm_io,T50,120,42.00914255647723,1.1498427431193528
20,fvfm_io,T50,5,49.23310341813285,0.8230815144940203
20,fvfm_io,T50,15,46.91405127444072,0.46910375200827276
20,fvfm_io,T50,30,45.684258279984185,0.40765646341912554
20,fvfm_io,T50,60,44.333919196926416,0.5788284950150576
20,fvfm_io,T50,120,42.84168041408407,0.7976475774196483
21,fvfm_io,T50,5,48.829201848483855,0.8185422608318342
21,fvfm_io,T50,15,46.62374420573822,0.5052470278001743
21,fvfm_io,T50,30,45.44904523707833,0.44457182043607224
21,fvfm_io,T50,60,44.09696371984926,0.577447755688415
21,fvfm_io,T50,120,42.647233357795834,0.8720133465826823
22,fvfm_io,T50,5,48.57101505940548,1.1573835732684714
22,fvfm_io,T50,15,46.381584455319135,0.5363949619118082
22,fvfm_io,T50,30,45.23482453115116,0.47943214717536714
22,fvfm_io,T50,60,43.95086331540823,0.6132744124046859
22,fvfm_io,T50,120,42.662066696446615,1.0719924256638
23,fvfm_io,T50,5,47.47943818893067,0.8207051510308612
23,fvfm_io,T50,15,46.30580400924683,0.4058148525044512
23,fvfm_io,T50,30,45.521358897115505,0.4443967741690527
23,fvfm_io,T50,60,44.499114847131715,0.690497773165082
23,fvfm_io,T50,120,43.213539396206166,1.2492115599883615
24,fvfm_io,T50,5,52.08554848808263,1.870913817104233
24,fvfm_io,T50,15,50.91601578657548,1.8135360107689902
24,fvfm_io,T50,30,50.31441489273027,2.755390356596847
24,fvfm_io,T50,60,49.17414667764469,3.044602560163525
24,fvfm_io,T50,120,48.39703003259905,4.484607357427345
25,fvfm_io,T50,5,54.44390244989245,3.945315222128083
25,fvfm_io,T50,15,51.89475487372471,1.6717789343838558
25,fvfm_io,T50,30,50.96773882718136,2.7106297347257002
25,fvfm_io,T50,60,49.35505774359761,2.370594801094605
25,fvfm_io,T50,120,48.53444753386144,4.291250555661184
26,fvfm_io,T50,5,48.81723925266177,1.1658530140284284
26,fvfm_io,T50,15,47.01303963269258,1.0174846099263501
26,fvfm_io,T50,30,45.84254573497191,0.5050544998417754
26,fvfm_io,T50,60,44.36221952512284,0.719097889926264
26,fvfm_io,T50,120,42.383190302431764,1.2327467974574493
27,fvfm_io,T50,5,43.821185694917226,0.6833752722835652
27,fvfm_io,T50,15,42.03172605909656,0.4127787830403592
27,fvfm_io,T50,30,40.93858914694689,0.5106230607584373
27,fvfm_io,T50,60,39.32981912194907,0.6054862945506333
27,fvfm_io,T50,120,37.82917812625106,0.6962404611433116
28,fvfm_io,T50,5,51.19645807857525,1.7348536742828522
28,fvfm_io,T50,15,50.20833685952135,1.1408254973814804
28,fvfm_io,T50,30,49.754547004488145,2.868552421379358
28,fvfm_io,T50,60,48.77947139282294,3.4361001637719197
28,fvfm_io,T50,120,47.98029852500924,4.4589060321136325
29,fvfm_io,T50,5,44.21034940808291,0.6994209832366501
29,fvfm_io,T50,15,42.460532432628156,0.4412801923820732
29,fvfm_io,T50,30,41.45083842860337,0.47564702154768335
29,fvfm_io,T50,60,40.01022323357945,0.6730468280887288
29,fvfm_io,T50,120,38.309179076091205,0.7592663039438525
30,fvfm_io,T50,5,44.830529407641144,0.7315074889306259
30,fvfm_io,T50,15,42.805873128856405,0.4432122526479946
30,fvfm_io,T50,30,41.69324822195244,0.4367481749556197
30,fvfm_io,T50,60,40.24608960833453,0.6662648691654852
30,fvfm_io,T50,120,38.44618520343093,0.7146869620211403
31,fvfm_io,T50,5,50.8909798821606,1.078270415842326
31,fvfm_io,T50,15,48.167933784441125,0.4792913522663581
31,fvfm_io,T50,30,46.550109445277094,0.3771011282834715
31,fvfm_io,T50,60,45.30537626345881,0.4592333668967263
31,fvfm_io,T50,120,43.906765873430764,0.7729320427666225
32,fvfm_io,T50,5,48.86240869904915,1.5537772707111563
32,fvfm_io,T50,15,46.97842013189622,0.6174846802444621
32,fvfm_io,T50,30,45.88168028676564,0.702404587879404
32,fvfm_io,T50,60,44.62464557756444,1.1453091854678104
32,fvfm_io,T50,120,43.19863510296757,2.0374376777127314
33,fvfm_io,T50,5,51.350744708414794,1.4378143886972665
33,fvfm_io,T50,15,50.647900463055706,1.0828037973919156
33,fvfm_io,T50,30,50.58065526416063,2.9617958636240407
33,fvfm_io,T50,60,50.03420077479998,4.163862012673497
33,fvfm_io,T50,120,50.17689914546479,6.070661967523771
34,fvfm_io,T50,5,46.96350760711284,0.5601907755574859
34,fvfm_io,T50,15,45.828285596595116,0.4103872729910605
34,fvfm_io,T50,30,44.95767310070186,0.5575638349055073
34,fvfm_io,T50,60,43.80109969555338,1.0127649908052399
34,fvfm_io,T50,120,42.4495800030202,1.0948253332705153
35,fvfm_io,T50,5,52.0521371478641,1.6497923461973814
35,fvfm_io,T50,15,50.70870641505474,1.0662020497088627
35,fvfm_io,T50,30,50.2542271243754,2.6642618271584775
35,fvfm_io,T50,60,49.468718260483655,4.018001471195218
35,fvfm_io,T50,120,48.823305990749546,5.110294076123482
36,fvfm_io,T50,5,53.1820811871161,1.923371127852597
36,fvfm_io,T50,15,51.4651188736641,1.6492088283823119
36,fvfm_io,T50,30,51.07398625912613,3.683671608456361
36,fvfm_io,T50,60,49.73163816300186,4.4950589248690065
36,fvfm_io,T50,120,48.520367296343146,5.298203954310854
37,fvfm_io,T50,5,49.602025797556195,1.6882582652381994
37,fvfm_io,T50,15,46.65406766704858,0.8056531801497949
37,fvfm_io,T50,30,45.392264729442374,1.1057751078454312
37,fvfm_io,T50,60,44.239525724062894,1.3435658271204884
37,fvfm_io,T50,120,43.24842950890304,1.9403944468890744
38,fvfm_io,T50,5,51.16070946293504,1.6095038603159086
38,fvfm_io,T50,15,48.53120398478407,1.1883888999599959
38,fvfm_io,T50,30,46.99805410632278,1.4788704409167783
38,fvfm_io,T50,60,45.586951675213236,2.159675775009693
38,fvfm_io,T50,120,44.03531213881873,2.990713877081432
39,fvfm_io,T50,5,49.502308630312264,1.4257300069548744
39,fvfm_io,T50,15,47.397159860003065,0.7242272626130665
39,fvfm_io,T50,30,46.21142313684856,0.9731831659259318
39,fvfm_io,T50,60,44.97536088698695,1.7536123464142455
39,fvfm_io,T50,120,43.484861988172774,2.4000439673565137
40,fvfm_io,T50,5,44.648214207891286,0.7346984512112819
40,fvfm_io,T50,15,42.53779793061196,0.41615806557562546
40,fvfm_io,T50,30,41.466116596916834,0.43713026819356315
40,fvfm_io,T50,60,39.949396418709156,0.6687854937057759
40,fvfm_io,T50,120,38.27191407000153,0.6765119141158625
41,fvfm_io,T50,5,49.85143056900222,0.948184511565258
41,fvfm_io,T50,15,47.434888645518605,0.606980741785536
41,fvfm_io,T50,30,46.09085830902489,0.5805057258705567
41,fvfm_io,T50,60,44.784407233952464,0.7935716576735404
41,fvfm_io,T50,120,43.32929251272192,1.2636127882490347
42,fvfm_io,T50,5,49.16027973086354,1.0833960426938993
42,fvfm_io,T50,15,46.97728439437666,0.7036300214197194
42,fvfm_io,T50,30,45.86104404149674,0.5729369695516502
42,fvfm_io,T50,60,44.77562527711444,0.6085400793102177
42,fvfm_io,T50,120,43.561368354603594,0.7777424086476953
43,fvfm_io,T50,5,45.016767242948966,1.0038722552516575
43,fvfm_io,T50,15,42.985786253970524,0.610476162471594
43,fvfm_io,T50,30,41.84125662873408,0.4915592510978727
