unique_sample,response_type,threshold,Time,temperature,temperature_sd
21,fvfm_io,T50,30,50.046085875088714,1.5170689938360198
21,fvfm_io,T50,60,48.46013711868182,1.5902646787091705
22,fvfm_io,T50,5,57.080311176376604,5.091706571707574
22,fvfm_io,T50,15,59.1652789057903,5.001550446029105
22,fvfm_io,T50,30,57.24712396339509,5.014757076949424
22,fvfm_io,T50,60,52.063996774551256,4.42337839052836
23,fvfm_io,T50,5,54.7281949808511,2.5316642224401726
23,fvfm_io,T50,15,53.79260472160131,3.8329405966933248
23,fvfm_io,T50,30,53.294730631982844,4.189431884718977
23,fvfm_io,T50,60,51.45225224342665,4.216738866835485
24,fvfm_io,T50,5,58.06809871582217,4.310990297520373
24,fvfm_io,T50,15,68.73137447479827,6.102461792130478
24,fvfm_io,T50,30,70.89079272829252,5.646287452382338
24,fvfm_io,T50,60,66.22657896719475,7.946002531987695
25,fvfm_io,T50,5,53.331724952251186,0.9187603407788483
25,fvfm_io,T50,15,52.319736783376726,1.4660798072462877
25,fvfm_io,T50,30,52.04382829436465,2.4954654413364823
25,fvfm_io,T50,60,50.85272464850276,3.193664671613374
26,fvfm_io,T50,5,56.27126799915067,3.5510267043475308
26,fvfm_io,T50,15,54.467345338128936,2.5638175435264916
26,fvfm_io,T50,30,55.09829676579819,4.859621231675286
26,fvfm_io,T50,60,52.43308770657983,5.056397804176069
27,fvfm_io,T50,5,54.062585240311506,2.0726428926183154
27,fvfm_io,T50,15,52.70913442013408,2.165825545218439
27,fvfm_io,T50,30,52.38808040980023,3.27834087103814
27,fvfm_io,T50,60,51.36576290922099,3.525988809712955
28,fvfm_io,T50,5,60.32440678372495,5.857155286798342
28,fvfm_io,T50,15,69.37371691402198,5.387346368841248
28,fvfm_io,T50,30,71.52766397290065,5.048170369689235
28,fvfm_io,T50,60,65.72030916975908,7.985407356237112
29,fvfm_io,T50,5,51.453913031366746,1.0111467977987532
29,fvfm_io,T50,15,48.90068465302355,0.5036293818022933
29,fvfm_io,T50,30,47.31310217921116,0.56323771491873
29,fvfm_io,T50,60,45.94752129129506,0.76448052444092
30,fvfm_io,T50,5,53.48808436278675,1.53909952952646
30,fvfm_io,T50,15,50.572093695110674,0.5872884368109396
30,fvfm_io,T50,30,49.08868250944323,1.0075025633341794
30,fvfm_io,T50,60,47.289633887114654,1.4109559400181515
31,fvfm_io,T50,5,51.447251642395855,0.8188289026186032
31,fvfm_io,T50,15,48.70886309528033,0.41284336177581005
31,fvfm_io,T50,30,47.01341489423498,0.5138052637660542
31,fvfm_io,T50,60,45.58418836598213,0.8165277126390471
32,fvfm_io,T50,5,53.94407989718831,1.476269751279419
32,fvfm_io,T50,15,52.54017392835782,1.4621984696306882
32,fvfm_io,T50,30,51.970483700854196,2.07063563593758
32,fvfm_io,T50,60,50.676940592272125,1.8726917140220272
33,fvfm_io,T50,5,45.15386501717037,0.9126111302753093
33,fvfm_io,T50,15,43.26276123854535,0.8971262489419958
33,fvfm_io,T50,30,40.948350945597625,1.5088474690252727
33,fvfm_io,T50,60,38.17275897416288,3.8963273611032174
34,fvfm_io,T50,5,46.06783391536707,1.6538861565234624
34,fvfm_io,T50,15,43.75158992062846,0.8710893387006865
34,fvfm_io,T50,30,42.5346384948551,0.9942547125600183
34,fvfm_io,T50,60,41.45947937341253,1.3392411709377425
