"","X","AOI","Temp","Time","Cell","Species","Recovery","Day","final_fvfm","initial_fvfm","post","fvfm_prop_io","unique_sample","Species_sample"
"1295",1295,32,56,5,"B2","Eucalyptus pauciflora","Dark",2,0,0.803,0,0,26,"Eucalyptus pauciflora_26"
"1296",1296,32,40,15,"B2","Eucalyptus pauciflora","Dark",2,0.754,0.808,0.704,0.933168316831683,26,"Eucalyptus pauciflora_26"
"1297",1297,32,52,60,"B2","Eucalyptus pauciflora","Dark",2,0,0.848,0,0,26,"Eucalyptus pauciflora_26"
"1298",1298,32,40,5,"B2","Eucalyptus pauciflora","Dark",2,0.795,0.823,0.8,0.965978128797084,26,"Eucalyptus pauciflora_26"
"1299",1299,32,30,120,"B2","Eucalyptus pauciflora","Dark",2,0.686,0.817,0.7,0.839657282741738,26,"Eucalyptus pauciflora_26"
"1300",1300,32,35,5,"B2","Eucalyptus pauciflora","Dark",2,0.771,NA,0.809,NA,26,"Eucalyptus pauciflora_26"
"1301",1301,32,52,5,"B2","Eucalyptus pauciflora","Dark",2,0.1,0.826,0,0.121065375302663,26,"Eucalyptus pauciflora_26"
"1302",1302,32,48,15,"B2","Eucalyptus pauciflora","Dark",2,0.29,0.832,0.308,0.348557692307692,26,"Eucalyptus pauciflora_26"
"1303",1303,33,48,120,"B3","Vicia faba","Dark",2,0,0.827,0,0,27,"Vicia faba_27"
"1304",1304,33,56,15,"B3","Vicia faba","Dark",2,0,0.827,0,0,27,"Vicia faba_27"
"1305",1305,33,48,15,"B3","Vicia faba","Dark",2,0,0.828,0.342,0,27,"Vicia faba_27"
"1306",1306,33,40,60,"B3","Vicia faba","Dark",2,0.253,0.837,0.25,0.302270011947431,27,"Vicia faba_27"
"1307",1307,33,30,30,"B3","Vicia faba","Dark",2,0.796,0.834,0.787,0.954436450839329,27,"Vicia faba_27"
"1308",1308,33,35,30,"B3","Vicia faba","Dark",2,0.795,0.83,0.785,0.957831325301205,27,"Vicia faba_27"
"1309",1309,33,30,120,"B3","Vicia faba","Dark",2,0.755,0.831,0.755,0.908543922984356,27,"Vicia faba_27"
"1310",1310,33,40,15,"B3","Vicia faba","Dark",2,0.692,0.78,0.525,0.887179487179487,27,"Vicia faba_27"
"1311",1311,33,56,5,"B3","Vicia faba","Dark",2,0,0.808,0,0,27,"Vicia faba_27"
"1312",1312,33,35,15,"B3","Vicia faba","Dark",2,0.773,0.822,0.769,0.940389294403893,27,"Vicia faba_27"
"1313",1313,33,35,5,"B3","Vicia faba","Dark",2,0.822,NA,0.798,NA,27,"Vicia faba_27"
"1314",1314,33,40,5,"B3","Vicia faba","Dark",2,0.734,0.824,0.666,0.890776699029126,27,"Vicia faba_27"
"1315",1315,33,52,60,"B3","Vicia faba","Dark",2,0,0.826,0,0,27,"Vicia faba_27"
"1316",1316,33,52,5,"B3","Vicia faba","Dark",2,0,0.826,0,0,27,"Vicia faba_27"
"1317",1317,33,30,15,"B3","Vicia faba","Dark",2,0.796,0.844,0.788,0.943127962085308,27,"Vicia faba_27"
"1318",1318,34,48,120,"B4","Lomandra longifolia","Dark",2,0.179,0.804,0.196,0.222636815920398,28,"Lomandra longifolia_28"
"1319",1319,34,35,30,"B4","Lomandra longifolia","Dark",2,0.795,0.82,0.808,0.969512195121951,28,"Lomandra longifolia_28"
"1320",1320,34,30,120,"B4","Lomandra longifolia","Dark",2,0.72,0.812,0.691,0.886699507389162,28,"Lomandra longifolia_28"
"1321",1321,34,48,15,"B4","Lomandra longifolia","Dark",2,0.696,0.808,0.513,0.861386138613861,28,"Lomandra longifolia_28"
"1322",1322,34,56,5,"B4","Lomandra longifolia","Dark",2,0,0.798,0.142,0,28,"Lomandra longifolia_28"
"1323",1323,34,56,15,"B4","Lomandra longifolia","Dark",2,0,0.803,0.059,0,28,"Lomandra longifolia_28"
"1324",1324,34,40,15,"B4","Lomandra longifolia","Dark",2,0.738,0.742,0.708,0.994609164420485,28,"Lomandra longifolia_28"
"1325",1325,34,40,60,"B4","Lomandra longifolia","Dark",2,0.739,0.804,0.67,0.919154228855721,28,"Lomandra longifolia_28"
"1326",1326,34,35,15,"B4","Lomandra longifolia","Dark",2,0.766,0.781,0.75,0.980793854033291,28,"Lomandra longifolia_28"
"1327",1327,34,30,30,"B4","Lomandra longifolia","Dark",2,0.757,0.81,0.734,0.934567901234568,28,"Lomandra longifolia_28"
"1328",1328,34,40,5,"B4","Lomandra longifolia","Dark",2,0.75,0.774,0.764,0.968992248062015,28,"Lomandra longifolia_28"
"1329",1329,34,35,5,"B4","Lomandra longifolia","Dark",2,0.807,NA,0.786,NA,28,"Lomandra longifolia_28"
"1330",1330,34,30,15,"B4","Lomandra longifolia","Dark",2,0.728,0.796,0.706,0.914572864321608,28,"Lomandra longifolia_28"
"1331",1331,34,52,60,"B4","Lomandra longifolia","Dark",2,0.051,0.809,0,0.0630407911001236,28,"Lomandra longifolia_28"
"1332",1332,34,52,5,"B4","Lomandra longifolia","Dark",2,0.19,0.772,0.347,0.246113989637306,28,"Lomandra longifolia_28"
"1333",1333,35,30,120,"B5","Vicia faba","Dark",2,0.765,0.827,0.739,0.92503022974607,29,"Vicia faba_29"
"1334",1334,35,35,15,"B5","Vicia faba","Dark",2,0.793,0.823,0.795,0.963547995139733,29,"Vicia faba_29"
"1335",1335,35,52,5,"B5","Vicia faba","Dark",2,0,0.833,0,0,29,"Vicia faba_29"
"1336",1336,35,30,30,"B5","Vicia faba","Dark",2,0.803,0.815,0.792,0.985276073619632,29,"Vicia faba_29"
"1337",1337,35,48,15,"B5","Vicia faba","Dark",2,0,0.824,0,0,29,"Vicia faba_29"
"1338",1338,35,40,15,"B5","Vicia faba","Dark",2,0.691,0.79,0.513,0.874683544303797,29,"Vicia faba_29"
"1339",1339,35,35,30,"B5","Vicia faba","Dark",2,0.783,0.832,0.778,0.941105769230769,29,"Vicia faba_29"
"1340",1340,35,56,15,"B5","Vicia faba","Dark",2,0,0.835,0,0,29,"Vicia faba_29"
"1341",1341,35,40,60,"B5","Vicia faba","Dark",2,0.226,0.865,0.242,0.261271676300578,29,"Vicia faba_29"
"1342",1342,35,48,120,"B5","Vicia faba","Dark",2,0,0.835,0,0,29,"Vicia faba_29"
"1343",1343,35,35,5,"B5","Vicia faba","Dark",2,0.828,NA,0.809,NA,29,"Vicia faba_29"
"1344",1344,35,56,5,"B5","Vicia faba","Dark",2,0,0.808,0,0,29,"Vicia faba_29"
"1345",1345,35,40,5,"B5","Vicia faba","Dark",2,0.772,0.834,0.7,0.925659472422062,29,"Vicia faba_29"
"1346",1346,35,52,60,"B5","Vicia faba","Dark",2,0,0.841,0,0,29,"Vicia faba_29"
"1347",1347,35,30,15,"B5","Vicia faba","Dark",2,0.791,0.844,0.787,0.937203791469194,29,"Vicia faba_29"
"1348",1348,36,35,30,"B6","Vicia faba","Dark",2,0.803,0.856,0.815,0.938084112149533,30,"Vicia faba_30"
"1349",1349,36,52,5,"B6","Vicia faba","Dark",2,0,0.828,0,0,30,"Vicia faba_30"
"1350",1350,36,56,15,"B6","Vicia faba","Dark",2,0,0.834,0,0,30,"Vicia faba_30"
"1351",1351,36,48,120,"B6","Vicia faba","Dark",2,0,0.838,0,0,30,"Vicia faba_30"
"1352",1352,36,40,15,"B6","Vicia faba","Dark",2,0.735,0.781,0.642,0.941101152368758,30,"Vicia faba_30"
"1353",1353,36,56,5,"B6","Vicia faba","Dark",2,0,0.815,0,0,30,"Vicia faba_30"
"1354",1354,36,30,120,"B6","Vicia faba","Dark",2,0.776,0.832,0.767,0.932692307692308,30,"Vicia faba_30"
"1355",1355,36,40,60,"B6","Vicia faba","Dark",2,0.295,0.859,0.339,0.343422584400466,30,"Vicia faba_30"
"1356",1356,36,48,15,"B6","Vicia faba","Dark",2,0,0.826,0,0,30,"Vicia faba_30"
"1357",1357,36,40,5,"B6","Vicia faba","Dark",2,0.772,0.835,0.722,0.924550898203593,30,"Vicia faba_30"
"1358",1358,36,35,5,"B6","Vicia faba","Dark",2,0.837,NA,0.813,NA,30,"Vicia faba_30"
"1359",1359,36,30,15,"B6","Vicia faba","Dark",2,0.801,0.849,0.796,0.943462897526502,30,"Vicia faba_30"
"1360",1360,36,52,60,"B6","Vicia faba","Dark",2,0,0.843,0,0,30,"Vicia faba_30"
"1361",1361,36,30,30,"B6","Vicia faba","Dark",2,0.808,0.818,0.797,0.987775061124694,30,"Vicia faba_30"
"1362",1362,36,35,15,"B6","Vicia faba","Dark",2,0.79,0.824,0.806,0.95873786407767,30,"Vicia faba_30"
"1363",1363,37,40,5,"C1","Populus nigra","Dark",2,0.832,0.839,0.834,0.99165673420739,31,"Populus nigra_31"
"1364",1364,37,30,30,"C1","Populus nigra","Dark",2,0.822,0.819,0.827,1,31,"Populus nigra_31"
"1365",1365,37,30,120,"C1","Populus nigra","Dark",2,0.833,0.841,0.817,0.990487514863258,31,"Populus nigra_31"
"1366",1366,37,35,15,"C1","Populus nigra","Dark",2,0.832,0.856,0.821,0.97196261682243,31,"Populus nigra_31"
"1367",1367,37,30,15,"C1","Populus nigra","Dark",2,0.83,0.857,0.832,0.968494749124854,31,"Populus nigra_31"
"1368",1368,37,40,15,"C1","Populus nigra","Dark",2,0.824,0.81,0.798,1,31,"Populus nigra_31"
"1369",1369,37,48,120,"C1","Populus nigra","Dark",2,0,0.849,0,0,31,"Populus nigra_31"
"1370",1370,37,35,30,"C1","Populus nigra","Dark",2,0.826,0.849,0.824,0.972909305064782,31,"Populus nigra_31"
"1371",1371,37,35,5,"C1","Populus nigra","Dark",2,0.836,NA,0.845,NA,31,"Populus nigra_31"
"1372",1372,37,52,5,"C1","Populus nigra","Dark",2,0.218,0.841,0,0.259215219976219,31,"Populus nigra_31"
"1373",1373,37,56,15,"C1","Populus nigra","Dark",2,0,0.855,0,0,31,"Populus nigra_31"
"1374",1374,37,48,15,"C1","Populus nigra","Dark",2,0.529,0.834,0.575,0.634292565947242,31,"Populus nigra_31"
"1375",1375,37,52,60,"C1","Populus nigra","Dark",2,0,0.84,0,0,31,"Populus nigra_31"
"1376",1376,37,40,60,"C1","Populus nigra","Dark",2,0.835,0.862,0.735,0.968677494199536,31,"Populus nigra_31"
"1377",1377,37,56,5,"C1","Populus nigra","Dark",2,0.058,0.836,0.367,0.069377990430622,31,"Populus nigra_31"
"1378",1378,38,30,30,"C2","Eucalyptus pauciflora","Dark",2,0.796,0.833,0.798,0.955582232893157,32,"Eucalyptus pauciflora_32"
"1379",1379,38,35,30,"C2","Eucalyptus pauciflora","Dark",2,0.754,0.843,0.805,0.894424673784104,32,"Eucalyptus pauciflora_32"
"1380",1380,38,48,15,"C2","Eucalyptus pauciflora","Dark",2,0.354,0.828,0.338,0.427536231884058,32,"Eucalyptus pauciflora_32"
"1381",1381,38,30,15,"C2","Eucalyptus pauciflora","Dark",2,0.807,0.851,0.812,0.948296122209166,32,"Eucalyptus pauciflora_32"
"1382",1382,38,35,5,"C2","Eucalyptus pauciflora","Dark",2,0.821,NA,0.822,NA,32,"Eucalyptus pauciflora_32"
"1383",1383,38,40,5,"C2","Eucalyptus pauciflora","Dark",2,0.772,0.829,0.818,0.93124246079614,32,"Eucalyptus pauciflora_32"
"1384",1384,38,56,15,"C2","Eucalyptus pauciflora","Dark",2,0,0.844,0,0,32,"Eucalyptus pauciflora_32"
"1385",1385,38,48,120,"C2","Eucalyptus pauciflora","Dark",2,0,0.838,0,0,32,"Eucalyptus pauciflora_32"
"1386",1386,38,52,5,"C2","Eucalyptus pauciflora","Dark",2,0.109,0.83,0.104,0.131325301204819,32,"Eucalyptus pauciflora_32"
"1387",1387,38,30,120,"C2","Eucalyptus pauciflora","Dark",2,0.69,0.818,0.691,0.843520782396088,32,"Eucalyptus pauciflora_32"
"1388",1388,38,35,15,"C2","Eucalyptus pauciflora","Dark",2,0.809,0.83,0.804,0.974698795180723,32,"Eucalyptus pauciflora_32"
"1389",1389,38,52,60,"C2","Eucalyptus pauciflora","Dark",2,0,0.844,0,0,32,"Eucalyptus pauciflora_32"
"1390",1390,38,40,60,"C2","Eucalyptus pauciflora","Dark",2,0.797,0.846,0.718,0.942080378250591,32,"Eucalyptus pauciflora_32"
"1391",1391,38,56,5,"C2","Eucalyptus pauciflora","Dark",2,0,0.817,0.112,0,32,"Eucalyptus pauciflora_32"
"1392",1392,38,40,15,"C2","Eucalyptus pauciflora","Dark",2,0.806,0.804,0.75,1,32,"Eucalyptus pauciflora_32"
"1393",1393,39,30,30,"C3","Lomandra longifolia","Dark",2,0.775,0.814,0.761,0.952088452088452,33,"Lomandra longifolia_33"
"1394",1394,39,35,15,"C3","Lomandra longifolia","Dark",2,0.776,0.793,0.755,0.978562421185372,33,"Lomandra longifolia_33"
"1395",1395,39,35,30,"C3","Lomandra longifolia","Dark",2,0.745,0.794,0.741,0.938287153652393,33,"Lomandra longifolia_33"
"1396",1396,39,40,5,"C3","Lomandra longifolia","Dark",2,0.746,0.775,0.756,0.96258064516129,33,"Lomandra longifolia_33"
"1397",1397,39,56,15,"C3","Lomandra longifolia","Dark",2,0,0.804,0.086,0,33,"Lomandra longifolia_33"
"1398",1398,39,40,60,"C3","Lomandra longifolia","Dark",2,0.725,0.783,0.656,0.925925925925926,33,"Lomandra longifolia_33"
"1399",1399,39,52,5,"C3","Lomandra longifolia","Dark",2,0.289,0.786,0.356,0.367684478371501,33,"Lomandra longifolia_33"
"1400",1400,39,30,120,"C3","Lomandra longifolia","Dark",2,0.709,0.784,0.661,0.904336734693877,33,"Lomandra longifolia_33"
"1401",1401,39,48,120,"C3","Lomandra longifolia","Dark",2,0.284,0.759,0,0.374176548089592,33,"Lomandra longifolia_33"
"1402",1402,39,30,15,"C3","Lomandra longifolia","Dark",2,0.777,0.81,0.759,0.959259259259259,33,"Lomandra longifolia_33"
"1403",1403,39,35,5,"C3","Lomandra longifolia","Dark",2,0.807,NA,0.792,NA,33,"Lomandra longifolia_33"
"1404",1404,39,52,60,"C3","Lomandra longifolia","Dark",2,0,0.807,0,0,33,"Lomandra longifolia_33"
"1405",1405,39,40,15,"C3","Lomandra longifolia","Dark",2,0.748,0.765,0.723,0.977777777777778,33,"Lomandra longifolia_33"
"1406",1406,39,56,5,"C3","Lomandra longifolia","Dark",2,0,0.801,0.195,0,33,"Lomandra longifolia_33"
"1407",1407,39,48,15,"C3","Lomandra longifolia","Dark",2,0.692,0.803,0.65,0.861768368617684,33,"Lomandra longifolia_33"
"1408",1408,4,30,15,"A4","Populus nigra","Light",2,0.808,0.863,0.775,0.936268829663963,34,"Populus nigra_34"
"1409",1409,4,56,5,"A4","Populus nigra","Light",2,0,0.834,0,0,34,"Populus nigra_34"
"1410",1410,4,30,120,"A4","Populus nigra","Light",2,0.767,0.84,0.709,0.913095238095238,34,"Populus nigra_34"
"1411",1411,4,40,15,"A4","Populus nigra","Light",2,0.799,0.807,0.685,0.990086741016109,34,"Populus nigra_34"
"1412",1412,4,48,120,"A4","Populus nigra","Light",2,0,0.845,0,0,34,"Populus nigra_34"
"1413",1413,4,35,15,"A4","Populus nigra","Light",2,0.793,0.831,0.724,0.954271961492178,34,"Populus nigra_34"
"1414",1414,4,30,30,"A4","Populus nigra","Light",2,0.806,0.831,0.743,0.969915764139591,34,"Populus nigra_34"
"1415",1415,4,52,5,"A4","Populus nigra","Light",2,0.075,0.844,0.323,0.0888625592417062,34,"Populus nigra_34"
"1416",1416,4,56,15,"A4","Populus nigra","Light",2,0,0.846,0,0,34,"Populus nigra_34"
"1417",1417,4,35,30,"A4","Populus nigra","Light",2,0.806,0.854,0.78,0.943793911007026,34,"Populus nigra_34"
"1418",1418,4,35,5,"A4","Populus nigra","Light",2,0.858,NA,0.819,NA,34,"Populus nigra_34"
"1419",1419,4,52,60,"A4","Populus nigra","Light",2,0,0.854,0,0,34,"Populus nigra_34"
"1420",1420,4,48,15,"A4","Populus nigra","Light",2,0.109,0.812,0.104,0.13423645320197,34,"Populus nigra_34"
"1421",1421,4,40,60,"A4","Populus nigra","Light",2,0.804,0.873,0.693,0.920962199312715,34,"Populus nigra_34"
"1422",1422,4,40,5,"A4","Populus nigra","Light",2,0.788,0.832,0.776,0.947115384615385,34,"Populus nigra_34"
"1423",1423,40,40,5,"C4","Lomandra longifolia","Dark",2,0.74,0.786,0.754,0.94147582697201,35,"Lomandra longifolia_35"
"1424",1424,40,30,30,"C4","Lomandra longifolia","Dark",2,0.696,0.734,0.686,0.948228882833787,35,"Lomandra longifolia_35"
"1425",1425,40,30,15,"C4","Lomandra longifolia","Dark",2,0.728,0.777,0.706,0.936936936936937,35,"Lomandra longifolia_35"
"1426",1426,40,35,15,"C4","Lomandra longifolia","Dark",2,0.769,0.796,0.757,0.96608040201005,35,"Lomandra longifolia_35"
"1427",1427,40,40,15,"C4","Lomandra longifolia","Dark",2,0.759,0.75,0.722,1,35,"Lomandra longifolia_35"
"1428",1428,40,40,60,"C4","Lomandra longifolia","Dark",2,0.711,0.81,0.651,0.877777777777778,35,"Lomandra longifolia_35"
"1429",1429,40,56,15,"C4","Lomandra longifolia","Dark",2,0,0.828,0.078,0,35,"Lomandra longifolia_35"
"1430",1430,40,35,30,"C4","Lomandra longifolia","Dark",2,0.773,0.825,0.79,0.936969696969697,35,"Lomandra longifolia_35"
"1431",1431,40,30,120,"C4","Lomandra longifolia","Dark",2,0.732,0.815,0.699,0.898159509202454,35,"Lomandra longifolia_35"
"1432",1432,40,48,120,"C4","Lomandra longifolia","Dark",2,0.266,0.803,0.252,0.331257783312578,35,"Lomandra longifolia_35"
"1433",1433,40,56,5,"C4","Lomandra longifolia","Dark",2,0,0.799,0.211,0,35,"Lomandra longifolia_35"
"1434",1434,40,52,5,"C4","Lomandra longifolia","Dark",2,0.457,0.813,0.255,0.562115621156212,35,"Lomandra longifolia_35"
"1435",1435,40,48,15,"C4","Lomandra longifolia","Dark",2,0.703,0.795,0.625,0.884276729559748,35,"Lomandra longifolia_35"
"1436",1436,40,35,5,"C4","Lomandra longifolia","Dark",2,0.8,NA,0.791,NA,35,"Lomandra longifolia_35"
"1437",1437,40,52,60,"C4","Lomandra longifolia","Dark",2,0,0.789,0,0,35,"Lomandra longifolia_35"
"1438",1438,41,56,15,"C5","Lomandra longifolia","Dark",2,0,0.796,0.144,0,36,"Lomandra longifolia_36"
"1439",1439,41,56,5,"C5","Lomandra longifolia","Dark",2,0.224,0.796,0.424,0.281407035175879,36,"Lomandra longifolia_36"
"1440",1440,41,35,30,"C5","Lomandra longifolia","Dark",2,0.762,0.808,0.768,0.943069306930693,36,"Lomandra longifolia_36"
"1441",1441,41,48,120,"C5","Lomandra longifolia","Dark",2,0.134,0.795,0.194,0.168553459119497,36,"Lomandra longifolia_36"
"1442",1442,41,35,5,"C5","Lomandra longifolia","Dark",2,0.809,NA,0.783,NA,36,"Lomandra longifolia_36"
"1443",1443,41,30,120,"C5","Lomandra longifolia","Dark",2,0.67,0.806,0.642,0.831265508684863,36,"Lomandra longifolia_36"
"1444",1444,41,52,60,"C5","Lomandra longifolia","Dark",2,0,0.785,0,0,36,"Lomandra longifolia_36"
"1445",1445,41,35,15,"C5","Lomandra longifolia","Dark",2,0.781,0.796,0.772,0.981155778894472,36,"Lomandra longifolia_36"
"1446",1446,41,48,15,"C5","Lomandra longifolia","Dark",2,0.733,0.805,0.626,0.91055900621118,36,"Lomandra longifolia_36"
"1447",1447,41,30,30,"C5","Lomandra longifolia","Dark",2,0.769,0.825,0.749,0.932121212121212,36,"Lomandra longifolia_36"
"1448",1448,41,40,15,"C5","Lomandra longifolia","Dark",2,0.775,0.757,0.754,1,36,"Lomandra longifolia_36"
"1449",1449,41,40,5,"C5","Lomandra longifolia","Dark",2,0.763,0.801,0.771,0.952559300873908,36,"Lomandra longifolia_36"
"1450",1450,41,40,60,"C5","Lomandra longifolia","Dark",2,0.756,0.849,0.714,0.890459363957597,36,"Lomandra longifolia_36"
"1451",1451,41,52,5,"C5","Lomandra longifolia","Dark",2,0.432,0.784,0.347,0.551020408163265,36,"Lomandra longifolia_36"
"1452",1452,41,30,15,"C5","Lomandra longifolia","Dark",2,0.745,0.776,0.739,0.960051546391752,36,"Lomandra longifolia_36"
"1453",1453,42,48,120,"C6","Eucalyptus pauciflora","Dark",2,0,0.852,0,0,37,"Eucalyptus pauciflora_37"
"1454",1454,42,30,30,"C6","Eucalyptus pauciflora","Dark",2,0.752,0.819,0.796,0.918192918192918,37,"Eucalyptus pauciflora_37"
"1455",1455,42,56,5,"C6","Eucalyptus pauciflora","Dark",2,0.295,0.808,0.356,0.36509900990099,37,"Eucalyptus pauciflora_37"
"1456",1456,42,56,15,"C6","Eucalyptus pauciflora","Dark",2,0,0.838,0.052,0,37,"Eucalyptus pauciflora_37"
"1457",1457,42,30,120,"C6","Eucalyptus pauciflora","Dark",2,0.765,0.836,0.757,0.915071770334928,37,"Eucalyptus pauciflora_37"
"1458",1458,42,48,15,"C6","Eucalyptus pauciflora","Dark",2,0.269,0.837,0.257,0.321385902031063,37,"Eucalyptus pauciflora_37"
"1459",1459,42,35,30,"C6","Eucalyptus pauciflora","Dark",2,0.749,0.852,0.809,0.879107981220657,37,"Eucalyptus pauciflora_37"
"1460",1460,42,40,5,"C6","Eucalyptus pauciflora","Dark",2,0.731,0.829,0.806,0.881785283474065,37,"Eucalyptus pauciflora_37"
"1461",1461,42,35,5,"C6","Eucalyptus pauciflora","Dark",2,0.802,NA,0.815,NA,37,"Eucalyptus pauciflora_37"
"1462",1462,42,40,60,"C6","Eucalyptus pauciflora","Dark",2,0.789,0.868,0.732,0.908986175115207,37,"Eucalyptus pauciflora_37"
"1463",1463,42,35,15,"C6","Eucalyptus pauciflora","Dark",2,0.784,0.839,0.81,0.934445768772348,37,"Eucalyptus pauciflora_37"
"1464",1464,42,30,15,"C6","Eucalyptus pauciflora","Dark",2,0.781,0.831,0.813,0.939831528279182,37,"Eucalyptus pauciflora_37"
"1465",1465,42,40,15,"C6","Eucalyptus pauciflora","Dark",2,0.799,0.817,0.789,0.97796817625459,37,"Eucalyptus pauciflora_37"
"1466",1466,42,52,5,"C6","Eucalyptus pauciflora","Dark",2,0.1,0.834,0.128,0.119904076738609,37,"Eucalyptus pauciflora_37"
"1467",1467,42,52,60,"C6","Eucalyptus pauciflora","Dark",2,0,0.844,0,0,37,"Eucalyptus pauciflora_37"
"1468",1468,43,30,30,"D1","Eucalyptus pauciflora","Dark",2,0.759,0.839,0.806,0.904648390941597,38,"Eucalyptus pauciflora_38"
"1469",1469,43,35,15,"D1","Eucalyptus pauciflora","Dark",2,0.743,0.833,0.801,0.891956782713085,38,"Eucalyptus pauciflora_38"
"1470",1470,43,40,60,"D1","Eucalyptus pauciflora","Dark",2,0.768,0.836,0.738,0.91866028708134,38,"Eucalyptus pauciflora_38"
"1471",1471,43,35,5,"D1","Eucalyptus pauciflora","Dark",2,0.822,NA,0.816,NA,38,"Eucalyptus pauciflora_38"
"1472",1472,43,40,5,"D1","Eucalyptus pauciflora","Dark",2,0.791,0.835,0.815,0.947305389221557,38,"Eucalyptus pauciflora_38"
"1473",1473,43,30,120,"D1","Eucalyptus pauciflora","Dark",2,0.672,0.817,0.736,0.822521419828641,38,"Eucalyptus pauciflora_38"
"1474",1474,43,35,30,"D1","Eucalyptus pauciflora","Dark",2,0.774,0.799,0.803,0.968710888610763,38,"Eucalyptus pauciflora_38"
"1475",1475,43,48,120,"D1","Eucalyptus pauciflora","Dark",2,0,0.841,0,0,38,"Eucalyptus pauciflora_38"
"1476",1476,43,48,15,"D1","Eucalyptus pauciflora","Dark",2,0.46,0.813,0.476,0.565805658056581,38,"Eucalyptus pauciflora_38"
"1477",1477,43,52,5,"D1","Eucalyptus pauciflora","Dark",2,0.309,0.83,0,0.372289156626506,38,"Eucalyptus pauciflora_38"
"1478",1478,43,56,15,"D1","Eucalyptus pauciflora","Dark",2,0,0.825,0,0,38,"Eucalyptus pauciflora_38"
"1479",1479,43,40,15,"D1","Eucalyptus pauciflora","Dark",2,0.786,0.809,0.766,0.971569839307787,38,"Eucalyptus pauciflora_38"
"1480",1480,43,30,15,"D1","Eucalyptus pauciflora","Dark",2,0.805,0.835,0.811,0.964071856287425,38,"Eucalyptus pauciflora_38"
"1481",1481,43,56,5,"D1","Eucalyptus pauciflora","Dark",2,0.245,0.815,0.149,0.300613496932515,38,"Eucalyptus pauciflora_38"
"1482",1482,43,52,60,"D1","Eucalyptus pauciflora","Dark",2,0,0.843,0,0,38,"Eucalyptus pauciflora_38"
"1483",1483,44,56,15,"D2","Eucalyptus pauciflora","Dark",2,0,0.834,0,0,39,"Eucalyptus pauciflora_39"
"1484",1484,44,30,120,"D2","Eucalyptus pauciflora","Dark",2,0.711,0.834,0.731,0.852517985611511,39,"Eucalyptus pauciflora_39"
"1485",1485,44,56,5,"D2","Eucalyptus pauciflora","Dark",2,0.081,0.81,0.312,0.1,39,"Eucalyptus pauciflora_39"
"1486",1486,44,52,5,"D2","Eucalyptus pauciflora","Dark",2,0.232,0.833,0,0.278511404561825,39,"Eucalyptus pauciflora_39"
"1487",1487,44,48,120,"D2","Eucalyptus pauciflora","Dark",2,0,0.824,0,0,39,"Eucalyptus pauciflora_39"
"1488",1488,44,48,15,"D2","Eucalyptus pauciflora","Dark",2,0.374,0.827,0.375,0.45223700120919,39,"Eucalyptus pauciflora_39"
"1489",1489,44,30,15,"D2","Eucalyptus pauciflora","Dark",2,0.809,0.842,0.807,0.960807600950119,39,"Eucalyptus pauciflora_39"
"1490",1490,44,35,5,"D2","Eucalyptus pauciflora","Dark",2,0.8,NA,0.82,NA,39,"Eucalyptus pauciflora_39"
"1491",1491,44,40,15,"D2","Eucalyptus pauciflora","Dark",2,0.778,0.793,0.757,0.981084489281211,39,"Eucalyptus pauciflora_39"
"1492",1492,44,52,60,"D2","Eucalyptus pauciflora","Dark",2,0,0.837,0,0,39,"Eucalyptus pauciflora_39"
"1493",1493,44,35,30,"D2","Eucalyptus pauciflora","Dark",2,0.775,0.835,0.812,0.92814371257485,39,"Eucalyptus pauciflora_39"
"1494",1494,44,30,30,"D2","Eucalyptus pauciflora","Dark",2,0.797,0.825,0.782,0.966060606060606,39,"Eucalyptus pauciflora_39"
"1495",1495,44,40,5,"D2","Eucalyptus pauciflora","Dark",2,0.8,0.827,0.809,0.967351874244257,39,"Eucalyptus pauciflora_39"
"1496",1496,44,40,60,"D2","Eucalyptus pauciflora","Dark",2,0.801,0.844,0.735,0.949052132701422,39,"Eucalyptus pauciflora_39"
"1497",1497,44,35,15,"D2","Eucalyptus pauciflora","Dark",2,0.778,0.823,0.801,0.945321992709599,39,"Eucalyptus pauciflora_39"
"1498",1498,45,30,30,"D3","Vicia faba","Dark",2,0.791,0.819,0.769,0.965811965811966,40,"Vicia faba_40"
"1499",1499,45,35,30,"D3","Vicia faba","Dark",2,0.789,0.816,0.789,0.966911764705882,40,"Vicia faba_40"
"1500",1500,45,30,120,"D3","Vicia faba","Dark",2,0.78,0.829,0.767,0.940892641737033,40,"Vicia faba_40"
"1501",1501,45,30,15,"D3","Vicia faba","Dark",2,0.801,0.841,0.795,0.95243757431629,40,"Vicia faba_40"
"1502",1502,45,40,5,"D3","Vicia faba","Dark",2,0.769,0.823,0.749,0.934386391251519,40,"Vicia faba_40"
"1503",1503,45,40,60,"D3","Vicia faba","Dark",2,0.238,0.839,0.288,0.283671036948749,40,"Vicia faba_40"
"1504",1504,45,35,5,"D3","Vicia faba","Dark",2,0.808,NA,0.8,NA,40,"Vicia faba_40"
"1505",1505,45,40,15,"D3","Vicia faba","Dark",2,0.73,0.789,0.543,0.925221799746515,40,"Vicia faba_40"
"1506",1506,45,35,15,"D3","Vicia faba","Dark",2,0.795,0.827,0.794,0.96130592503023,40,"Vicia faba_40"
